id,name,type,lat,lon,opentime,endtime,price,recommendmintime,recommendmaxtime
0,世界之窗,游乐园/体育娱乐,22.540746,113.979399,09:30,21:30,115.0,2.0,3.0
1,锦绣中华民俗村,文化旅游区,22.537131,113.995003,10:00,21:00,69.0,0.5,2.0
2,深圳平安金融中心云际观光层,人文景观,22.538844,114.062186,10:00,20:00,180.0,0.5,1.5
3,深圳欢乐谷,游乐园/体育娱乐,22.548012,113.986939,10:00,19:00,130.0,0.5,1.5
4,深圳野生动物园,游乐园/体育娱乐,22.602723,113.97699,09:30,18:00,99.0,1.5,2.0
5,东部华侨城,游乐园/体育娱乐,22.632382,114.294208,09:30,18:00,200.0,1.0,2.0
6,欢乐港湾,游乐园/体育娱乐,22.550112,113.888645,10:30,22:00,0.0,1.0,2.0
7,大梅沙海滨公园,公园,22.598129,114.313955,07:00,22:00,0.0,2.0,2.5
8,招商蛇口邮轮母港游览,游乐园/体育娱乐,22.474665,113.919967,07:00,21:00,0.0,2.0,3.0
9,地王观光·深港之窗,人文景观,22.54878,114.116522,08:00,22:30,79.0,2.0,3.0
10,大湾区一号（港珠澳大桥航线）,游乐园/体育娱乐,22.474665,113.919967,00:00,24:00,0.0,2.0,3.0
11,玫瑰海岸文化旅游度假区,文化旅游区,22.615927,114.383865,00:00,24:00,46.0,2.0,2.5
12,深圳湾公园,公园,22.524806,113.969405,06:00,23:00,0.0,3.0,4.0
13,甘坑古镇,文化旅游区,22.663821,114.10953,00:00,24:00,26.0,3.0,4.0
14,小梅沙度假村,游乐园/体育娱乐,22.60689,114.334468,10:00,21:00,45.0,0.5,2.0
15,桔钓沙,自然风光,22.561188,114.562404,09:00,18:00,0.0,2.0,3.0
16,大鹏半岛,自然风光,22.534605,114.537454,00:00,24:00,0.0,2.0,2.5
17,东门老街,商业街区,22.550461,114.122671,00:00,24:00,0.0,2.0,3.0
18,深圳华侨城旅游度假区,游乐园/体育娱乐,22.544406,113.99117,00:00,24:00,0.0,0.5,1.0
19,深圳欢乐海岸,游乐园/体育娱乐,22.529689,113.994371,00:00,24:00,0.0,0.5,1.0
20,西涌,自然风光,22.487953,114.557066,00:00,24:00,0.0,2.5,3.0
21,二十四史书院,文化旅游区,22.667374,114.107486,10:30,21:30,39.0,3.0,3.5
22,中英街,商业街区,22.551336,114.238571,09:00,22:00,0.0,2.0,2.5
23,蛇口工业区,商业街区,22.489321,113.922707,06:15,22:00,0.0,2.0,3.0
24,观澜海洋世界,游乐园/体育娱乐,22.727389,114.084971,09:00,18:00,135.0,0.5,1.0
25,东部华侨城大侠谷,游乐园/体育娱乐,22.614742,114.30781,09:30,18:00,200.0,1.5,2.0
26,杨梅坑,自然风光,22.550779,114.578274,00:00,24:00,0.0,2.0,3.0
27,红树林海滨生态公园,公园,22.529593,114.007715,09:00,18:00,0.0,0.5,1.5
28,深圳博物馆,博物馆/纪念馆,22.549321,114.068288,10:00,18:00,0.0,2.0,2.5
29,深圳市民中心,人文景观,22.549351,114.066182,00:00,24:00,0.0,3.0,4.0
30,欢乐海岸海洋奇梦馆,游乐园/体育娱乐,22.531987,113.994672,13:30,22:00,45.0,2.0,3.0
31,青青世界,游乐园/体育娱乐,22.505076,113.907639,08:30,18:00,76.0,1.5,2.0
32,深圳玛雅海滩水公园,游乐园/体育娱乐,22.547982,113.985916,13:00,21:00,130.0,2.0,2.5
33,蛇口港珠海游轮,游乐园/体育娱乐,22.474693,113.919947,07:30,21:30,0.0,0.5,1.5
34,大鹏所城,历史古迹,22.600032,114.520096,00:00,24:00,0.0,1.0,2.5
35,海上世界,游乐园/体育娱乐,22.488788,113.92358,00:00,24:00,88.0,0.5,1.0
36,金色海岸,自然风光,22.590567,114.284875,17:00,17:30,0.0,0.5,1.0
37,仙湖植物园,公园,22.583562,114.181318,00:00,18:00,0.0,1.0,2.0
38,广东梧桐山国家森林公园,公园,22.5838,114.221632,06:00,19:00,0.0,2.5,3.0
39,莲花山公园,公园,22.559257,114.065193,06:30,23:00,0.0,1.0,2.0
40,深圳观光巴士,游乐园/体育娱乐,22.527998,113.998652,09:00,17:00,50.0,0.5,2.0
41,较场尾,人文景观,22.596202,114.51552,06:00,22:00,300.0,1.0,1.5
42,南头古城,历史古迹,22.549163,113.927048,00:00,24:00,0.0,0.5,1.0
43,大芬油画村,人文景观,22.615801,114.142665,09:30,17:30,0.0,2.5,4.0
44,海上田园,自然风光,22.731941,113.777756,09:00,21:00,49.9,2.5,3.0
45,凤凰古村,文化旅游区,22.697435,113.845676,00:00,24:00,0.0,3.0,4.0
46,盐田海滨栈道,公园,22.558678,114.248517,00:00,24:00,0.0,2.0,3.5
47,海上世界文化艺术中心,美术馆/艺术馆,22.486077,113.922944,10:00,19:00,0.0,2.0,3.0
48,观澜湖休闲旅游区,游乐园/体育娱乐,22.744351,114.083908,00:00,24:00,0.0,1.5,3.0
49,观澜湖生态运动公社,游乐园/体育娱乐,22.724672,114.085207,09:00,18:00,29.9,1.0,2.0
50,深圳科学馆,博物馆/纪念馆,22.548485,114.102354,00:00,24:00,0.0,2.0,2.5
51,荷兰花卉小镇,公园,22.549735,113.91787,08:30,21:00,0.0,1.0,2.0
52,深圳人才公园,公园,22.512223,113.955487,06:00,23:00,0.0,0.5,1.0
53,锦绣中华,游乐园/体育娱乐,22.539142,113.997118,16:00,21:00,0.0,0.5,1.0
54,南山公园,公园,22.500143,113.912003,00:00,24:00,0.0,1.0,1.5
55,南山,公园,22.502974,113.91291,00:00,24:00,0.0,0.5,1.0
56,华侨城创意文化园,文化旅游区,22.543649,113.99986,00:00,24:00,0.0,2.5,3.0
57,光明农场大观园,游乐园/体育娱乐,22.764237,113.968991,09:00,17:00,72.9,0.5,2.0
58,湾区游轮,游乐园/体育娱乐,22.474317,113.920446,00:00,24:00,0.0,3.0,3.5
59,深圳市天文台,人文景观,22.48556,114.565898,09:00,12:00,0.0,1.0,2.0
60,大梅沙海滩,自然风光,22.59867,114.315742,07:00,23:00,0.0,3.0,3.5
61,深圳teamLab共创！未来园,游乐园/体育娱乐,22.534017,114.035093,10:00,22:00,79.0,0.5,1.0
62,深圳图书馆,人文景观,22.551343,114.063825,09:00,21:00,0.0,1.5,2.0
63,西涌滨海旅游度假区,游乐园/体育娱乐,22.481558,114.539055,09:00,24:00,0.0,0.5,1.0
64,大鹏半岛洲际游艇航海中心,游乐园/体育娱乐,22.560753,114.563888,00:00,24:00,0.0,0.5,1.0
65,深圳市当代艺术与城市规划馆,博物馆/纪念馆,22.551648,114.067947,10:00,18:00,0.0,3.0,4.0
66,深圳华润大厦艺术中心,美术馆/艺术馆,22.52058,113.953216,10:00,22:00,0.0,2.0,2.5
67,鹿嘴山庄,自然风光,22.546455,114.613672,00:00,24:00,0.0,0.5,2.0
68,大运中心体育场,游乐园/体育娱乐,22.703088,114.224436,09:00,22:30,0.0,2.0,3.5
69,深圳会展中心（福田馆）,商业街区,22.536478,114.066315,09:00,17:00,0.0,2.5,4.0
70,深圳机场码头游船,游乐园/体育娱乐,22.606327,113.821243,00:00,24:00,0.0,0.5,1.0
71,海上彩虹号,游乐园/体育娱乐,22.606327,113.821243,09:30,19:00,0.0,2.0,3.5
72,尼克Playtime乐园,游乐园/体育娱乐,22.53047,113.998454,10:00,21:00,0.0,0.5,1.5
73,虹桥公园,公园,22.752728,113.959141,07:00,19:00,0.0,1.0,2.5
74,愿望塔,游乐园/体育娱乐,22.60106,114.316145,10:00,21:00,39.0,0.5,1.0
75,海边公园,公园,22.539573,113.89869,00:00,24:00,0.0,0.5,1.5
76,观澜版画村,文化旅游区,22.749032,114.097519,09:00,19:00,0.0,2.0,2.5
77,南澳第一沙滩,自然风光,22.552902,114.488023,08:00,18:00,0.0,1.0,1.5
78,何香凝美术馆,美术馆/艺术馆,22.539465,113.988109,09:30,17:00,0.0,1.5,3.0
79,观澜山水田园文化园,文化旅游区,22.720384,114.113827,08:30,21:00,99.0,1.0,2.5
80,直升机空中游览飞行观光,游乐园/体育娱乐,22.648063,113.829772,09:30,17:30,3980.0,1.0,2.5
