id,name,lat,lon,price,cuisine,opentime,endtime,recommendedfood
0,鹤鸣茶社(人民公园店),30.65688,104.0585999,45.0,茶馆/茶室,08:00,22:00, 
1,廊桥THE BRIDGE,30.641758,104.085883,709.0,川菜,17:30,21:00,"椒香多宝鱼,糯米脆皮鸭,冰酒鲜果冻冰粉,暖心豆腐杏仁茶"
2,马旺子(太古里店),30.6513787,104.0839538,140.0,川菜,11:30,20:30,"秘制爽口萝卜,凉面,青豆油丝瓜,宫保茄香虾球,手撕藤椒鸡,口水鸡,夫妻肺片,乐山甜皮鸭,毛血旺,麻婆豆腐"
3,希尔顿嘉悦里･TC CAFE 御蓉高空餐厅,30.6561325,104.0640632,250.0,西餐,07:30,21:30, 
4,成都瑞吉酒店·宴庭中餐厅,30.6610218,104.074584,233.0,粤菜,11:30,22:00,"新品点心,虾皇饺,凤爪,烧卖,虾球,红肠,港式黄焖花胶鸡,鲜果燕窝双皮奶,松茸金菇扒自制豆腐,精选烧味拼盘"
5,成都华尔道夫酒店·麒麟·扒房 Limited Edition - Grill,30.584107,104.0688468,984.0,西餐,12:00,22:00, 
6,烤匠麻辣烤鱼(IFS店),30.6544864,104.0807262,100.0,川菜,11:00,21:30,"经典麻辣烤鱼,黑椒猪颈肉,包浆豆腐,手工黑豆花,炭烤生蚝,酥肉"
7,成都钓鱼台精品酒店·品聚·成都餐厅,30.6646456,104.0517343,216.0,川菜,11:30,21:30,"宫保鸡丁,水煮牛肉,传统回锅肉,歌乐山辣子鸡,四川传统扣肉"
8,成都凯宾斯基饭店·怡时德式西餐厅,30.6183196,104.0663199,146.0,西餐,06:30,21:30, 
9,听香·老公馆川菜(宽窄巷子店),30.6635297,104.0549263,141.0,川菜,11:00,22:00,"玉米粑粑,上汤娃娃菜,蒸烤江团（特色烤鱼）,夫妻肺片,诸葛锦囊,脆爽萝卜衣"
10,子非(宽窄巷子店),30.6639417,104.0536559,1080.0,川菜,11:00,21:00,"三岔湖有机米级翘壳鱼配玉露香梨,石锅绍子干烧活海参配菠菜面+牛油果泥,清汤羊肚菌炖竹荪梨花膏,龙虾汤煮农场时蔬,五彩饭团捞家常蹄筋配老成都春卷,富贵花开 三味牛肉,天保九如,春华秋实,鸟笼吊烧乳鸽,丝绸之路"
11,许家菜(望江店),30.6374481,104.090139,458.0,川菜,11:00,21:00,"黄酒蒸东海大黄鱼,红焖中华鳖,宫保水晶虾仁"
12,成都富力丽思卡尔顿酒店·FLAIR餐厅酒吧,30.6638202,104.0701302,197.0,酒吧/酒馆,18:00,01:00, 
13,岷山饭店·THE RIVER HOUSE西餐厅,30.6486496,104.0668534,727.0,西餐,11:30,21:00,"香煎鸭肝,碳烤澳洲和牛M9＋肉眼牛排,拿破仑,提拉米苏"
14,成都群光君悦酒店·8号火锅中餐厅,30.6535404,104.0767943,385.0,火锅,11:30,22:00,"草原黄毛肚,酥肉,澳洲和牛上脑M9,麻辣牛肉,鹅肠,虾滑,手工面"
15,大德会席(成都远洋太古里店),30.6543451,104.0828038,2161.0,日本料理,11:30,22:30,"蓝鳍金枪鱼大腩,牡丹虾刺身,芒果鹅肝,扇贝天妇罗,A5和牛,松叶蟹"
16,天妇罗·天燚(太古里店),30.6508557,104.0872319,1047.0,日本料理,11:00,22:00,"虾头,星鳗天妇罗,无花果天妇罗,松叶蟹脚,海胆天妇罗,芦笋天妇罗"
17,陈麻婆豆腐(旗舰店),30.6627136,104.0341746,74.0,川菜,11:00,21:00,"陈麻婆豆腐,陈麻婆回锅肉,夫妻肺片,宫保鸡丁,鱼香肉丝,担担面"
18,PLAY HOUSE(世外桃源店),30.6297448,104.0767239,744.0,酒吧/酒馆,14:00,05:00, 
19,漾亚·雍雅合鲜(桐梓林店),30.6129353,104.0624782,500.0,火锅,11:00,21:30,"岩鲤,岩团,藤桥酱鸭舌,黑龙潭翘壳鱼,黑豆腐"
20,柴门荟(中海店),30.5816577,104.0557895,973.0,川菜,11:30,21:00,"古法甲鱼花胶汤,黑松露宫保谷饲牛小排,茴香泡菜澳洲岩龙,辣鲜酱烤阿拉斯加帝王蟹,泉水涮锅黑金鲍鱼,花椒广汉缠丝兔 "
21,浅喜火锅(中环岛广场C座店),30.5599266,104.0519094,184.0,火锅,11:00,23:00,"浅喜血毛肚,签签鸽郡肝,香酥蟹柳,鲜鹅肠,竹荪虾滑,浅喜罐罐牛肉"
22,玛歌庄园火锅(五龙山店),30.7618745,104.1683087,121.0,火锅,11:00,21:30, 
23,宽巷子3号,30.6633799,104.0549481,685.0,川菜,10:00,21:00,"福禄寿喜,步步高升,西蜀沸腾鱼,模仿文房四宝,盖碗茶,担担面"
24,龙森园火锅(琴台路店),30.6587659,104.0454774,184.0,火锅,11:00,24:00,"毛肚,黄喉,红糖糍粑,鳝鱼,嫩牛肉,千层肚"
25,成都华尔道夫酒店·Brasserie 99 厨,30.5844271,104.0690397,212.0,川菜,06:30,21:30,"天鹅榴莲酥,洪雅藤椒耙鸡爪,杨枝甘露,芥末沙拉虾球,糖油果子,白灼菜心"
26,Silver pot·银锅现代川菜(悠方店),30.5835164,104.0592925,764.0,创意菜,11:30,21:00,"青椒汁蚌仔,土罐贡椒叶熏乳鸽,鱼子酱烟熏鹅肝,藿香富贵虾,橙皮牛肉,椒香松露鸭方,椒烫龙虾球,酸辣膏蟹面筋"
27,华道钰善阁,30.5563368,104.0500711,400.0,素食,11:30,20:30,"鲜菌珍品,胡汁猴排,荷叶珍珠,宫保杏菇,味增烤笋"
28,成都富力丽思卡尔顿酒店·25楼香荟全天候餐厅,30.6638202,104.0701302,252.0,自助餐,06:30,21:30, 
29,饕林餐厅(春熙路店),30.6526621,104.0733725,75.0,川菜,10:30,21:30,"饕餮素菜王,饕林辣子鸡,啤酒鲜椒兔,饕林特色回锅肉,饕林河渡鱼,红糖糍粑卷"
30,小龙翻大江·火锅美学(春熙店),30.652993,104.0791115,169.0,火锅,11:00,23:00,"春熙醉毛肚,吊龙牛肉,神仙牛肉,太极双椒牛肉,竹荪龙鱼,龙门秘制排骨"
31,锦城印象火锅(彩虹店),30.6473226,104.0563677,162.0,火锅,11:00,02:00,"鲜毛肚,锦城嫩牛肉,鲜炸黄金六两酥肉,生扣仔鹅肠,冷锅鲜血旺,养颜冰粉"
32,成都吃客(奎星楼店),30.6678494,104.0551467,51.0,烧烤,11:30,21:30,"裸奔坨坨虾,捞汁花甲,鸟巢掌中宝,炭烤五花肉,剥皮虾,特色烤大茄,特色烤鱼片"
33,成都博舍·Tivano意大利餐厅(笔帖式街店),30.651379,104.0845587,554.0,西餐,11:30,22:00,"黑松露芝士披萨,生切牛肉,牛扎糖冰淇淋,手搓意面,提拉米苏,烤春鸡,牛轧糖冰淇淋,Tiramisu,牛里脊肉,慢煮牛前肩肉"
34,蜀九香火锅(百花iHome店),30.6563,104.0405976,121.0,火锅,11:00,23:00,"九香牛肉,九香排骨,千层肚,三色虾滑,九香黄喉,功夫土豆片"
35,川西坝子火锅(清江东路3.0直营店),30.6680611,104.0361071,121.0,火锅,10:30,24:00,"嫩牛肉,肥牛,川西坝子特烹千层肚,虾滑丸,鸭肠,甜豆花,酥肉,鸭血,鹅肠,豆浆"
36,鸡毛店·川菜(李家沱店),30.6911281,104.0959151,72.0,川菜,11:00,21:00,"石锅生焖虾,当家巴骨肉,蒜泥白肉,特色花椒鱼,茄子豇豆,萝卜大骨汤"
37,雏Chú MODERN CUISINE,30.6138565,104.0851328,749.0,西餐,18:00,22:00,"榴莲芝士蛋糕,低温肉眼,松露巧克力雪葩,松茸越光米饭,低温黑牛西冷,煎鸭肝"
38,临江宴·雲,30.5822437,104.064847,1300.0,粤菜,11:00,21:00, 
39,成都盛美利亚酒店·西班牙餐厅,30.5754923,104.040233,430.0,西餐,17:30,21:00,"招牌伊比利亚火腿,招牌西班牙海鲜烩饭,蓝莓冰淇淋,炭烤澳洲安格斯战斧牛排,蒜香阿根廷红虾,伊比利亚猪肉焦糖洋葱包 "
40,成都世纪城天堂洲际大饭店·龙轩中餐厅,30.5597598,104.0721482,200.0,粤菜,11:30,22:00,"顺德黄金炒石斑鱼米,樱桃鹅肝,澳芒芥末明虾球,火焰鲍鱼吊烧鸡,港式烧四宝,港式烧鹅,桐香芝麻鸡,冰烧三层肉,竹炭流沙包,脆皮乳鸽"
41,成都棕榈泉费尔蒙酒店·尝艺中餐厅,30.5529622,104.0697483,177.0,粤菜,11:30,22:00, 
42,园里火锅(天府三街店),30.5477513,104.065963,158.0,火锅,11:30,02:00,"麻辣脆,麻辣牛肉,包浆豆腐,蛋炒饭,酥肉,冰粉,酸梅汁,肥牛,双人套餐,拿破仑"
43,牛水煮·牛肉水煮·川小馆(天府三街旗舰店),30.5462123,104.0664297,74.0,川菜,11:30,21:30,"麻辣水煮牛肉,蛋酥糍粑,锅巴土豆,牛骨茶,桂花紫薯羹,现任椰汁冰粉"
44,成都茂业JW万豪酒店·万豪中餐厅,30.656856,104.070156,193.0,川菜,11:30,22:00,"JW万豪龙腾四海,火焰沙姜焗海螺,腾云御品玉玲珑,雪花牛肉配豌豆,JW万豪鲜鲍鱼炒饭,花雕芙蓉松叶蟹,古法游龙东星斑,椰皇炖老鸡,瑶柱樱花汤,牛肉叉烧天鹅酥"
45,蜀大侠火锅(春熙店),30.6540734,104.0760104,109.0,火锅,11:00,01:00,"贵妃牛肉,太极双滑,花千骨,冰川鹅肠,大侠水牛毛肚,红糖糍粑"
46,山城外老坛酸菜鱼(群光广场店),30.6543976,104.0767255,83.0,川菜,10:00,22:00,"青花椒老坛酸菜鱼,魔幻朋克棒棒鸡,麻辣老坛酸菜鱼,猪油炒饭,娇滴滴虎皮鸡脚,荷塘月色荷叶粉"
47,嗨岛兔·烤兔兔头四川特产(总店),30.6588916,104.0790386,52.0,小吃,09:00,01:00,"麻辣手撕烤兔,嗨岛冷吃兔,勾魂兔腿,双流老妈兔头,鸭头"
48,冒椒火辣(奎星楼街店),30.668282,104.0536514,74.0,火锅,11:30,22:00,"纠结千层肚,恒侯兔腰,串串香,老卤鹌鹑蛋,麻辣兔头,缠绵火锅粉,麻辣干牛肉,杠上脑花,爆浆兔腰,农家小洋芋"
