id,name,hotelname_en,featurehoteltype,lat,lon,price,numbed
0,苏州东太湖智选假日酒店,Holiday Inn Express Suzhou East Taihu,窗外好景,31.135196,120.609697,446,1
1,苏州王府金科大酒店,Wangfu Jinke Grand Hotel,泳池,31.311184,120.56302,475,1
2,金海华LOHAS 华屿东方酒店,LOHAS Boutique Hotel,桑拿,31.369784,120.612686,537,1
3,苏州新城花园丽呈华廷酒店,New City Grand Rezen Hotel,泳池,31.29382,120.571776,612,2
4,苏州平江华府酒店,Hovle Mansion Club & Hotel,管家服务,31.315502,120.632191,657,2
5,嘉宝酒店(苏州观前街十全街店),Garbo Hotel (Suzhou Guanqian Street Shiquan Street Branch),免费停车,31.292336,120.635666,277,1
6,苏州金鸡湖希尔顿欢朋酒店,Hampton by Hilton Suzhou Jinji Lake,免费停车,31.317061,120.64897,538,1
7,苏州金鸡湖馨乐庭公寓酒店,Citadines Suzhou Jinji Lake,泳池,31.304919,120.652643,458,2
8,苏州吴中希尔顿欢朋酒店,Hampton by Hilton Hotel Wuzhong Suzhou,免费停车,31.266496,120.640027,498,2
9,苏州金鸡湖美居酒店,Mercure Hotel Suzhou Jinji Lake,机器人服务,31.314154,120.666695,514,2
10,苏州吴宫泛太平洋酒店,Pan Pacific Suzhou,泳池,31.290418,120.617053,539,1
11,苏州新区希尔顿欢朋酒店,Hampton by Hilton Suzhou New District,免费停车,31.308035,120.55284,488,1
12,苏州高铁金科大酒店,Jinke Grand Hotel,SPA,31.418638,120.644202,526,2
13,昆山城东开发区亚朵酒店,Atour,免费停车,31.373665,121.02288,385,1
14,安渡酒店(苏州观前街七里山塘店),ANDU HOTEL,管家服务,31.309835,120.610932,359,1
15,苏州日航酒店,Hotel Nikko Suzhou,桑拿,31.29459,120.549399,553,1
16,维也纳国际酒店(苏州火车站北广场店),Vienna International Hotel (Suzhou Railway Station North Square),免费停车,31.333565,120.610404,325,1
17,昆山金陵大饭店,Jinling Grand Hotel,SPA,31.383518,121.035079,497,1
18,苏州温德姆花园酒店,Wyndham Garden Suzhou,桑拿,31.307525,120.626181,506,1
19,苏州山塘街华贸姑苏里服务公寓,Suzhou Shantang Street Huamao Gusuli Service Apartment,网红泳池,31.309887,120.597693,547,1
20,苏州吴宫御宴酒店,Suzhou Wugong Royal Banquet Hotel,泳池,31.290846,120.618059,483,1
21,苏州吴江宾馆,Wujiang Hotel,免费停车,31.155916,120.638063,444,2
22,苏州太湖香山国际大酒店,Suzhou Taihu Xiangshan International Hotel,泳池,31.213292,120.410719,449,1
23,苏州雅辰悦居酒店,Artyzen Habitat Suzhou,免费停车,31.294461,120.635651,494,1
24,苏州胥城书香世家酒店,Suzhou xuccheng Shuxiang Shijia Hotel,免费停车,31.29818,120.598846,388,1
25,苏州石湖金陵花园酒店,Jingling Shihu Garden Hotel,湖景房,31.216058,120.603564,508,1
26,苏州观前街乐桥地铁站亚朵酒店,"Atour Hotel, leqiao subway station, Guanqian Street, Suzhou",免费停车,31.30049,120.618798,420,1
27,昆山高新万象汇美居酒店,Mercure Kunshan High-tech Vientiane Hui Hotel,免费停车,31.383106,120.920697,414,1
28,桔子水晶苏州观前街酒店,Orange Crystal Suzhou Guanqian Street Hotel,家庭房,31.307047,120.623281,414,1
29,苏州金鸡湖博览中心亚朵酒店,Atour Hotel (Suzhou Jinjihu Expo Center),免费停车,31.322437,120.7178,482,2
30,苏州书香府邸平江府,Scholars Hotel Suzhou Pingjiangfu,园林建筑,31.319214,120.633164,699,1
31,苏州石路山塘街亚朵酒店,"Yaduo Hotel Shantang Street, Shi Road, Suzhou",免费停车,31.313055,120.602502,456,1
32,苏州阳澄喜柯大酒店(阳澄湖店),Siko Grand Hotel Suzhou Yangcheng,泳池,31.44723,120.772653,456,1
