id,name,type,lat,lon,opentime,endtime,price,recommendmintime,recommendmaxtime
0,长隆野生动物世界,游乐园/体育娱乐,23.007944,113.321711,09:30,18:00,300.0,2.5,4.0
1,广州长隆度假区,游乐园/体育娱乐,23.006399,113.330527,00:00,24:00,0.0,2.5,4.0
2,广州塔,人文景观,23.112223,113.331084,09:30,22:30,149.0,0.5,1.5
3,广州长隆国际大马戏,游乐园/体育娱乐,23.009036,113.337965,15:00,21:00,350.0,1.0,2.0
4,长隆欢乐世界,游乐园/体育娱乐,23.00481,113.33685,10:00,18:00,250.0,2.5,4.0
5,珠江夜游,游乐园/体育娱乐,23.115119,113.294879,09:00,22:30,98.0,1.0,2.0
6,长隆水上乐园,游乐园/体育娱乐,23.007665,113.330724,10:00,21:30,69.0,2.0,3.0
7,广东科学中心,游乐园/体育娱乐,23.045368,113.369589,09:30,16:30,60.0,2.0,3.5
8,陈家祠,历史古迹,23.132609,113.251995,09:00,18:00,0.0,3.0,3.5
9,长隆飞鸟乐园,游乐园/体育娱乐,23.031355,113.284204,09:30,18:00,100.0,1.5,2.0
10,沙面,历史古迹,23.112627,113.251119,00:00,24:00,0.0,0.5,2.0
11,广东省博物馆,博物馆/纪念馆,23.120537,113.33296,00:00,24:00,0.0,2.5,4.0
12,广州动物园,游乐园/体育娱乐,23.146478,113.311833,08:00,18:00,0.0,3.0,4.0
13,正佳广场商贸旅游区,商业街区,23.137807,113.333654,10:00,22:00,0.0,3.0,3.5
14,正佳极地海洋世界,游乐园/体育娱乐,23.137758,113.332856,10:00,22:00,125.0,0.5,2.0
15,南越王博物院(王墓展区),博物馆/纪念馆,23.143943,113.267507,09:00,17:30,0.0,1.0,2.5
16,中山纪念堂,红色景点,23.139129,113.271126,09:00,17:30,8.0,2.0,3.5
17,大佛古寺,历史古迹,23.128808,113.274392,06:00,21:00,0.0,2.5,3.0
18,白云山,自然风光,23.190623,113.306556,00:00,24:00,0.0,1.0,2.0
19,广州热雪奇迹,游乐园/体育娱乐,23.432566,113.23773,10:30,20:30,198.0,1.5,3.0
