id,name,hotelname_en,featurehoteltype,lat,lon,price,numbed
0,重庆清阅·OneJasper精选酒店,Qingyue OneJasper select Hotel,管家服务,29.538263,106.51261,291,1
1,重庆美利亚酒店,Melia Chongqing,泳池,29.600078,106.681531,566,2
2,重庆雾都宾馆,Wudu Hotel,泳池,29.564909,106.551346,421,1
3,重庆渝商国际大酒店,Yushang International Hotel,免费停车,29.617377,106.519009,422,1
4,重庆世纪金源大饭店,Chongqing Empark Grand Hotel,免费停车,29.574811,106.529797,399,1
5,重庆北站亚朵酒店,Chongqing North Railway Station Atour Hotel,免费停车,29.603878,106.553201,332,2
6,重庆君豪大饭店,King World Hotel,泳池,29.559289,106.527161,357,2
7,重庆沙磁公馆,Such Mansion,管家服务,29.579584,106.454819,378,1
8,重庆华辰国际大酒店,HC International Hotel,湖景房,29.705983,106.611381,336,1
9,重庆两江假日酒店,River & Holiday  Hotel ChongQing,管家服务,29.583068,106.527963,441,2
10,重庆解放碑洪崖洞江景亚朵S酒店,Chongqing Jiefangbei Hongyadong  river view Atour s Hotel,动人夜景,29.561356,106.573953,429,1
11,朗丽兹酒店(重庆南滨路圣地温泉店),Palace Hotels (Chongqing Nanbin Road Holy Land Hot Spring Branch),温泉泡汤,29.539985,106.582452,382,2
12,重庆观音桥华美达安可酒店,Ramada Encore by Wyndham Chongqing Yubei,SPA,29.589353,106.533117,307,1
13,重庆万垚酒店,Chongqing Wanyao Hotel,家庭房,29.528644,106.576643,399,1
14,重庆铜梁天喜大酒店,The  grand Tianxi  plaza chong qing,免费停车,29.836587,106.080117,324,2
15,麗枫酒店(重庆悦来国际博览中心中央公园店),Lavande Hotel (Chongqing Yuelai International Expo Center Central Park),窗外好景,29.722563,106.577262,245,1
16,仙女山中科依云酒店,Zhongke Yiyun Hotel,泳池,29.419497,107.759671,370,2
17,重庆仙女山明宇尚雅酒店,Galaxy Minyoun Hotel,山景房,29.406302,107.768157,345,1
18,重庆威灵顿酒店,Wellington Hotel,管家服务,29.610207,106.519735,462,2
19,重庆上邦酒店,Sun Kingdom Hotel Chongqing,泳池,29.492403,106.295199,368,2
20,重庆南岸茶园新区亚朵酒店,"Atour Hotel, Nan'an Tea Garden New District, Chongqing",家庭房,29.513985,106.660125,350,2
21,重庆解放碑美居酒店,Mercure Hotel Chongqing Jiefangbei,江河景房,29.555306,106.577444,396,1
22,重庆来住·千寻空中酒店,Laizhu Qianxun Sky Hotel,动人夜景,29.557624,106.582099,390,1
23,FunGee欢致江景酒店(重庆洪崖洞解放碑步行街店),FunGee Riverview Hotel (Chongqing Hongyadong Jiefangbei Pedestrian Street),江河景房,29.561224,106.573207,358,1
24,S·island高空江景酒店(重庆解放碑洪崖洞店),S · island High Altitude River View Hotel,管家服务,29.556026,106.57641,334,2
25,Aspera高空花园全景酒店(解放碑洪崖洞店),ASPERA HIGH-ALTITUDE GARDEN PANORAMIC HOTEL,免费停车,29.559912,106.580112,348,1
26,重庆解放碑亚朵酒店,Atour Hotel (Chongqing Jiefangbei),免费停车,29.552169,106.57637,382,1
27,重庆恒大酒店,Hengda Hotel,泳池,29.424455,106.262405,289,1
28,鑫山酒店·King Shinning(重庆解放碑洪崖洞店),Xinshan Hotel King Shinning (Chongqing Jiefangbei Hongyadong Shop),江河景房,29.55514,106.579401,279,1
29,Asiam亚美国际酒店(重庆解放碑洪崖洞店),Asiam International Hotel Chongqing Jiefangbei Hongya Cave,江河景房,29.555141,106.57941,338,1
30,重庆国贸格兰维大酒店,Glenview ITC PLAZA Chongqing,泳池,29.5562,106.573796,509,1
31,罗斯福服务公寓(重庆解放碑洪崖洞店),Roosevelt Service Apartment (Chongqing Jiefangbei Hongyadong Branch),窗外好景,29.554231,106.578484,349,1
32,重庆解放碑来福士广场江景亚朵酒店,"Atour Hotel (Chongqing Jiefangbei, Raffles Plaza, Riverview)",免费停车,29.560725,106.584164,385,1
33,重庆凯宾斯基酒店,Kempinski Hotel Chongqing,泳池,29.534982,106.561369,538,2
34,重庆尼依格罗酒店,Niccolo Chongqing,动人夜景,29.575798,106.573186,1029,2
35,重庆两江豪生Life酒店,Howard Johnson Life Chongqing,影音房,29.608514,106.525443,418,1
36,重庆熙美酒店,Chongqing Ximei Hotel,免费停车,29.718793,106.602827,427,1
37,重庆来福士洲际酒店,InterContinental Chongqing Raffles City,桑拿,29.565669,106.587901,1502,2
38,MOUNTWELL·山栖行政套房酒店(解放碑洪崖洞店),Mountwell Executive Suites (Jiefangbei Hongyadong),江河景房,29.554624,106.578081,398,1
39,重庆滨乐·宝轩酒店,Binle Hotel,桑拿,29.644627,106.568776,476,2
40,Freely智能江景酒店(重庆江北嘴金融城店),Freely Smart Riverview Hotel (Chongqing Jiangbeizui Financial City Store),江河景房,29.57026,106.562753,236,1
41,重庆丽思瑞凯悦臻选酒店,"The Lixury Hotel Chongqing, in The Unbound Collection by Hyatt",动人夜景,29.558967,106.57789,1112,1
42,重庆渝州宾馆,Yuzhou Hotel,泳池,29.529172,106.504552,1033,1
43,重庆南岸希尔顿惠庭酒店,Home2 Suites by Hilton Chongqing Nan'an,免费停车,29.529466,106.56863,328,2
44,重庆喜来登大酒店,Sheraton Chongqing Hotel,桑拿,29.543281,106.586925,608,1
45,重庆南滨路万达安柏酒店,Wanda Amber Hotel,江河景房,29.543097,106.585527,456,1
46,重庆丽晶酒店,Regent Chongqing,动人夜景,29.571168,106.570692,1334,1
47,重庆北碚悦榕庄,Banyan Tree Chongqing Beibei,温泉泡汤,29.85638,106.380304,1480,1
48,仙女山天怡芳草地度假酒店,Tianyi Fangcaodi Holiday Hotel,山景房,29.43637,107.768976,482,1
49,重庆涪陵金科大酒店,Fuling Jinke Hotel,山景房,29.711322,107.40078,488,2
50,重庆洪崖洞江景亚朵酒店,Atour Hotel (Chongqing Hongyadong Jiangjing ),免费停车,29.561635,106.577985,394,2
51,浮尘高空酒店(重庆解放碑步行街店),Fuchen Gaokong Hotel (Chongqing Jiefangbei Pedestrian Street),管家服务,29.55788,106.578179,298,1
52,重庆柏联酒店,Bolian Resorts & Spa Chongqing,窗外好景,29.857164,106.416437,3990,2
53,重庆大都会凯悦酒店,Hyatt Regency Metropolitan Chongqing,桑拿,29.556522,106.578666,647,1
54,重庆皇冠国际江景亚朵S酒店,Atour S Hotel (Chongqing Huangguan International Riverview),免费停车,29.543447,106.585602,394,1
55,重庆雅诗阁来福士服务公寓,Ascott Raffles City Chongqing,桑拿,29.564785,106.588312,665,2
56,重庆维景国际大酒店,Grand Metropark Hotel Chongqing,桑拿,29.677001,106.566561,441,1
57,重庆天地网易云音乐亚朵酒店,Chongqing Tiandi Netease Cloud Music Atour Hotel,免费停车,29.552882,106.508433,412,1
58,重庆山前宋品酒店,SONG HOTEL CHONGQING,泳池,29.636063,106.359111,1531,2
59,重庆解放碑威斯汀酒店,The Westin Chongqing Liberation Square,Boss推荐,29.556739,106.580112,1050,1
60,重庆金科大酒店,Chongqing Jinke Grand Hotel,泳池,29.649617,106.526544,757,2
61,重庆解放碑博斯嘉酒店,"Boska Hotel Monument to the people's Liberation, Chongqing",儿童俱乐部,29.554624,106.578081,369,2
62,重庆W PLUS HOTEL,W PLUS HOTEL,免费停车,29.559814,106.594812,458,1
63,缇·酒店,Hotel-T,免费停车,29.616871,106.480399,349,1
64,重庆融创施柏阁酒店,Steigenberger Chogqing,泳池,29.635156,106.363169,620,1
65,重庆丽笙世嘉酒店,Radisson Blu Plaza Chongqing,动人夜景,29.539687,106.566065,608,1
66,杰夫杰夫高空江景酒店(重庆北滨路鎏嘉码头店),Jeff Jeff Hotel (Chongqing Beibin Road Liujia Wharf),管家服务,29.570863,106.558867,249,1
67,麗枫酒店(重庆两江幸福广场店),Lavande Hotel (Chongqing Liangjiang Xingfu Plaza),免费停车,29.616916,106.502737,320,1
68,重庆观音桥希尔顿欢朋酒店,Hampton by Hilton,免费停车,29.583867,106.530251,438,1
69,重庆沙坪坝高铁站三峡广场亚朵酒店,Atour Hotel,免费停车,29.558913,106.467437,368,2
70,红墣假日江景酒店(重庆洪崖洞解放碑步行街店),Hongyan Holiday Riverview Hotel (Chongqing Jiefangbei Hongyadong Branch),充电桩,29.561411,106.57327,316,1
71,重庆解放碑步行街亚朵X酒店,Atour Hotel,免费停车,29.549589,106.575786,350,2
72,宽融全套房酒店(重庆江北源著店),Kuanrong All Suite Hotel (Chongqing Jiangbei Yuanzhu),酒店公寓,29.603119,106.483446,352,2
73,格美·城市庭院花园酒店(重庆解放碑步行街洪崖洞店),Gemei City Courtyard Garden Hotel (Chongqing Jiefangbei Pedestrian Street Hongyadong Branch),家庭房,29.555849,106.573164,273,1
74,重庆翰文大酒店,C Plaza Hotel,泳池,29.560533,106.564245,503,1
75,格雷斯精选酒店(重庆江北嘴金融城店),Grace Collection Hotel (Chongqing Jiangbeizui Financial City),免费停车,29.578535,106.562353,345,1
76,重庆朴乡金佛山度假酒店,PUSHINE,SPA,29.079259,107.207203,2088,1
77,宽融全套房酒店(重庆观音桥店),Kuanrong Suites Hotel (Chongqing Guanyinqiao),酒店公寓,29.582236,106.527349,347,2
78,桔子水晶重庆观音桥酒店,Orange Crystal Hotel (Chongqing Guanyinqiao Branch),免费停车,29.59018,106.535957,405,2
79,重庆千合日善高空江景酒店,Qianhe Rishan River View Hotel,酒店公寓,29.557489,106.582351,309,2
80,仙女山华邦酒店,Fairy Mountain Huapont Hotel,山景房,29.509144,107.750695,812,2
81,曼庚公馆,MANQUE,窗外好景,29.550697,106.593372,2722,1
82,重庆银鑫世纪酒店,Yinxin Century Hotel,湖景房,29.681661,106.606845,965,2
83,仙女山拙雅酒店,The Joya Hotel,管家服务,29.508083,107.748553,1388,2
84,慕思·禅睡眠酒店(重庆磁器口地铁站店),DeRucci Hotel (Chongqing Ciqikou Metro Station Store),免费停车,29.578007,106.446748,343,1
85,重庆欧瑞大酒店,Ourui Hotel,泳池,29.607379,106.504726,498,2
86,宽融全套房酒店(重庆时代天街D馆店),Le Comforto All Suite Hotel (Chongqing Paradise Walk D),多功能厅,29.533058,106.512601,419,2
87,重庆壹棠酒店公寓,Chongqing Yitang Hotel Apartment,酒店公寓,29.631298,106.575149,327,1
88,重庆陆海国际Pagoda君亭设计酒店,Pagoda Hotel Chongqing International  Land-sea,家庭房,29.550566,106.518479,519,1
89,YIAN伊岸高空江景酒店(重庆解放碑云端之眼店)),Yianhotel,家庭房,29.557301,106.582166,428,1
90,重庆汽博奥特莱斯亚朵酒店,Chongqing Auto Bo Outlet Atour Hotel,免费停车,29.641606,106.592414,376,2
91,重庆珠江豪生酒店,Howard Johnson Zhujiang Hotel Chongqing,江河景房,29.571123,106.558783,663,2
92,东方蔚莱酒店(重庆新牌坊店),Oriental Velky Hotel (Chongqing Xinpaifang Branch),免费停车,29.599513,106.528291,312,1
93,重庆大世界君亭酒店(解放碑洪崖洞店),SSAW BOUTIQUE HOTEL DASHIJIE CHONGQING,家庭房,29.55858,106.574827,363,1
94,重庆璞悦•空中花园酒店,Puyue Hotel,智能客控,29.535561,106.511716,310,1
95,重庆浅憩In酒店,Qianqi In Hotel,免费停车,29.54286,106.58241,355,1
96,重庆金佛山良瑜国际度假酒店,Chongqing Jinfoshan Liangyu International Resort,泳池,29.030396,107.103168,778,2
97,YES野式酒店·重庆,THE  YES  Hotel,免费停车,29.507464,106.493339,288,2
98,金山江悦酒店,Jinshan Jianyue Hotel,充电桩,29.161609,107.084771,339,1
99,泊联汇别院·设计师酒店(重庆棕榈泉店),ELITE POLINK RETREAT,泳池,29.638836,106.540368,388,1
100,桔子酒店(重庆观音桥龙湖新壹街店),"Orange Hotel (Chongqing Guanyinqiao, Longhu Xinyijie)",免费停车,29.581389,106.526866,380,1
101,重庆两江新区丽呈君顿酒店,Rezen Kingtown Hotel (Chongqing Liangjiang New District),免费停车,29.666407,106.559718,446,1
102,重庆珊顿国际公寓酒店(棕榈泉国际中心店),Chongqing Shandun International Apartment Hotel Palm Springs International Center,酒店公寓,29.636831,106.541953,260,2
103,重庆华舫酒店(磁器口古镇店),Chongqing Huafang Hotel,免费停车,29.578767,106.448985,357,1
104,维也纳国际酒店(重庆中央公园店),Vienna International Hotel,免费停车,29.724086,106.570456,361,1
105,柏天酒店(沙坪坝高铁站三峡广场店),Bertian Hotel (Shapingba High Speed Railway Station Sanxia Plaza),茶室,29.558442,106.462937,363,1
106,嘉瑞酒店(重庆袁家岗地铁站店),Jia Rui Hotel (Chongqing Yuanjiagang Metro Station),免费停车,29.523249,106.513197,389,1
107,重庆江北希尔顿惠庭酒店,Home2 Suites by Hilton Chongqing Jiangbei,家庭房,29.571275,106.49538,429,1
108,SENSE SCENE三时森印酒店(重庆解放碑店),SENSE SCENE HOTEL,家庭房,29.559469,106.575534,323,1
109,重庆沙磁时光酒店,Such Time Hotel,免费停车,29.57967,106.454395,316,1
110,重庆丽呈温特莱酒店,Rezen Winterless Hotel Chongqing,机器人服务,29.524881,106.486682,360,1
111,重庆禧满鸿福酒店(蔡家地铁站店),Hilmanhomeful Hotel (Caijia Subway Station Store),免费停车,29.735534,106.495525,283,2
112,金科圣嘉酒店(解放碑洪崖洞店),Jinke Saint Hotel,充电桩,29.560134,106.580105,264,1
113,山觉·行舍(涂山寺店),Shanjue Xingshe Guesthouse,免费停车,29.550618,106.607803,446,2
114,望山栖轻奢重庆光环购物街酒店,Theme Wangshanqi Light Luxury Hotel,智能客控,29.650255,106.531301,307,2
115,天雅·雾兮高空江景花园度假酒店(解放碑来福士店),Tianya · Wuxi High Altitude river Garden Resort Hotel (Jiefangbei Raffles Store),免费停车,29.563212,106.585075,472,2
116,重庆上丁里酒店(两江幸福广场店),Chongqing Shangdingli Hotel (Chongqing Liangjiang Xingfu Square),充电桩,29.60803,106.502497,293,2
117,富廷格高空江景酒店(解放碑店),Chongqing Fortinger Hotel (Jiefangbei Branch),江河景房,29.563084,106.58598,297,1
118,泊联汇·观澜酒店(重庆微电园地铁站店),Bolianhui·Guanlan Hotel (Chongqing Microdianyuan Subway Station),家庭房,29.611222,106.360319,272,1
119,重庆永川柏天酒店,Boutin Hotel,免费停车,29.339108,105.944455,378,2
120,重庆长城酒店,Great Wall Hotel,免费停车,29.533538,106.514773,339,2
121,重庆盈田酒店,Intan Hotel,免费停车,29.639214,106.548448,298,2
122,重庆融汇上泉坊温泉酒店,Chongqing Rongghui Up-Spring Alley Hotel,棋牌室,29.543355,106.43885,285,1
123,慢屋·仙女山归原精品度假民宿,"Slow house, xiannvushan guiyuan boutique holiday home stay",民宿,29.371473,107.735068,399,2
124,重庆涪陵漫涛酒店,Chongqing Fuling Mantao Hotel,停车场,29.711221,107.377313,242,1
125,华熙LIVE·鱼洞·华熙玻尿酸酒店,HA Up Hotel,停车场,29.377989,106.509913,294,1
126,重庆千合智选高空江景酒店,Qianhe Zhixuan River View Hotel,动人夜景,29.55732,106.581643,308,2
127,重庆遇你民宿,MEET YOU,停车场,29.54232,106.632513,353,2
128,重庆柏雾酒店(南滨路店),Brave Hotel,家庭房,29.57314,106.593589,298,1
129,重庆悦磁江景花园酒店(磁器口古镇店),Yueci Hotel,免费停车,29.588673,106.446295,349,1
130,仙女山新华酒店,Xinhua Hotel Fairy Mountain,免费停车,29.483634,107.727399,359,2
131,高远凤翎酒店,FengLingHotel,免费停车,29.517408,106.344206,338,2
132,江上朗月酒店,Jiangshang Langyue Hotel,窗外好景,29.605939,106.472902,429,2
133,重庆IN BETWEEN柳杉间酒店,In Between Hotel,免费停车,28.928282,107.005006,394,1
134,重庆南山1898民宿,Chongqing Nanshan 1898 Homestay,停车场,29.557357,106.620682,410,2
135,爰居爰处民宿,Yuanju Yuanchu Homestay,免费停车,29.543037,106.633145,447,2
136,e家酒店,e Home Hotel,免费停车,29.625697,106.4673,306,1
137,红楼银杏大酒店(重庆西站),Honglou Yinxing Hotel,免费停车,29.505712,106.450364,344,2
138,伊凡酒店(重庆南坪步行街上海城店),Yifan Hotel,洗衣房,29.528706,106.560489,319,1
139,重庆东方花苑饭店,East Garden Hotel,免费停车,29.559173,106.550958,288,2
140,重庆荷和原乡民宿,Hehe Yuanxiang Hotle,免费停车,29.794865,105.993135,442,2
141,重庆曼德姆酒店,Mandemu Hotel,免费停车,29.722738,106.541658,412,1
142,花筑奢·重庆西郊雅社酒店,Floral Lux Hotel·Chongqing West Suburb Yashe Hotel,免费停车,29.822998,106.028578,420,2
143,重庆师范大学国风楼酒店,Chongqing Normal University Guofenglou Hotel,免费停车,29.610185,106.306629,398,1
144,椿山悦民宿(重庆南山店),Yueshanyue Homestay (Chongqing Nanshan Branch),免费停车,29.553885,106.629138,317,1
145,重庆Indition英迪逊高空酒店,Chongqing Indition High Altitude Hotel,私人泳池,29.563347,106.585958,626,1
146,郎玺度假酒店(重庆解放碑洪崖洞店),Langxi Resort Hotel (Chongqing Monument to the people's Liberation Hongyadong Store),家庭房,29.559988,106.580498,310,1
147,红楼长箭大酒店(重庆巴山地铁站店),HONG LOU CHANG JIAN HOTLE,家庭房,29.519664,106.465226,397,2
148,重庆嘉澜四季酒店,Jialan Siji Hotel,免费停车,29.576236,106.564011,294,2
149,东方时代酒店(重庆观音桥步行街时代中心店),APEX EAST TIMES HOTEL,行政酒廊,29.575854,106.535691,276,1
150,全季酒店(重庆万州万达广场店),Ji Hotel (Zhongqing Wanzhou Wanda Plaza),免费停车,30.814133,108.380917,315,1
151,艺龙壹棠酒店(重庆江北国际机场店),ELONG ETANG (CHONG QING  JIANG BEI INTERNATIONAL AIRPORT  HOTEL)),免费停车,29.742057,106.654158,358,2
152,重庆INSOMNIALAB·隐桑眠高空江景地标酒店,INSOMNIALAB·hotel,江河景房,29.563477,106.585946,333,1
153,重庆木溪酒店,Moci Hotel,免费停车,29.553532,106.510341,264,1
154,丽呈君顿酒店(重庆观音桥店),Rezen Kingtown Hotel (Chongqing Guanyinqiao),免费停车,29.589804,106.525058,295,1
155,悠舍S·高空全景酒店(重庆观音桥九街店),Youshe S High-altitude Panorama Hotel (Chongqing Guanyinqiao 9th Street),江河景房,29.579705,106.54157,254,1
156,重庆江津大酒店,Jiang Jin Grand Hotel,免费停车,29.270344,106.275263,279,1
157,落脚城市·海蒂花园民宿(武隆仙女山店),Unimore Heidi Garden Homestay (Wulong Fairy Mountain Branch),免费停车,29.430764,107.747614,357,1
158,麗枫酒店(重庆解放碑中心步行街店),Lavande Hotel (Chongqing Jiefangbei Center Pedestrian Street),管家服务,29.557208,106.575533,237,1
159,千合智选高空酒店(洪崖洞店),Qianhe Zhixuan Gaokong Hotel (Jiefangbei Hongyadong Branch),江河景房,29.559812,106.582407,208,2
160,洪崖叠院酒店(重庆解放碑洪崖洞店),Hongya Dieyuan Hotel (Chongqing Jiefangbei Hongyadong Branch),江河景房,29.561939,106.577084,586,2
161,七仙女民宿(仙女山店),Qixiannv Homestay (Xiannv Mountain Shop),免费停车,29.438595,107.76264,459,1
162,重庆假日江景酒店(解放碑洪崖洞店),CHONGQING HOLIDAY RIVERVIEW HOTEL,江河景房,29.561399,106.578636,198,1
163,沃林净旅酒店(重庆解放碑洪崖洞店),Walling Hotel (Chongqing Hongyadong Jiefangbei),江河景房,29.560231,106.575669,257,1
164,TheMove江景酒店(重庆解放碑洪崖洞店),The Move River View Hotel (Chongqing Jiefangbei Hongyadong),江河景房,29.556316,106.579647,156,1
165,重山什舍民宿(重庆解放碑步行街洪崖洞店),REUNION REST (Chongqing Jiefangbei Pedestrian Street Hongyadong Branch),江河景房,29.558352,106.57693,441,1
166,栖上酒店(重庆观音桥步行街店),Qishang B & B (Chongqing Guanyinqiao Pedestrian Street store),拍照出片,29.580086,106.530814,345,1
167,富诚酒店(重庆大学城店),Fucheng Hotel (Chongqing University Town),管家服务,29.601833,106.308191,344,1
168,一瓦涧民宿(重庆南滨路弹子石老街店),Yiwajian Homestay,免费停车,29.579026,106.585508,242,1
169,山觉人文美宿(南滨路长江索道店),Shanjue Humanities Meisu (Changjiang Cableway Branch),窗外好景,29.551687,106.593751,367,1
170,重庆解放碑丽呈睿轩酒店,Rezen Select  Chongqing Jiefangbei,山景房,29.555156,106.577381,229,1
171,全季酒店(重庆江北国际机场鹿山地铁站店),JI hotel (Chongqing Jiangbei International Airport Lushan subway station store),免费停车,29.719228,106.604489,339,1
172,桔子水晶重庆解放碑洪崖洞酒店,Orange Crystal Chongqing Jiefangbei Hongyadong Hotel,江河景房,29.561997,106.584913,378,1
173,无隅酒店(重庆杨家坪万象城店),WuYu Hotel (Chongqing Yangjiaping Vientiane City),充电桩,29.517828,106.519236,378,1
174,重庆宿于龙槐山院,Chongqing Suyu Longqishanyuan,免费停车,29.873014,106.93799,377,1
