id,name,lat,lon,price,cuisine,opentime,endtime,recommendedfood
0,深圳文华东方酒店·东湾,22.5574302,114.071873,835.0,粤菜,11:00,21:30,"灯影牛肉,亚麻籽脆皮鸡,龙虾汤泡饭,椒麻煎烹澳洲肉眼皇,上素生煎 ,陈皮红豆沙"
1,金茂深圳JW万豪酒店·万豪中餐厅,22.5364996,114.0323004,500.0,粤菜,11:30,21:00,"自制蜜汁橡果叉烧肉,古铜奇亚籽脆皮胡须鸡,晚收薏丝琳玻璃虎虾球,原只鲜蟹钳（冬瓜虾汤芙蓉蒸）,粤式点心,肉莲蓬竹笙花胶汤,翡翠芙蓉龙虾球配脆米虾球,招牌精美龙虾酥,火焰白汁焗海螺,翡翠汁蟹肉烩竹笙酿燕窝"
2,深圳大梅沙京基洲际度假酒店·行政俱乐部·蔚蓝阁餐厅·牛排·海鲜·红酒威士忌,22.5982115,114.31567,519.0,融合菜,12:00,22:00,"澳洲谷饲M5和牛战斧牛扒1500g,热海路拼盘,西班牙墨鱼汁海鲜烩饭,澳洲谷饲M5和牛肉眼250g,香茅玉米汤,龙虾天使面"
3,深圳星河丽思卡尔顿酒店·星丽中餐厅,22.5331079,114.061508,590.0,粤菜,11:00,22:30,"普宁炸豆腐,辣子鸡丁,脆皮烧鸡,黑椒雪花牛粒,鲍鱼扣鹅掌,海胆炒饭"
4,深圳君悦酒店·主席楼,22.5371792,114.1112416,706.0,粤菜,11:00,22:00,"亚麻籽脆皮鸡,松茸鸡汤冲浪鲜鲍片,黑松露汁芙蓉蒸龙虾,焰烧大鲜鲍,失传多年的白切鸡,琉璃润烧妙龄鸽,焕然一新的凉瓜排骨,二十年花雕玉簪虎虾,风生水起海中鲜,金汤海皇自制黑豆腐"
5,深圳益田威斯汀酒店·威斯汀扒房,22.5377046,113.9759988,400.0,西餐,14:00,22:00,"澳洲西冷,扒房鹅肝,酥炸法国生蚝,黑虎虾天使意面,新西兰鳌虾,金色时光,冰淇淋,帝王蟹饼,提拉米苏,吉拉多生蚝"
6,Ensue,22.536362,114.0570788,2480.0,西餐,17:30,01:00,"澳洲和牛眼肉佐白酒腌渍云南蘑菇,炭烧珍珠鲍佐鲍鱼肝酱,茶纸慢煮牛舌配烟熏河鳗"
7,嘉苑饭店,22.5358724,114.0581565,844.0,粤菜,11:30,22:00,"去骨老鹅掌,黑松茸焗鸡饭,花胶海参捞饭,胭脂红桃胶,黑松露花胶炒滑蛋,黑松露烧麦"
8,利宝阁(嘉里店),22.5353225,114.0568892,156.0,粤菜,10:30,21:30,"八味豆腐,生炒糯米饭,果木烤乳猪,大宝烤鸭,榴莲千丝酥,脆皮虾饺皇,大宝果木烤鸭,脆皮牛肮腩,xo酱干炒牛河,沙爹金钱肚"
9,深圳四季酒店·卓粤轩,22.5335431,114.0579511,526.0,粤菜,11:30,14:30,"卓粤脆皮鸡,蜜味火焰香叉烧,鲍鱼鸡粒酥,鲍鱼酥,蜜味香叉烧,龙太子蒸饺,猴头菇乌鸡汤,百花煎酿带子,葱香蟹粉老虎斑柳,百合虾饺"
10,新荣记(平安金融中心店),22.5331423,114.0556405,823.0,江浙菜,11:30,21:00,"农家盐卤豆腐煲,家烧鲳鱼,黄金脆带鱼,沙蒜烧豆面,脆皮乳鸽,酥皮叉烧包"
11,深圳柏悦酒店·榕阁中餐厅,22.5319009,114.0555408,629.0,粤菜,11:30,22:00,"脆皮烧伊比利亚香猪,川香宫保大虾球,辣酒汁浸花螺,湛江白切鸡,葱油芝麻脆皮鸡捞海螺片,鱼子酱芙蓉帝王鲜蟹肉"
12,深圳鹏瑞莱佛士酒店·云璟,22.5057022,113.9423495,1356.0,粤菜,11:30,22:00, 
13,吴·现代潮菜(深圳店),22.534506,113.9833173,800.0,粤菜,11:30,22:00,"30年老菜脯粥,潮汕卤水老鹅拼,鸡油豆酱白鲳鱼 ,古法炭烧大响螺 ,脆皮澳洲金沙参 ,浓汤焗南澳珠瓜"
