id,name,type,lat,lon,opentime,endtime,price,recommendmintime,recommendmaxtime
0,北京环球度假区,游乐园/体育娱乐,39.86099,116.68782,09:00,21:00,503.0,2.0,3.0
1,故宫博物院,历史古迹,39.924091,116.403414,08:30,17:00,0.0,0.5,1.0
2,八达岭长城,历史古迹,40.362639,116.024067,06:30,16:30,40.0,1.0,2.5
3,中国国家博物馆,博物馆/纪念馆,39.911449,116.408018,09:00,17:00,0.0,3.0,3.5
4,颐和园,文化旅游区,40.008817,116.280234,06:00,20:00,30.0,0.5,1.0
5,恭王府,历史古迹,39.943381,116.392599,08:30,17:00,40.0,1.0,2.0
6,天坛,历史古迹,39.889918,116.419289,06:00,22:00,34.0,2.5,4.0
7,圆明园,历史古迹,40.016191,116.309736,07:00,19:00,0.0,0.5,2.0
8,慕田峪长城,历史古迹,40.440146,116.575896,07:30,18:00,45.0,0.5,1.5
9,北京动物园,公园,39.947726,116.342331,07:30,19:00,15.0,1.0,2.0
10,北京野生动物园,游乐园/体育娱乐,39.502139,116.340954,08:30,17:30,145.0,1.0,2.5
11,中国科学技术馆,博物馆/纪念馆,40.012333,116.404938,09:30,17:00,0.0,2.0,2.5
12,奥林匹克公园,游乐园/体育娱乐,39.999245,116.399206,06:30,22:00,0.0,2.5,4.0
13,天安门广场,人文景观,39.910095,116.404091,00:00,22:00,0.0,0.5,1.0
14,雍和宫,文化旅游区,39.953314,116.423776,09:00,17:00,0.0,1.0,2.5
15,鸟巢(国家体育场),游乐园/体育娱乐,39.999285,116.402845,10:00,22:00,96.0,2.5,4.0
16,明十三陵,历史古迹,40.263544,116.231846,08:30,18:00,30.0,1.5,3.0
17,什刹海,人文景观,39.948373,116.391243,00:00,24:00,0.0,1.5,3.0
18,国家自然博物馆,博物馆/纪念馆,39.889596,116.406249,00:00,24:00,0.0,1.0,2.5
19,景山公园,公园,39.932136,116.402966,06:00,21:00,0.0,2.0,3.0
20,中国人民革命军事博物馆,博物馆/纪念馆,39.914968,116.33021,09:00,17:00,0.0,2.0,2.5
21,中国地质博物馆,博物馆/纪念馆,39.929388,116.378741,09:00,16:30,15.0,1.5,3.0
22,古北水镇,文化旅游区,40.661046,117.284632,09:00,22:30,140.0,2.0,2.5
23,北京欢乐谷,游乐园/体育娱乐,39.873868,116.501309,09:30,22:00,299.0,1.0,2.5
24,北京海洋馆,游乐园/体育娱乐,39.950257,116.347445,09:00,17:30,0.0,0.5,1.0
25,北京天文馆,博物馆/纪念馆,39.943008,116.34338,09:00,16:30,0.0,0.5,1.0
26,国家大剧院,人文景观,39.91123,116.396261,09:00,17:00,27.0,1.0,2.0
27,香山公园,公园,39.995693,116.194051,06:00,19:30,10.0,3.0,4.0
28,北海公园,公园,39.934167,116.395006,06:00,21:00,0.0,2.5,4.0
29,南锣鼓巷,商业街区,39.943166,116.4095,00:00,24:00,0.0,1.0,2.5
30,居庸关长城,历史古迹,40.297394,116.078214,06:30,18:00,40.0,1.0,2.0
31,朝阳公园,公园,39.950002,116.489114,06:00,22:00,0.0,2.5,4.0
32,泡泡玛特城市乐园,游乐园/体育娱乐,39.948516,116.481208,10:00,20:00,148.0,0.5,1.0
33,水立方(国家游泳中心),游乐园/体育娱乐,39.999266,116.396829,10:30,22:30,29.0,2.0,3.0
34,北京大观园,人文景观,39.877081,116.362822,07:30,18:00,40.0,3.0,4.0
35,北京汽车博物馆,博物馆/纪念馆,39.835043,116.308108,09:00,17:00,30.0,1.0,1.5
36,世界公园,游乐园/体育娱乐,39.81671,116.293772,09:00,17:00,95.0,1.0,2.5
37,前门大街,商业街区,39.899651,116.40452,00:00,24:00,0.0,2.5,4.0
38,王府井,商业街区,39.91979,116.418038,00:00,24:00,0.0,3.0,3.5
39,天安门城楼,历史古迹,39.915407,116.403865,08:30,15:30,0.0,1.0,1.5
40,老舍茶馆,人文景观,39.906052,116.399659,10:00,22:00,180.0,3.0,4.0
41,北京杜莎夫人蜡像馆,博物馆/纪念馆,39.903663,116.404671,10:00,21:00,129.0,2.0,3.5
42,孔庙和国子监博物馆,博物馆/纪念馆,39.953111,116.420343,09:00,17:00,0.0,1.0,1.5
43,八达岭野生动物世界,游乐园/体育娱乐,40.359586,116.001343,08:00,17:00,85.0,1.0,2.5
44,故宫珍宝馆,博物馆/纪念馆,39.925979,116.406346,08:30,17:00,0.0,2.0,3.0
45,太和殿,历史古迹,39.923657,116.403432,08:30,17:00,0.0,2.0,3.5
46,毛主席纪念堂,博物馆/纪念馆,39.908876,116.404145,08:00,12:00,0.0,2.5,4.0
47,午门,历史古迹,39.920105,116.403705,08:30,17:00,0.0,1.5,2.0
48,太平洋海底世界,游乐园/体育娱乐,39.924905,116.312596,08:30,17:30,90.0,0.5,1.0
49,798艺术区,美术馆/艺术馆,39.991061,116.501104,00:00,24:00,0.0,2.5,4.0
50,清华大学艺术博物馆,美术馆/艺术馆,40.007638,116.342234,09:00,17:00,0.0,0.5,1.0
51,中央广播电视塔,人文景观,39.925494,116.313595,08:30,18:00,90.0,2.0,2.5
52,德云社剧场,人文景观,39.890323,116.404395,19:15,22:00,698.0,1.5,3.0
53,慕田峪长城索道滑道,游乐园/体育娱乐,40.437922,116.570303,08:00,17:00,0.0,1.5,2.0
54,雁栖湖,公园,40.403587,116.690837,08:30,17:30,42.0,3.0,4.0
55,北京宋庆龄故居,红色景点,39.951737,116.389564,09:00,17:00,20.0,3.0,3.5
56,水立方嬉水乐园,游乐园/体育娱乐,39.998775,116.39662,10:00,18:00,136.99,1.5,3.0
57,潭柘寺,历史古迹,39.91122,116.03762,08:30,16:30,50.0,1.0,2.0
58,黄花城水长城,历史古迹,40.419287,116.307167,08:30,17:00,58.0,3.0,3.5
59,大栅栏,商业街区,39.901535,116.397634,00:00,24:00,0.0,0.5,1.0
60,钟鼓楼,历史古迹,39.948732,116.40236,09:30,17:30,10.0,1.0,2.0
61,鼓楼,历史古迹,39.946841,116.40237,09:30,17:30,0.0,0.5,2.0
62,北京奥林匹克塔,游乐园/体育娱乐,40.014691,116.40065,09:00,22:00,118.0,2.5,3.0
63,红螺寺,文化旅游区,40.389488,116.634124,00:00,24:00,54.0,0.5,1.5
64,八大处公园,公园,39.968352,116.189212,06:00,18:00,10.0,2.5,3.0
