id,name,hotelname_en,featurehoteltype,lat,lon,price,numbed
0,杭州西湖湖滨平海路亚朵酒店,"Atour Hotel Pinghai Road, West Lake, Hangzhou",家庭房,30.254433,120.169771,482,1
1,杭州滨江开元名都大酒店,Grand New Century Hotel Binjiang Hangzhou,管家服务,30.169152,120.168127,498,2
2,杭州西溪谷君亭酒店,SSAW Boutique Hotel Hangzhou Xixi Park,管家服务,30.264508,120.106204,598,1
3,杭州海外海皇冠大酒店,Haiwaihai Crown Hotel,泳池,30.294193,120.159412,598,1
4,杭州湖山雷迪森庄园,Landison hushan Resort Hangzhou,湖景房,30.358211,120.201935,466,1
5,杭州西溪湿地亚朵酒店,Atour Hotel (Hangzhou Xixi Wetland),免费停车,30.257955,120.071142,350,1
6,浙江三立开元名都大酒店,Grand New Century Hotel Canal Hangzhou,行政酒廊,30.310393,120.159222,459,2
7,杭州钱塘璞硯酒店,The PuYan Hotel,免费停车,30.310149,120.33805,528,1
8,杭州中山西子湖酒店,Zhongshan West Lake Hotel Hangzhou,湖景房,30.254004,120.169733,499,1
9,杭州钱潮开元酒店,New Century Hotel Binjiang Hangzhou,江河景房,30.205832,120.209218,514,2
10,杭州火车东站亚朵酒店,Atour Hotel Hangzhou east railway station,免费停车,30.296208,120.202809,412,2
11,杭州华盛达雷迪森广场酒店,Landison HSD Plaza Hotel Hangzhou,多功能厅,30.324772,120.17902,507,2
12,杭州九堡客运中心璞硯酒店,Hangzhou Jiubao Passenger Transport Center puyan hotel,管家服务,30.309185,120.272213,470,1
13,杭州滨江Pagoda君亭设计酒店,Pagoda  Hotel Hangzhou Binjiang,江河景房,30.203529,120.196761,541,2
14,杭州钱江新城君亭酒店(近江地铁站店),Hangzhou Qianjiang New City SSAW Hotel,管家服务,30.230411,120.195464,499,1
15,杭州拱墅亚运公园亚朵酒店,Hangzhou GongShu Asian Games Park Atour Hotel,窗外好景,30.314895,120.108867,385,1
16,杭州安朴酒店,The Amber House Hangzhou,江河景房,30.180374,120.131903,552,2
17,杭州滨江宝龙艺珺酒店,Hangzhou Binjiang Powerlong Juntels Hotel,机器人服务,30.188592,120.167121,499,2
18,杭州宝盛水博园大酒店,Hangzhou Blossom Water Museum Hotel,泳池,30.2558,120.313314,478,1
19,杭州宝鼎开元名都大酒店,Grand New Century HotelGrand New Century Hotel Linping Hangzhou,泳池,30.475083,120.200886,486,1
20,浙江省人民大会堂宾馆,Zhejiang Great Hall of the people Hotel,免费停车,30.263833,120.154517,486,2
21,杭州钱王开元名都酒店,Grand New Century Hotel Linan Hangzhou,免费停车,30.229412,119.716507,570,1
22,杭州白马湖建国饭店,White Horse Lake Jianguo Hotel,泳池,30.161489,120.203711,498,2
23,杭州逸酒店,The East Hotel,管家服务,30.281218,120.154141,499,2
24,杭州紫金港Pagoda君亭设计酒店,Hangzhou Zijingang Pagoda SSAW Design Hotel,家庭房,30.311631,120.076522,492,2
25,杭州艺尚雷迪森广场酒店,LANDISON PLAZA  E-FASHION  HOTEL  HANGZHOU,泳池,30.385572,120.291436,499,1
26,杭州紫金港莎玛酒店,Shama Serviced Apartments Zijingang Hangzhou,管家服务,30.29942,120.097448,420,2
27,杭州中都青山湖畔大酒店,Hangzhou Wonderland Hotel,泳池,30.228687,119.764833,578,2
28,杭州钱江湾开元名都酒店,Hangzhou Qianjiangwan New Century Grand Hotel,家庭房,30.168164,120.134016,488,1
29,杭州金马饭店,Jinma Palace,泳池,30.170511,120.287331,425,1
30,杭州西湖武林Pagoda君亭设计酒店,Hangzhou West Lake Wulin Pagoda Junting Design Hotel,管家服务,30.269229,120.168384,538,1
31,杭州锦豪雷迪森酒店,Landison Jinhao Hotel Hangzhou,停车场,30.007298,119.92966,447,1
32,杭州西湖中维香溢大酒店,Hangzhou West Lake Zhongwei Xiangyi Hotel,机器人服务,30.251167,120.174776,409,2
33,杭州开元名都大酒店,New Century Grand Hotel Hangzhou,泳池,30.179774,120.268289,580,2
34,浙江饭店,Zhejiang Hotel,免费停车,30.263373,120.163326,486,1
35,杭州滨江奥体亚朵S酒店,Atour S Hotel Hangzhou Binjiang Olympic Sports,免费停车,30.211329,120.216655,605,2
36,杭州友好饭店,Friendship Hotel Hangzhou,免费停车,30.253756,120.166437,528,2
37,杭州望湖宾馆,Lakeview Hotel Hangzhou,窗外好景,30.258457,120.158973,607,1
38,杭州西湖庆春路城际酒店,IntercityHotel Hangzhou West Lake Qingchun Road,免费停车,30.258103,120.190361,597,1
39,杭州星都宾馆,Hangzhou Xingdu Hotel,免费停车,30.27906,120.153823,468,1
40,杭州马可波罗假日酒店(西湖店),Merchant Marco Hotel,湖景房,30.254476,120.168205,439,1
41,桔子水晶杭州西湖湖滨银泰酒店,Crystal Orange Hotel(Hangzhou West Lake),湖畔美居,30.251102,120.171332,431,1
42,杭州钱江世纪城国际博览中心希尔顿欢朋酒店,Hampton by Hilton Hangzhou Qianjiang Century City International Expo Center,免费停车,30.233822,120.255283,406,1
43,杭州雷迪森铂丽大饭店,Grand Parkray Hangzhou,泳池,30.203022,120.268241,600,2
44,杭州西湖仁和饭店(湖滨银泰龙翔桥店),Ren He Hotel,湖景房,30.252076,120.163529,412,1
45,杭州西湖希尔顿欢朋酒店,Hampton by Hilton,免费停车,30.25701,120.183338,517,1
46,杭州西湖东智选假日酒店,Holiday Inn Express Hangzhou West Lake East,免费停车,30.245503,120.181963,450,1
