id,name,type,lat,lon,opentime,endtime,price,recommendmintime,recommendmaxtime
0,黄鹤楼,历史古迹,30.550317,114.309043,08:30,18:00,65.0,0.5,1.5
1,晴川阁,历史古迹,30.561283,114.291314,09:00,21:30,0.0,2.0,3.5
2,湖北省博物馆,博物馆/纪念馆,30.567827,114.371879,09:00,17:00,0.0,2.0,3.0
3,武汉欢乐谷,游乐园/体育娱乐,30.597669,114.400799,09:30,18:00,200.0,2.5,3.0
4,汉口江滩,公园,30.61254,114.322857,00:00,24:00,0.0,0.5,1.0
5,武汉文旅集团·夜游长江,游乐园/体育娱乐,30.59431,114.314937,18:00,22:00,68.0,0.5,1.5
6,东湖,公园,30.557869,114.420005,00:00,24:00,0.0,1.0,2.0
7,知音号,游乐园/体育娱乐,30.602236,114.317824,10:00,16:30,268.0,2.5,4.0
8,武汉大学,大学校园,30.544219,114.37213,08:00,18:00,0.0,1.5,3.0
9,武汉极地海洋公园,游乐园/体育娱乐,30.670265,114.284434,09:30,17:30,275.0,3.0,4.0
10,夜上黄鹤楼,人文景观,30.550317,114.309043,19:30,22:00,120.0,2.5,3.0
11,户部巷,商业街区,30.552948,114.304701,00:00,24:00,0.0,2.0,3.5
12,武汉动物园,游乐园/体育娱乐,30.549057,114.249694,09:00,17:00,40.0,3.0,4.0
13,汉秀剧场,游乐园/体育娱乐,30.558093,114.354315,00:00,24:00,229.0,1.0,2.5
14,武汉长江大桥,人文景观,30.55536,114.294997,00:00,24:00,0.0,2.5,4.0
15,木兰天池,自然风光,31.183693,114.291544,08:00,17:30,70.0,1.0,2.5
16,黄陂木兰文化生态旅游区,文化旅游区,30.964943,114.467793,00:00,24:00,60.0,2.5,4.0
17,武汉园博园(武汉自然博物馆),博物馆/纪念馆,30.632221,114.222347,00:00,24:00,39.9,0.5,2.0
18,古德寺,历史古迹,30.624232,114.314087,08:30,16:30,0.0,1.5,2.0
19,江汉路步行街,商业街区,30.589044,114.29496,00:00,24:00,0.0,3.0,4.0
20,木兰草原,自然风光,30.965586,114.46698,00:00,24:00,65.0,2.0,3.5
21,东湖磨山景区,公园,30.554413,114.419725,08:00,17:00,0.0,1.5,2.0
22,武汉植物园,公园,30.550553,114.429948,08:00,17:00,33.0,0.5,1.0
23,武汉杜莎夫人蜡像馆,游乐园/体育娱乐,30.561264,114.350992,10:00,21:30,120.0,2.5,4.0
24,辛亥革命武昌起义纪念馆,红色景点,30.547867,114.312911,09:00,17:00,0.0,2.0,3.0
25,武汉文旅集团·粤汉码头(夜游长江),游乐园/体育娱乐,30.595146,114.313251,18:00,22:00,0.0,2.5,3.0
26,长江荣耀游船,游乐园/体育娱乐,30.586263,114.307447,18:00,21:00,0.0,1.0,2.0
27,昙华林,人文景观,30.557494,114.315583,00:00,24:00,0.0,2.0,3.0
28,东湖落雁景区,公园,30.565409,114.442959,08:00,18:00,13.0,1.5,2.0
29,武汉文旅集团·汉阳门码头(夜游长江),游乐园/体育娱乐,30.55441,114.300515,18:00,22:00,0.0,2.5,3.0
30,武汉东湖海洋世界,游乐园/体育娱乐,30.580274,114.386173,09:00,17:00,120.0,2.0,3.0
31,船长9号游船(夜游长江),游乐园/体育娱乐,30.586313,114.30751,18:40,19:30,50.0,1.0,2.5
32,武汉旅游观光巴士,游乐园/体育娱乐,30.582505,114.304095,10:00,16:30,28.0,2.5,3.0
33,东湖游船,游乐园/体育娱乐,30.583238,114.384641,09:00,17:30,38.0,2.0,2.5
34,东湖之眼摩天轮,游乐园/体育娱乐,30.554705,114.413494,09:30,20:00,30.0,1.0,2.0
35,黎黄陂路,人文景观,30.592208,114.308147,00:00,24:00,0.0,3.0,4.0
