attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
1,Beijing,Imperial Palace Cultural Museum,"No. 19, Dongdan Street, Dongcheng District",116.542787,39.787288,08:30-17:00,8.19,"Imperial Palace Cultural Museum is a museum in Beijing, China, popular for its unique collections and exhibitions. Entry fee is 8.19 USD. Recommended visit: 2 hours. Discover Imperial Palace Cultural Museum, a renowned museum in Beijing, China, ideal for art lovers. Open 08:30-17:00, entry 8.19 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'high speed WiFi']",Museum/Art Gallery,2 hours,4.0,"['Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Luxury Travelers', 'foodie']",China
2,Beijing,Beijing Global Theme Park,"No. 88, Huanqiu Road, Chaoyang District",116.161919,39.935363,09:00-21:00,22.26,"Beijing Global Theme Park is a theme park in Beijing, China, popular for its memorable experiences. Entry fee is 22.26 USD. Recommended visit: 7 hours. Discover Beijing Global Theme Park, a notable theme park in Beijing, China, ideal for visitors. Open 09:00-21:00, entry 22.26 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Elderly Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'foodie']",China
3,Beijing,Badaling Great Wall,"No. 123, Changping District, Beijing",116.571946,40.095254,08:00-17:30,4.2,"Badaling Great Wall is a historic site in Beijing, China, popular for its memorable experiences. Entry fee is 4.2 USD. Recommended visit: 2 hours. Discover Badaling Great Wall, a notable historic site in Beijing, China, ideal for visitors. Open 08:00-17:30, entry 4.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Elderly Travelers', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Photography']",China
4,Beijing,National Cultural Museum,"No. 15, Zhongshan Road, Haidian District",116.456953,39.90913,09:00-17:00,26.6,"National Cultural Museum is a museum in Beijing, China, popular for its unique collections and exhibitions. Entry fee is 26.6 USD. Recommended visit: 2 hours. Discover National Cultural Museum, a renowned museum in Beijing, China, ideal for art lovers. Open 09:00-17:00, entry 26.6 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'parking', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Museum/Art Gallery,2 hours,4.0,"['Road trip', 'Elderly Travelers', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'couples trip']",China
5,Beijing,Gong Cultural Complex,"No. 48, Taiping Road, Xicheng District",116.280127,39.769826,08:30-17:00,29.26,"Gong Cultural Complex is a museum in Beijing, China, popular for its unique collections and exhibitions. Entry fee is 29.26 USD. Recommended visit: 2 hours. Discover Gong Cultural Complex, a renowned museum in Beijing, China, ideal for art lovers. Open 08:30-17:00, entry 29.26 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'wheelchair rental', 'benches/rest areas']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Elderly Travelers', 'Pet Owners', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers']",China
6,Beijing,Heavenly Temple Park,"No. 12, Tianzhu Road, Chaoyang District",116.330387,39.76945,08:00-18:00,15.26,"Heavenly Temple Park is a historic site in Beijing, China, popular for its memorable experiences. Entry fee is 15.26 USD. Recommended visit: 2 hours. Discover Heavenly Temple Park, a notable historic site in Beijing, China, ideal for visitors. Open 08:00-18:00, entry 15.26 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Elderly Travelers', 'couples trip', 'Solo Woman Travelers', 'foodie', 'Photography']",China
7,Beijing,Yihe Park,"No. 45, West Gate, Haidian District, Beijing",116.465234,39.750001,08:00-17:30,2.8,"Yihe Park is a nature in Beijing, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 2.8 USD. Recommended visit: 3 hours. Discover Yihe Park, a peaceful nature in Beijing, China, ideal for nature lovers. Open 08:00-17:30, entry 2.8 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'parking', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Road trip', 'Pet Owners', 'foodie', 'Photography']",China
8,Beijing,Mudanyu Great Wall,"No. 125, Mudanyu Village, Huairou District",116.110855,39.986499,08:00-17:00,4.2,"Mudanyu Great Wall is a historic site in Beijing, China, popular for its memorable experiences. Entry fee is 4.2 USD. Recommended visit: 2 hours. Discover Mudanyu Great Wall, a notable historic site in Beijing, China, ideal for visitors. Open 08:00-17:00, entry 4.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'parking']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Road trip', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Luxury Travelers', 'foodie']",China
9,Beijing,Beijing Wildlife Park,"No. 567, Zhongguancun Street, Haidian District",116.624278,40.016191,08:30-17:00,14.0,"Beijing Wildlife Park is a theme park in Beijing, China, popular for its memorable experiences. Entry fee is 14.0 USD. Recommended visit: 6 hours. Discover Beijing Wildlife Park, a notable theme park in Beijing, China, ideal for visitors. Open 08:30-17:00, entry 14.0 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Theme Park/Amusement Park,6 hours,3.75,"['Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'foodie']",China
10,Beijing,Beijing · JJ20 Final Tour Concert Venue,"No. 188, Yuyuantan Park, Chaoyang District",116.128751,40.130767,08:00-22:00,32.62,"Beijing · JJ20 Final Tour Concert Venue is a theme park in Beijing, China, popular for its memorable experiences. Entry fee is 32.62 USD. Recommended visit: 7 hours. Discover Beijing · JJ20 Final Tour Concert Venue, a notable theme park in Beijing, China, ideal for visitors. Open 08:00-22:00, entry 32.62 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'couples trip', 'Luxury Travelers', 'foodie']",China
