attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Belgrade,Serbia,Nature/Scenery/Park,Sava Green Haven,"Sava Green Haven is a nature in Belgrade, Serbia, popular for its natural scenery and relaxing atmosphere. Entry fee is 43.59 USD. Recommended visit: 3 hours. Discover Sava Green Haven, a peaceful nature in Belgrade, Serbia, ideal for nature lovers. Open 09:00-17:30, entry 43.59 USD.",43.59,09:00-17:30,3 hours,3.7,"436 Suthep Road, Belgrade",44.74517225951953,20.47398427320852,"['nightlife enthusiast', 'foodie', 'couples trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'Food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences']"
2,Belgrade,Serbia,Nature/Scenery/Park,Sava Riverside Discovery Trail,"Sava Riverside Discovery Trail is a nature in Belgrade, Serbia, popular for its natural scenery and relaxing atmosphere. Entry fee is 8.12 USD. Recommended visit: 3 hours. Discover Sava Riverside Discovery Trail, a peaceful nature in Belgrade, Serbia, ideal for nature lovers. Open 08:30-17:00, entry 8.12 USD.",8.12,08:30-17:00,3 hours,3.7,"687 Sukhumvit Road, Belgrade",44.88177645732897,20.29030399239654,['luxury travelers'],"['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events']"
3,Belgrade,Serbia,Nature/Scenery/Park,Sava Haven Sanctuary,"Sava Haven Sanctuary is a nature in Belgrade, Serbia, popular for its natural scenery and relaxing atmosphere. Entry fee is 3.36 USD. Recommended visit: 3 hours. Discover Sava Haven Sanctuary, a peaceful nature in Belgrade, Serbia, ideal for nature lovers. Open 08:00-22:00, entry 3.36 USD.",3.36,08:00-22:00,3 hours,3.7,"316 Seongsan Road, Belgrade",44.8631965212789,20.50557638967792,"['fast-paced budget travel', 'luxury travelers', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'High speed WiFi']"
4,Belgrade,Serbia,Nature/Scenery/Park,Sava River Walkway,"Sava River Walkway is a nature in Belgrade, Serbia, popular for its natural scenery and relaxing atmosphere. Entry fee is 29.53 USD. Recommended visit: 3 hours. Discover Sava River Walkway, a peaceful nature in Belgrade, Serbia, ideal for nature lovers. Open 09:00-18:00, entry 29.53 USD.",29.53,09:00-18:00,3 hours,3.7,"No. 456 Jing'an Road, Belgrade",44.908831922590174,20.28899230880636,"['nightlife enthusiast', 'with children', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'family restrooms', 'Nursing facilities', 'private tours', 'skip the line passes', 'VIP exclusive events']"
5,Belgrade,Serbia,Nature/Scenery/Park,Twilight River Journey,"Twilight River Journey is a nature in Belgrade, Serbia, popular for its natural scenery and relaxing atmosphere. Entry fee is 94.11 USD. Recommended visit: 3 hours. Discover Twilight River Journey, a peaceful nature in Belgrade, Serbia, ideal for nature lovers. Open 09:00-18:00, entry 94.11 USD.",94.11,09:00-18:00,3 hours,3.7,"453 Marine Road, Patong Beach, Belgrade",44.77246886414997,20.534867575038568,"['with pets', 'photography', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']"
6,Belgrade,Serbia,Nature/Scenery/Park,Velika Stena Nature Reserve,"Velika Stena Nature Reserve is a nature in Belgrade, Serbia, popular for its natural scenery and relaxing atmosphere. Entry fee is 13.3 USD. Recommended visit: 3 hours. Discover Velika Stena Nature Reserve, a peaceful nature in Belgrade, Serbia, ideal for nature lovers. Open 09:00-21:00, entry 13.3 USD.",13.3,09:00-21:00,3 hours,3.7,"283 Sukhumvit Road, Khlong Toei District, Belgrade",44.778207297966105,20.46493110786409,"['foodie', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Food markets', 'tasting tours', 'private tours', 'skip the line passes', 'VIP exclusive events']"
7,Belgrade,Serbia,Nature/Scenery/Park,Verdant Ridge Eatscape,"Verdant Ridge Eatscape is a nature in Belgrade, Serbia, popular for its natural scenery and relaxing atmosphere. Entry fee is 37.95 USD. Recommended visit: 3 hours. Discover Verdant Ridge Eatscape, a peaceful nature in Belgrade, Serbia, ideal for nature lovers. Open 08:30-18:00, entry 37.95 USD.",37.95,08:30-18:00,3 hours,3.7,"710 Seongsan-ro, Belgrade",44.81980450593088,20.410990812259104,"['with pets', 'luxury travelers', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'wheelchair rental', 'benches/rest areas']"
8,Belgrade,Serbia,Nature/Scenery/Park,Sava Riverside Adventure Pass,"Sava Riverside Adventure Pass is a nature in Belgrade, Serbia, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.05 USD. Recommended visit: 3 hours. Discover Sava Riverside Adventure Pass, a peaceful nature in Belgrade, Serbia, ideal for nature lovers. Open 08:30-17:00, entry 11.05 USD.",11.05,08:30-17:00,3 hours,3.7,"734 Makkasan Road, Pathum Wan, Belgrade",44.742636614522695,20.418376000924336,"['with children', 'photography', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']"
9,Belgrade,Serbia,Nature/Scenery/Park,Horizon Haven,"Horizon Haven is a nature in Belgrade, Serbia, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.87 USD. Recommended visit: 3 hours. Discover Horizon Haven, a peaceful nature in Belgrade, Serbia, ideal for nature lovers. Open 08:30-17:00, entry 4.87 USD.",4.87,08:30-17:00,3 hours,3.7,"156 East Riverside Avenue, Belgrade",44.8048456906253,20.53679365368849,"['with pets', 'couples trip', 'disabled traveler']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']"
10,Belgrade,Serbia,Nature/Scenery/Park,Verdant Vortex Playland,"Verdant Vortex Playland is a nature in Belgrade, Serbia, popular for its natural scenery and relaxing atmosphere. Entry fee is 1.4 USD. Recommended visit: 3 hours. Discover Verdant Vortex Playland, a peaceful nature in Belgrade, Serbia, ideal for nature lovers. Open 08:30-17:30, entry 1.4 USD.",1.4,08:30-17:30,3 hours,3.7,"No. 188, Xinglong Road, Belgrade",44.876573329069984,20.279801698320995,"['solo women', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'private tours', 'skip the line passes', 'VIP exclusive events']"
