attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
1,Xiamen,Guling Island Cultural Park,"No. 456, Siming Road, Xiamen City",118.027619,24.623159,08:30-17:30,10.92,"Guling Island Cultural Park is a historic site in Xiamen, China, popular for its memorable experiences. Entry fee is 10.92 USD. Recommended visit: 2 hours. Discover Guling Island Cultural Park, a notable historic site in Xiamen, China, ideal for visitors. Open 08:30-17:30, entry 10.92 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Elderly Travelers', 'couples trip', 'foodie', 'Photography']",China
2,Xiamen,Xiamen Botanical Garden,"No. 456, Garden Road, Xiamen Island",118.109553,24.401572,08:30-17:30,8.4,"Xiamen Botanical Garden is a nature in Xiamen, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 8.4 USD. Recommended visit: 3 hours. Discover Xiamen Botanical Garden, a peaceful nature in Xiamen, China, ideal for nature lovers. Open 08:30-17:30, entry 8.4 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'foodie']",China
3,Xiamen,Zhonggu Cableway,"No. 456, Zhongshan Road, Xiamen",118.066718,24.526123,08:30-17:30,1.4,"Zhonggu Cableway is a nature in Xiamen, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 1.4 USD. Recommended visit: 3 hours. Discover Zhonggu Cableway, a peaceful nature in Xiamen, China, ideal for nature lovers. Open 08:30-17:30, entry 1.4 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'parking', 'high speed WiFi']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Road trip', 'couples trip', 'Solo Woman Travelers', 'foodie']",China
4,Xiamen,Hulu Mountain Fortress,"No. 456, Zhongshan Road, Xiamen",118.155284,24.592445,08:30-17:30,13.3,"Hulu Mountain Fortress is a historic site in Xiamen, China, popular for its memorable experiences. Entry fee is 13.3 USD. Recommended visit: 2 hours. Discover Hulu Mountain Fortress, a notable historic site in Xiamen, China, ideal for visitors. Open 08:30-17:30, entry 13.3 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'parking', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Road trip', 'Elderly Travelers', 'Fast-Paced Budget Travel', 'Luxury Travelers', 'foodie']",China
5,Xiamen,Xiamen Science and Innovation Center,"No. 456 Innovation Road, Xiamen District",118.075167,24.579499,09:00-18:00,8.96,"Xiamen Science and Innovation Center is a museum in Xiamen, China, popular for its unique collections and exhibitions. Entry fee is 8.96 USD. Recommended visit: 2 hours. Discover Xiamen Science and Innovation Center, a renowned museum in Xiamen, China, ideal for art lovers. Open 09:00-18:00, entry 8.96 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']",Museum/Art Gallery,2 hours,4.0,"['Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip']",China
6,Xiamen,Xiamen University Campus,"No. 200, Xiamen University Road, Xiamen",117.928602,24.386339,08:00-18:00,1.4,"Xiamen University Campus is a historic site in Xiamen, China, popular for its memorable experiences. Entry fee is 1.4 USD. Recommended visit: 2 hours. Discover Xiamen University Campus, a notable historic site in Xiamen, China, ideal for visitors. Open 08:00-18:00, entry 1.4 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']",Historic Site/Landmark,2 hours,3.5,"['Road trip', 'Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'foodie']",China
7,Xiamen,Luhua Night Cruise,"156 Zhongshan Road, Xiamen",118.237077,24.559735,08:00-22:00,27.58,"Luhua Night Cruise is a nature in Xiamen, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 27.58 USD. Recommended visit: 3 hours. Discover Luhua Night Cruise, a peaceful nature in Xiamen, China, ideal for nature lovers. Open 08:00-22:00, entry 27.58 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Elderly Travelers', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'foodie']",China
8,Xiamen,Xiamen Coastal Cruise,"No. 456, Zhongshan Road, Xiamen",118.093427,24.452038,08:30-17:30,7.84,"Xiamen Coastal Cruise is a nature in Xiamen, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.84 USD. Recommended visit: 3 hours. Discover Xiamen Coastal Cruise, a peaceful nature in Xiamen, China, ideal for nature lovers. Open 08:30-17:30, entry 7.84 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Pet Owners', 'Fast-Paced Budget Travel', 'foodie', 'Photography']",China
9,Xiamen,Sunlight Rock Park,"No. 456, Zhongshan Road, Xiamen",118.12196,24.501118,08:30-17:30,6.3,"Sunlight Rock Park is a nature in Xiamen, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 6.3 USD. Recommended visit: 3 hours. Discover Sunlight Rock Park, a peaceful nature in Xiamen, China, ideal for nature lovers. Open 08:30-17:30, entry 6.3 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Pet Owners', 'Disabled Travelers', 'couples trip', 'Luxury Travelers']",China
10,Xiamen,Southern Buddhist Temple Complex,"No. 48, Siming South Road, Xiamen",118.286386,24.352157,08:00-17:30,16.66,"Southern Buddhist Temple Complex is a historic site in Xiamen, China, popular for its memorable experiences. Entry fee is 16.66 USD. Recommended visit: 2 hours. Discover Southern Buddhist Temple Complex, a notable historic site in Xiamen, China, ideal for visitors. Open 08:00-17:30, entry 16.66 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Road trip', 'Disabled Travelers', 'Solo Woman Travelers', 'Luxury Travelers']",China
