attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Halifax,Canada,Nature/Scenery/Park,Seaside Haven Reserve,"Seaside Haven Reserve is a nature in Halifax, Canada, popular for its natural scenery and relaxing atmosphere. Entry fee is 10.5 USD. Recommended visit: 3 hours. Discover Seaside Haven Reserve, a peaceful nature in Halifax, Canada, ideal for nature lovers. Open 09:00-17:30, entry 10.5 USD.",10.5,09:00-17:30,3 hours,3.7,"No. 456, Siming North Road, Halifax",44.64195961874222,-63.60504091668468,"['with pets', 'luxury travelers', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'parking']"
2,Halifax,Canada,Nature/Scenery/Park,Greenwood Trail Discovery Walk,"Greenwood Trail Discovery Walk is a nature in Halifax, Canada, popular for its natural scenery and relaxing atmosphere. Entry fee is 19.18 USD. Recommended visit: 3 hours. Discover Greenwood Trail Discovery Walk, a peaceful nature in Halifax, Canada, ideal for nature lovers. Open 09:00-18:00, entry 19.18 USD.",19.18,09:00-18:00,3 hours,3.7,"223 Green Valley Road, Halifax",44.66225169867597,-63.62074143037975,"['with children', 'fast-paced budget travel', 'solo women']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'city passes', 'luggage storage', 'self-guided tours', 'group tours', 'security']"
3,Halifax,Canada,Nature/Scenery/Park,Cedar Hollow Sanctuary,"Cedar Hollow Sanctuary is a nature in Halifax, Canada, popular for its natural scenery and relaxing atmosphere. Entry fee is 5.15 USD. Recommended visit: 3 hours. Discover Cedar Hollow Sanctuary, a peaceful nature in Halifax, Canada, ideal for nature lovers. Open 09:00-18:00, entry 5.15 USD.",5.15,09:00-18:00,3 hours,3.7,"463 Seaside Promenade, Halifax",44.70008722344832,-63.6713633615752,"['fast-paced budget travel', 'with pets', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'High speed WiFi']"
4,Halifax,Canada,Nature/Scenery/Park,Seaside Serenity Trail,"Seaside Serenity Trail is a nature in Halifax, Canada, popular for its natural scenery and relaxing atmosphere. Entry fee is 13.95 USD. Recommended visit: 3 hours. Discover Seaside Serenity Trail, a peaceful nature in Halifax, Canada, ideal for nature lovers. Open 08:30-17:00, entry 13.95 USD.",13.95,08:30-17:00,3 hours,3.7,"318/1 Sathorn Road, Halifax",44.65372832444502,-63.62786941352103,"['elderly travelers', 'foodie', 'disabled traveler']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'wheelchair rental', 'benches/rest areas', 'Food markets', 'tasting tours', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']"
5,Halifax,Canada,Nature/Scenery/Park,Moonlit Bay Voyage,"Moonlit Bay Voyage is a nature in Halifax, Canada, popular for its natural scenery and relaxing atmosphere. Entry fee is 14.4 USD. Recommended visit: 3 hours. Discover Moonlit Bay Voyage, a peaceful nature in Halifax, Canada, ideal for nature lovers. Open 09:00-17:30, entry 14.4 USD.",14.4,09:00-17:30,3 hours,3.7,"750 Jurong East Avenue 6, Halifax",44.65482271516876,-63.57866787944401,"['with pets', 'luxury travelers', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'High speed WiFi']"
6,Halifax,Canada,Nature/Scenery/Park,Cedar Hollow Vista,"Cedar Hollow Vista is a nature in Halifax, Canada, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.36 USD. Recommended visit: 3 hours. Discover Cedar Hollow Vista, a peaceful nature in Halifax, Canada, ideal for nature lovers. Open 09:00-21:00, entry 4.36 USD.",4.36,09:00-21:00,3 hours,3.7,"104 Shimbashi Skyline, Minato City, Halifax",44.66454789854168,-63.71707711064724,"['solo women', 'with pets', 'couples trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'scenic spots', 'sunset cruises', 'special couples experiences']"
7,Halifax,Canada,Nature/Scenery/Park,Evergreen Vista Culinary Trail,"Evergreen Vista Culinary Trail is a nature in Halifax, Canada, popular for its natural scenery and relaxing atmosphere. Entry fee is 12.93 USD. Recommended visit: 3 hours. Discover Evergreen Vista Culinary Trail, a peaceful nature in Halifax, Canada, ideal for nature lovers. Open 09:30-17:00, entry 12.93 USD.",12.93,09:30-17:00,3 hours,3.7,"359 Sukhumvit Road, Halifax",44.67417559899457,-63.60036184544706,"['nightlife enthusiast', 'fast-paced budget travel', 'with pets']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'city passes', 'luggage storage', 'self-guided tours', 'Pet-friendly', 'pet water stations', 'Pet rest area']"
8,Halifax,Canada,Nature/Scenery/Park,Seaside Heights Adventure Pass,"Seaside Heights Adventure Pass is a nature in Halifax, Canada, popular for its natural scenery and relaxing atmosphere. Entry fee is 1.4 USD. Recommended visit: 3 hours. Discover Seaside Heights Adventure Pass, a peaceful nature in Halifax, Canada, ideal for nature lovers. Open 08:30-17:00, entry 1.4 USD.",1.4,08:30-17:00,3 hours,3.7,"No. 456, Riverside Park, Halifax",44.60233935391776,-63.62373078202974,"['photography', 'couples trip', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'photo spots', 'guided photo tours', 'charging stations', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking']"
9,Halifax,Canada,Nature/Scenery/Park,Waveside Sanctuary,"Waveside Sanctuary is a nature in Halifax, Canada, popular for its natural scenery and relaxing atmosphere. Entry fee is 8.12 USD. Recommended visit: 3 hours. Discover Waveside Sanctuary, a peaceful nature in Halifax, Canada, ideal for nature lovers. Open 09:00-17:30, entry 8.12 USD.",8.12,09:00-17:30,3 hours,3.7,"837 Gwanghwamun-daero, Jongno-gu, Halifax",44.61519276018293,-63.61451426751549,"['nightlife enthusiast', 'with pets', 'couples trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'scenic spots', 'sunset cruises', 'special couples experiences']"
10,Halifax,Canada,Nature/Scenery/Park,Tidehaven Discovery Hub,"Tidehaven Discovery Hub is a nature in Halifax, Canada, popular for its natural scenery and relaxing atmosphere. Entry fee is 6.17 USD. Recommended visit: 3 hours. Discover Tidehaven Discovery Hub, a peaceful nature in Halifax, Canada, ideal for nature lovers. Open 10:00-22:00, entry 6.17 USD.",6.17,10:00-22:00,3 hours,3.7,"630 Shibuya Crossing Street, Shibuya Ward, Halifax",44.66559925241605,-63.647198350070525,"['fast-paced budget travel', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events']"
