attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
1,Jeju,Jeju 9.81 Nature Trail,"482 Seogwipo Street, Jeju City",126.252071,33.463216,08:30-17:30,4.87,"Jeju 9.81 Nature Trail is a nature in Jeju, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.87 USD. Recommended visit: 3 hours. Discover Jeju 9.81 Nature Trail, a peaceful nature in Jeju, South Korea, ideal for nature lovers. Open 08:30-17:30, entry 4.87 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'parking', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Photography']",South Korea
2,Jeju,Lumière Bunker Experience,"165 Seogwipo Street, Jeju City",126.305229,33.576359,10:00-20:00,6.56,"Lumière Bunker Experience is a museum in Jeju, South Korea, popular for its unique collections and exhibitions. Entry fee is 6.56 USD. Recommended visit: 2 hours. Discover Lumière Bunker Experience, a renowned museum in Jeju, South Korea, ideal for art lovers. Open 10:00-20:00, entry 6.56 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'food markets', 'tasting tours', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Museum/Art Gallery,2 hours,4.0,"['Disabled Travelers', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Luxury Travelers', 'foodie', 'Photography']",South Korea
3,Jeju,LunaLagoon Interactive Experience Center,"997 Seongsan Road, Jeju City",126.375017,33.264813,10:00-21:00,1654.66,"LunaLagoon Interactive Experience Center is a theme park in Jeju, South Korea, popular for its memorable experiences. Entry fee is 1654.66 USD. Recommended visit: 8 hours. Discover LunaLagoon Interactive Experience Center, a notable theme park in Jeju, South Korea, ideal for visitors. Open 10:00-21:00, entry 1654.66 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,8 hours,3.75,"['Elderly Travelers', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Luxury Travelers', 'foodie', 'Photography']",South Korea
4,Jeju,Jeju Coastal Scenic Highlights Tour,"649 Seongsan Road, Jeju City",126.606303,33.55649,09:00-17:00,51.96,"Jeju Coastal Scenic Highlights Tour is a nature in Jeju, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 51.96 USD. Recommended visit: 3 hours. Discover Jeju Coastal Scenic Highlights Tour, a peaceful nature in Jeju, South Korea, ideal for nature lovers. Open 09:00-17:00, entry 51.96 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Road trip', 'Elderly Travelers', 'Disabled Travelers', 'Solo Woman Travelers', 'Luxury Travelers']",South Korea
5,Jeju,Hallim Nature Reserve,"627 Seogwipo Street, Jeju City",126.68391,33.540181,08:30-17:30,10.76,"Hallim Nature Reserve is a nature in Jeju, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 10.76 USD. Recommended visit: 3 hours. Discover Hallim Nature Reserve, a peaceful nature in Jeju, South Korea, ideal for nature lovers. Open 08:30-17:30, entry 10.76 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers']",South Korea
6,Jeju,Figurine Gallery Jeju,"932 Seogwipo Street, Jeju City",126.245767,33.25405,09:00-17:30,7.11,"Figurine Gallery Jeju is a museum in Jeju, South Korea, popular for its unique collections and exhibitions. Entry fee is 7.11 USD. Recommended visit: 2 hours. Discover Figurine Gallery Jeju, a renowned museum in Jeju, South Korea, ideal for art lovers. Open 09:00-17:30, entry 7.11 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Museum/Art Gallery,2 hours,4.0,"['Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'Photography']",South Korea
7,Jeju,Jeju Cultural Heritage Hub: Traditional Attire Rental,"562 Seogwipo Street, Jeju City",126.232673,33.447843,09:00-18:00,8.63,"Jeju Cultural Heritage Hub: Traditional Attire Rental is a museum in Jeju, South Korea, popular for its unique collections and exhibitions. Entry fee is 8.63 USD. Recommended visit: 2 hours. Discover Jeju Cultural Heritage Hub: Traditional Attire Rental, a renowned museum in Jeju, South Korea, ideal for art lovers. Open 09:00-18:00, entry 8.63 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'family restrooms', 'nursing facilities', 'parking', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Road trip', 'Fast-Paced Budget Travel', 'Luxury Travelers', 'Photography']",South Korea
8,Jeju,Jeju Adventure Quest Kangkang Park,"834 Seogwipo Street, Jeju City",126.546721,33.538481,09:00-18:00,343.49,"Jeju Adventure Quest Kangkang Park is a theme park in Jeju, South Korea, popular for its memorable experiences. Entry fee is 343.49 USD. Recommended visit: 8 hours. Discover Jeju Adventure Quest Kangkang Park, a notable theme park in Jeju, South Korea, ideal for visitors. Open 09:00-18:00, entry 343.49 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,8 hours,3.75,"['Family with children', 'Elderly Travelers', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'foodie']",South Korea
9,Jeju,Jeju Coastal Adventure Tour - Southern Region,"135 Seongsan-ro, Jeju-si",126.229229,33.241018,09:00-17:30,15.05,"Jeju Coastal Adventure Tour - Southern Region is a nature in Jeju, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 15.05 USD. Recommended visit: 3 hours. Discover Jeju Coastal Adventure Tour - Southern Region, a peaceful nature in Jeju, South Korea, ideal for nature lovers. Open 09:00-17:30, entry 15.05 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Pet Owners', 'Disabled Travelers', 'couples trip', 'Luxury Travelers']",South Korea
10,Jeju,Jeju Premium Guided UNESCO East Tour,"949 Seogwipo Street, Jeju City",126.670078,33.347409,09:00-17:00,10.09,"Jeju Premium Guided UNESCO East Tour is a historic site in Jeju, South Korea, popular for its memorable experiences. Entry fee is 10.09 USD. Recommended visit: 2 hours. Discover Jeju Premium Guided UNESCO East Tour, a notable historic site in Jeju, South Korea, ideal for visitors. Open 09:00-17:00, entry 10.09 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Pet Owners', 'Disabled Travelers', 'couples trip', 'Luxury Travelers', 'Photography']",South Korea
