attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Willemstad,Curaçao,Nature/Scenery/Park,Azure Haven Nature Reserve,"Azure Haven Nature Reserve is a nature in Willemstad, Curaçao, popular for its natural scenery and relaxing atmosphere. Entry fee is 2.0 USD. Recommended visit: 3 hours. Discover Azure Haven Nature Reserve, a peaceful nature in Willemstad, Curaçao, ideal for nature lovers. Open 09:00-17:30, entry 2.0 USD.",2.0,09:00-17:30,3 hours,3.7,"No. 456 Xinle Road, Willemstad",12.11553736320251,-68.93257628932152,"['with children', 'photography', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']"
2,Willemstad,Curaçao,Nature/Scenery/Park,Verdant Vistas EcoTrail,"Verdant Vistas EcoTrail is a nature in Willemstad, Curaçao, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.57 USD. Recommended visit: 3 hours. Discover Verdant Vistas EcoTrail, a peaceful nature in Willemstad, Curaçao, ideal for nature lovers. Open 09:30-17:00, entry 7.57 USD.",7.57,09:30-17:00,3 hours,3.7,"707 Phra Sumen Road, Sathorn District, Willemstad",12.103734496494155,-68.93330047277148,"['solo women', 'with pets', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'wheelchair rental', 'benches/rest areas']"
3,Willemstad,Curaçao,Nature/Scenery/Park,Verdant Haven Sanctuary,"Verdant Haven Sanctuary is a nature in Willemstad, Curaçao, popular for its natural scenery and relaxing atmosphere. Entry fee is 29.53 USD. Recommended visit: 3 hours. Discover Verdant Haven Sanctuary, a peaceful nature in Willemstad, Curaçao, ideal for nature lovers. Open 08:30-17:30, entry 29.53 USD.",29.53,08:30-17:30,3 hours,3.7,"419 Beachside Promenade, Willemstad",12.108039648314264,-68.93587985441556,"['solo women', 'with pets', 'foodie']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'Food markets', 'tasting tours']"
4,Willemstad,Curaçao,Nature/Scenery/Park,Sunset Bay Walkway,"Sunset Bay Walkway is a nature in Willemstad, Curaçao, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.35 USD. Recommended visit: 3 hours. Discover Sunset Bay Walkway, a peaceful nature in Willemstad, Curaçao, ideal for nature lovers. Open 08:30-19:00, entry 7.35 USD.",7.35,08:30-19:00,3 hours,3.7,"No. 45 Zhongshan Road, Willemstad",12.106612562175515,-68.93645251430885,"['with children', 'solo women', 'foodie']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'group tours', 'security', 'Food markets', 'tasting tours']"
5,Willemstad,Curaçao,Nature/Scenery/Park,Moonlit Bay Excursion,"Moonlit Bay Excursion is a nature in Willemstad, Curaçao, popular for its natural scenery and relaxing atmosphere. Entry fee is 19.18 USD. Recommended visit: 3 hours. Discover Moonlit Bay Excursion, a peaceful nature in Willemstad, Curaçao, ideal for nature lovers. Open 08:00-18:00, entry 19.18 USD.",19.18,08:00-18:00,3 hours,3.7,"No. 456, Xiamen Science Park, Willemstad",12.113304958106392,-68.9327900556608,"['with children', 'photography', 'foodie']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'photo spots', 'guided photo tours', 'charging stations', 'Food markets', 'tasting tours']"
6,Willemstad,Curaçao,Nature/Scenery/Park,Verdant Heights Preserve,"Verdant Heights Preserve is a nature in Willemstad, Curaçao, popular for its natural scenery and relaxing atmosphere. Entry fee is 20.74 USD. Recommended visit: 3 hours. Discover Verdant Heights Preserve, a peaceful nature in Willemstad, Curaçao, ideal for nature lovers. Open 08:30-17:00, entry 20.74 USD.",20.74,08:30-17:00,3 hours,3.7,"No. 567 Riverside Lane, Willemstad",12.105829984624194,-68.93908270240064,"['business travelers', 'luxury travelers', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'High speed WiFi', 'private tours', 'skip the line passes', 'VIP exclusive events', 'parking']"
7,Willemstad,Curaçao,Nature/Scenery/Park,Treetop Vista Culinary Haven,"Treetop Vista Culinary Haven is a nature in Willemstad, Curaçao, popular for its natural scenery and relaxing atmosphere. Entry fee is 31.52 USD. Recommended visit: 3 hours. Discover Treetop Vista Culinary Haven, a peaceful nature in Willemstad, Curaçao, ideal for nature lovers. Open 09:00-17:30, entry 31.52 USD.",31.52,09:00-17:30,3 hours,3.7,"108A Nathan Road, Willemstad",12.114823334255018,-68.93660573576311,['nightlife enthusiast'],"['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows']"
8,Willemstad,Curaçao,Nature/Scenery/Park,Caribbean Skyline Escapade,"Caribbean Skyline Escapade is a nature in Willemstad, Curaçao, popular for its natural scenery and relaxing atmosphere. Entry fee is 13.3 USD. Recommended visit: 3 hours. Discover Caribbean Skyline Escapade, a peaceful nature in Willemstad, Curaçao, ideal for nature lovers. Open 09:00-21:00, entry 13.3 USD.",13.3,09:00-21:00,3 hours,3.7,"No. 456 Riverside Lane, Willemstad",12.103697655222922,-68.93649845424004,"['with children', 'photography', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'photo spots', 'guided photo tours', 'charging stations', 'High speed WiFi']"
9,Willemstad,Curaçao,Nature/Scenery/Park,Horizon Haven,"Horizon Haven is a nature in Willemstad, Curaçao, popular for its natural scenery and relaxing atmosphere. Entry fee is 55.55 USD. Recommended visit: 3 hours. Discover Horizon Haven, a peaceful nature in Willemstad, Curaçao, ideal for nature lovers. Open 08:30-17:30, entry 55.55 USD.",55.55,08:30-17:30,3 hours,3.7,"462 Nishi-Namba Street, Chuo Ward, Willemstad",12.10866119291032,-68.94182811379703,"['solo women', 'photography', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'photo spots', 'guided photo tours', 'charging stations', 'private tours', 'skip the line passes', 'VIP exclusive events']"
10,Willemstad,Curaçao,Nature/Scenery/Park,Tropical Treetop Haven,"Tropical Treetop Haven is a nature in Willemstad, Curaçao, popular for its natural scenery and relaxing atmosphere. Entry fee is 5.15 USD. Recommended visit: 3 hours. Discover Tropical Treetop Haven, a peaceful nature in Willemstad, Curaçao, ideal for nature lovers. Open 09:00-17:30, entry 5.15 USD.",5.15,09:00-17:30,3 hours,3.7,"No. 128, Meisha Road, Willemstad",12.104534262509697,-68.93015921313602,"['business travelers', 'couples trip', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'High speed WiFi', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking']"
