attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
1,Singapore,Universal Studios Singapore Adventure Park,"704 Tanjong Pagar Road, Singapore",103.990413,1.361387,10:00-22:00,21.96,"Universal Studios Singapore Adventure Park is a theme park in Singapore, Singapore, popular for its memorable experiences. Entry fee is 21.96 USD. Recommended visit: 6 hours. Discover Universal Studios Singapore Adventure Park, a notable theme park in Singapore, Singapore, ideal for visitors. Open 10:00-22:00, entry 21.96 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Theme Park/Amusement Park,6 hours,3.75,"['Pet Owners', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Photography']",Singapore
2,Singapore,COMBO: Botanic Bay - Double Conservatories + Floral Fantasy Pass,"643 Bayfront Avenue, Singapore",103.69368,1.308228,09:00-21:00,294.64,"COMBO: Botanic Bay - Double Conservatories + Floral Fantasy Pass is a nature in Singapore, Singapore, popular for its natural scenery and relaxing atmosphere. Entry fee is 294.64 USD. Recommended visit: 3 hours. Discover COMBO: Botanic Bay - Double Conservatories + Floral Fantasy Pass, a peaceful nature in Singapore, Singapore, ideal for nature lovers. Open 09:00-21:00, entry 294.64 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Nature/Scenery/Park,3 hours,3.7,"['Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers']",Singapore
3,Singapore,Botanical Bay Gardens,"289 Bayfront Avenue, Singapore",103.732216,1.319794,09:00-21:00,325.66,"Botanical Bay Gardens is a nature in Singapore, Singapore, popular for its natural scenery and relaxing atmosphere. Entry fee is 325.66 USD. Recommended visit: 3 hours. Discover Botanical Bay Gardens, a peaceful nature in Singapore, Singapore, ideal for nature lovers. Open 09:00-21:00, entry 325.66 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Photography']",Singapore
4,Singapore,"Skyline Luge Adventure | Sentosa, Singapore","154 Beach Road, Sentosa Island",103.610718,1.433892,10:00-18:00,39.55,"Skyline Luge Adventure | Sentosa, Singapore is a theme park in Singapore, Singapore, popular for its memorable experiences. Entry fee is 39.55 USD. Recommended visit: 7 hours. Discover Skyline Luge Adventure | Sentosa, Singapore, a notable theme park in Singapore, Singapore, ideal for visitors. Open 10:00-18:00, entry 39.55 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Elderly Travelers', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers']",Singapore
5,Singapore,Sky Wheel Singapore,"977 Marina Bay Sands, Singapore",103.741646,1.36255,09:00-23:00,128.59,"Sky Wheel Singapore is a historic site in Singapore, Singapore, popular for its memorable experiences. Entry fee is 128.59 USD. Recommended visit: 2 hours. Discover Sky Wheel Singapore, a notable historic site in Singapore, Singapore, ideal for visitors. Open 09:00-23:00, entry 128.59 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Elderly Travelers', 'Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'foodie']",Singapore
6,Singapore,Rainforest Wild ASIA Park,"878 Mandai Lane, Singapore",103.750694,1.247903,08:30-17:30,45.75,"Rainforest Wild ASIA Park is a theme park in Singapore, Singapore, popular for its memorable experiences. Entry fee is 45.75 USD. Recommended visit: 7 hours. Discover Rainforest Wild ASIA Park, a notable theme park in Singapore, Singapore, ideal for visitors. Open 08:30-17:30, entry 45.75 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences']",Theme Park/Amusement Park,7 hours,3.75,"['Pet Owners', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers', 'foodie']",Singapore
7,Singapore,Singapore Skyline Viewpoint,"145 Beach Road, Singapore",103.938379,1.273592,08:00-20:00,39.2,"Singapore Skyline Viewpoint is a nature in Singapore, Singapore, popular for its natural scenery and relaxing atmosphere. Entry fee is 39.2 USD. Recommended visit: 3 hours. Discover Singapore Skyline Viewpoint, a peaceful nature in Singapore, Singapore, ideal for nature lovers. Open 08:00-20:00, entry 39.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Pet Owners', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Luxury Travelers']",Singapore
8,Singapore,Wings of Time: Sentosa's Award-Winning Multi-Sensory Night Show | Singapore,"276 Beach Road, Sentosa Island",103.702712,1.413299,19:00-23:00,474.46,"Wings of Time: Sentosa's Award-Winning Multi-Sensory Night Show | Singapore is a historic site in Singapore, Singapore, popular for its memorable experiences. Entry fee is 474.46 USD. Recommended visit: 2 hours. Discover Wings of Time: Sentosa's Award-Winning Multi-Sensory Night Show | Singapore, a notable historic site in Singapore, Singapore, ideal for visitors. Open 19:00-23:00, entry 474.46 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Historic Site/Landmark,2 hours,3.5,"['Road trip', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Luxury Travelers', 'Photography']",Singapore
9,Singapore,Singapore Night Wildlife Experience,"332 Jurong East Street 62, Singapore",103.689771,1.318517,08:00-22:00,325.66,"Singapore Night Wildlife Experience is a nature in Singapore, Singapore, popular for its natural scenery and relaxing atmosphere. Entry fee is 325.66 USD. Recommended visit: 3 hours. Discover Singapore Night Wildlife Experience, a peaceful nature in Singapore, Singapore, ideal for nature lovers. Open 08:00-22:00, entry 325.66 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Solo Woman Travelers']",Singapore
10,Singapore,Sweet Frost Experience Singapore,"746 Chinatown Complex, Singapore",103.796847,1.46286,10:00-22:00,6.22,"Sweet Frost Experience Singapore is a museum in Singapore, Singapore, popular for its unique collections and exhibitions. Entry fee is 6.22 USD. Recommended visit: 2 hours. Discover Sweet Frost Experience Singapore, a renowned museum in Singapore, Singapore, ideal for art lovers. Open 10:00-22:00, entry 6.22 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Museum/Art Gallery,2 hours,4.0,"['Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Luxury Travelers', 'foodie']",Singapore
