attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Caselle Torinese,Italy,Nature/Scenery/Park,Alpine Haven Reserve,"Alpine Haven Reserve is a nature in Caselle Torinese, Italy, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.57 USD. Recommended visit: 3 hours. Discover Alpine Haven Reserve, a peaceful nature in Caselle Torinese, Italy, ideal for nature lovers. Open 08:30-17:00, entry 7.57 USD.",7.57,08:30-17:00,3 hours,3.7,"905-8654 Sapporo City, Caselle Torinese",45.17248523528,7.672156505997865,"['nightlife enthusiast', 'photography', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'photo spots', 'guided photo tours', 'charging stations', 'parking']"
2,Caselle Torinese,Italy,Nature/Scenery/Park,Verde Passaggio EcoTrail,"Verde Passaggio EcoTrail is a nature in Caselle Torinese, Italy, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.12 USD. Recommended visit: 3 hours. Discover Verde Passaggio EcoTrail, a peaceful nature in Caselle Torinese, Italy, ideal for nature lovers. Open 09:00-21:00, entry 4.12 USD.",4.12,09:00-21:00,3 hours,3.7,"553 Bayshore Drive, Caselle Torinese",45.19336473398277,7.65979791233376,"['fast-paced budget travel', 'couples trip', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'wheelchair rental', 'benches/rest areas']"
3,Caselle Torinese,Italy,Nature/Scenery/Park,Alpine Haven Grove,"Alpine Haven Grove is a nature in Caselle Torinese, Italy, popular for its natural scenery and relaxing atmosphere. Entry fee is 24.24 USD. Recommended visit: 3 hours. Discover Alpine Haven Grove, a peaceful nature in Caselle Torinese, Italy, ideal for nature lovers. Open 08:30-20:00, entry 24.24 USD.",24.24,08:30-20:00,3 hours,3.7,"No. 456, West Lake Cultural Park, Caselle Torinese",45.17292899792685,7.66867638007838,"['solo women', 'foodie', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'Food markets', 'tasting tours', 'private tours', 'skip the line passes', 'VIP exclusive events']"
4,Caselle Torinese,Italy,Nature/Scenery/Park,Alpine Trailhead Sanctuary,"Alpine Trailhead Sanctuary is a nature in Caselle Torinese, Italy, popular for its natural scenery and relaxing atmosphere. Entry fee is 51.08 USD. Recommended visit: 3 hours. Discover Alpine Trailhead Sanctuary, a peaceful nature in Caselle Torinese, Italy, ideal for nature lovers. Open 08:30-17:00, entry 51.08 USD.",51.08,08:30-17:00,3 hours,3.7,"No. 456, West Lake Cultural Street, Caselle Torinese",45.16011172179047,7.640983318924695,"['nightlife enthusiast', 'fast-paced budget travel', 'solo women']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'city passes', 'luggage storage', 'self-guided tours', 'group tours', 'security']"
5,Caselle Torinese,Italy,Nature/Scenery/Park,Moonlit River Journey,"Moonlit River Journey is a nature in Caselle Torinese, Italy, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.35 USD. Recommended visit: 3 hours. Discover Moonlit River Journey, a peaceful nature in Caselle Torinese, Italy, ideal for nature lovers. Open 08:30-17:00, entry 7.35 USD.",7.35,08:30-17:00,3 hours,3.7,"597 Kitahama Street, Caselle Torinese",45.1776976623264,7.68313591649442,"['elderly travelers', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'wheelchair rental', 'benches/rest areas', 'High speed WiFi']"
6,Caselle Torinese,Italy,Nature/Scenery/Park,Cima Verde Nature Reserve,"Cima Verde Nature Reserve is a nature in Caselle Torinese, Italy, popular for its natural scenery and relaxing atmosphere. Entry fee is 29.53 USD. Recommended visit: 3 hours. Discover Cima Verde Nature Reserve, a peaceful nature in Caselle Torinese, Italy, ideal for nature lovers. Open 08:30-17:30, entry 29.53 USD.",29.53,08:30-17:30,3 hours,3.7,"705 Shuri Street, Caselle Torinese",45.19150062367431,7.638313682370466,"['solo women', 'with pets', 'foodie']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'Food markets', 'tasting tours']"
7,Caselle Torinese,Italy,Nature/Scenery/Park,Verde Peak Eatscape,"Verde Peak Eatscape is a nature in Caselle Torinese, Italy, popular for its natural scenery and relaxing atmosphere. Entry fee is 5.15 USD. Recommended visit: 3 hours. Discover Verde Peak Eatscape, a peaceful nature in Caselle Torinese, Italy, ideal for nature lovers. Open 08:00-20:00, entry 5.15 USD.",5.15,08:00-20:00,3 hours,3.7,"507 Chalong Road, Patong Beach, Caselle Torinese",45.17589464727849,7.61993235827449,"['business travelers', 'photography', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'High speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'parking']"
8,Caselle Torinese,Italy,Nature/Scenery/Park,Valle del Sole Scenic Express + Monte Capirosa Sky Lift + Cascata del Drago,"Valle del Sole Scenic Express + Monte Capirosa Sky Lift + Cascata del Drago is a nature in Caselle Torinese, Italy, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.05 USD. Recommended visit: 3 hours. Discover Valle del Sole Scenic Express + Monte Capirosa Sky Lift + Cascata del Drago, a peaceful nature in Caselle Torinese, Italy, ideal for nature lovers. Open 09:00-17:30, entry 11.05 USD.",11.05,09:00-17:30,3 hours,3.7,"148 Orchard Road, Caselle Torinese",45.182277953653774,7.65435286525846,"['with children', 'luxury travelers', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'private tours', 'skip the line passes', 'VIP exclusive events', 'parking']"
9,Caselle Torinese,Italy,Nature/Scenery/Park,Verdant Horizon,"Verdant Horizon is a nature in Caselle Torinese, Italy, popular for its natural scenery and relaxing atmosphere. Entry fee is 10.5 USD. Recommended visit: 3 hours. Discover Verdant Horizon, a peaceful nature in Caselle Torinese, Italy, ideal for nature lovers. Open 08:30-17:00, entry 10.5 USD.",10.5,08:30-17:00,3 hours,3.7,"252 Shima Street, Caselle Torinese",45.1598533608018,7.640650908102827,"['fast-paced budget travel', 'solo women', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'group tours', 'security', 'parking']"
10,Caselle Torinese,Italy,Nature/Scenery/Park,VerdeVista Explorers' Haven,"VerdeVista Explorers' Haven is a nature in Caselle Torinese, Italy, popular for its natural scenery and relaxing atmosphere. Entry fee is 2059.2 USD. Recommended visit: 3 hours. Discover VerdeVista Explorers' Haven, a peaceful nature in Caselle Torinese, Italy, ideal for nature lovers. Open 09:00-21:00, entry 2059.2 USD.",2059.2,09:00-21:00,3 hours,3.7,"No. 456 Riverside Lane, Caselle Torinese",45.17143803861621,7.686628092334981,"['solo women', 'foodie', 'disabled traveler']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'Food markets', 'tasting tours', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']"
