attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
1,Shenzhen,Global View Park,"No. 456, Cultural Avenue, Futian District",113.775504,22.758809,08:30-19:00,13.86,"Global View Park is a theme park in Shenzhen, China, popular for its memorable experiences. Entry fee is 13.86 USD. Recommended visit: 6 hours. Discover Global View Park, a notable theme park in Shenzhen, China, ideal for visitors. Open 08:30-19:00, entry 13.86 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking']",Theme Park/Amusement Park,6 hours,3.75,"['Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'foodie']",China
2,Shenzhen,JiuXi Chinese Culture Village,"No. 888, Cultural Avenue, Longgang District, Shenzhen",114.628287,22.701937,08:30-17:30,23.52,"JiuXi Chinese Culture Village is a museum in Shenzhen, China, popular for its unique collections and exhibitions. Entry fee is 23.52 USD. Recommended visit: 2 hours. Discover JiuXi Chinese Culture Village, a renowned museum in Shenzhen, China, ideal for art lovers. Open 08:30-17:30, entry 23.52 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'group tours', 'security', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'parking', 'high speed WiFi']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Road trip', 'Pet Owners', 'Solo Woman Travelers', 'foodie']",China
3,Shenzhen,Shenzhen Ping'an Financial Center Sky View Deck,"No. 1088, Shennan Road, Futian District, Shenzhen",114.631844,22.59297,10:00-22:00,5.46,"Shenzhen Ping'an Financial Center Sky View Deck is a historic site in Shenzhen, China, popular for its memorable experiences. Entry fee is 5.46 USD. Recommended visit: 2 hours. Discover Shenzhen Ping'an Financial Center Sky View Deck, a notable historic site in Shenzhen, China, ideal for visitors. Open 10:00-22:00, entry 5.46 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Photography']",China
4,Shenzhen,Shenzhen · 2025 Tao Zhe Soul Power II Concert - Shenzhen Venue,"No. 588, Xueyuan Road, Futian District, Shenzhen",114.2926,22.458089,08:00-22:00,53.2,"Shenzhen · 2025 Tao Zhe Soul Power II Concert - Shenzhen Venue is a theme park in Shenzhen, China, popular for its memorable experiences. Entry fee is 53.2 USD. Recommended visit: 8 hours. Discover Shenzhen · 2025 Tao Zhe Soul Power II Concert - Shenzhen Venue, a notable theme park in Shenzhen, China, ideal for visitors. Open 08:00-22:00, entry 53.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities']",Theme Park/Amusement Park,8 hours,3.75,"['Family with children', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'couples trip', 'Luxury Travelers', 'foodie']",China
5,Shenzhen,Shenzhen Happy Valley,"No. 588, Innovation Road, Nanshan District",114.076767,22.560112,09:00-21:00,19.32,"Shenzhen Happy Valley is a theme park in Shenzhen, China, popular for its memorable experiences. Entry fee is 19.32 USD. Recommended visit: 6 hours. Discover Shenzhen Happy Valley, a notable theme park in Shenzhen, China, ideal for visitors. Open 09:00-21:00, entry 19.32 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'parking', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,6 hours,3.75,"['Family with children', 'Road trip', 'Elderly Travelers', 'Nightlife Enthusiast', 'couples trip', 'Solo Woman Travelers']",China
6,Shenzhen,Shenzhen · Ten Diligent Days 2025 'Blossom in Time' Concert Tour,"No. 456, Cultural Avenue, Futian District, Shenzhen",114.122078,22.624878,08:00-22:00,20.02,"Shenzhen · Ten Diligent Days 2025 'Blossom in Time' Concert Tour is a theme park in Shenzhen, China, popular for its memorable experiences. Entry fee is 20.02 USD. Recommended visit: 7 hours. Discover Shenzhen · Ten Diligent Days 2025 'Blossom in Time' Concert Tour, a notable theme park in Shenzhen, China, ideal for visitors. Open 08:00-22:00, entry 20.02 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'photo spots', 'guided photo tours', 'charging stations']",Theme Park/Amusement Park,7 hours,3.75,"['Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'foodie', 'Photography']",China
7,Shenzhen,Shenzhen Wildlife Adventure Park,"No. 567 Green Valley Road, Longgang District",114.630895,22.500721,08:30-17:30,67.2,"Shenzhen Wildlife Adventure Park is a theme park in Shenzhen, China, popular for its memorable experiences. Entry fee is 67.2 USD. Recommended visit: 8 hours. Discover Shenzhen Wildlife Adventure Park, a notable theme park in Shenzhen, China, ideal for visitors. Open 08:30-17:30, entry 67.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'night markets', 'bars', 'evening shows', 'parking', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,8 hours,3.75,"['Road trip', 'Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel']",China
8,Shenzhen,Happy Harbor Bay,"No. 456, Xinghai Road, Nanshan District",114.370819,22.559964,08:30-21:00,6.44,"Happy Harbor Bay is a nature in Shenzhen, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 6.44 USD. Recommended visit: 3 hours. Discover Happy Harbor Bay, a peaceful nature in Shenzhen, China, ideal for nature lovers. Open 08:30-21:00, entry 6.44 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Road trip', 'Elderly Travelers', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Luxury Travelers']",China
9,Shenzhen,Bay Light Observation Wheel,"No. 456, Innovation Avenue, Nanshan District",114.456893,22.729617,08:30-22:00,11.9,"Bay Light Observation Wheel is a nature in Shenzhen, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.9 USD. Recommended visit: 3 hours. Discover Bay Light Observation Wheel, a peaceful nature in Shenzhen, China, ideal for nature lovers. Open 08:30-22:00, entry 11.9 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'parking', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Elderly Travelers', 'Pet Owners', 'Fast-Paced Budget Travel', 'Solo Woman Travelers']",China
10,Shenzhen,Shenzhen Maritime Hub Tour,"No. 588, Xueyuan Road, Futian District",114.510303,22.734477,08:30-17:30,27.86,"Shenzhen Maritime Hub Tour is a historic site in Shenzhen, China, popular for its memorable experiences. Entry fee is 27.86 USD. Recommended visit: 2 hours. Discover Shenzhen Maritime Hub Tour, a notable historic site in Shenzhen, China, ideal for visitors. Open 08:30-17:30, entry 27.86 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Elderly Travelers', 'Pet Owners', 'Fast-Paced Budget Travel', 'Luxury Travelers', 'foodie']",China
