attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
1,Chongqing,Wulong Triple Bridges,"No. 456, Bridge Street, Yuzhong District, Chongqing",106.418605,29.386468,08:30-17:00,7.0,"Wulong Triple Bridges is a nature in Chongqing, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.0 USD. Recommended visit: 3 hours. Discover Wulong Triple Bridges, a peaceful nature in Chongqing, China, ideal for nature lovers. Open 08:30-17:00, entry 7.0 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Pet Owners', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Luxury Travelers', 'foodie']",China
2,Chongqing,Wulong Karst Adventure Park,"No. 456, Zhongshan Road, Yuzhong District",106.217132,29.324863,08:30-17:00,2.52,"Wulong Karst Adventure Park is a nature in Chongqing, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 2.52 USD. Recommended visit: 3 hours. Discover Wulong Karst Adventure Park, a peaceful nature in Chongqing, China, ideal for nature lovers. Open 08:30-17:00, entry 2.52 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'foodie', 'Photography']",China
3,Chongqing,Changjiang Skyway,"No. 456 Riverside Avenue, Yuzhong District",106.648025,29.629905,08:30-18:00,13.3,"Changjiang Skyway is a nature in Chongqing, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 13.3 USD. Recommended visit: 3 hours. Discover Changjiang Skyway, a peaceful nature in Chongqing, China, ideal for nature lovers. Open 08:30-18:00, entry 13.3 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Nightlife Enthusiast', 'Luxury Travelers', 'foodie', 'Photography']",China
4,Chongqing,Chongqing Wildlife Sanctuary,"No. 456 Green Valley Road, Yuzhong District",106.340286,29.720206,08:30-17:00,7.7,"Chongqing Wildlife Sanctuary is a nature in Chongqing, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.7 USD. Recommended visit: 3 hours. Discover Chongqing Wildlife Sanctuary, a peaceful nature in Chongqing, China, ideal for nature lovers. Open 08:30-17:00, entry 7.7 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Elderly Travelers', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'couples trip', 'Photography']",China
5,Chongqing,Chongqing Two Rivers Cruise,"No. 456 Riverside Avenue, Yuzhong District",106.530684,29.323478,08:30-19:00,15.4,"Chongqing Two Rivers Cruise is a nature in Chongqing, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 15.4 USD. Recommended visit: 3 hours. Discover Chongqing Two Rivers Cruise, a peaceful nature in Chongqing, China, ideal for nature lovers. Open 08:30-19:00, entry 15.4 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Solo Woman Travelers']",China
6,Chongqing,Hongya Cave Cultural Landscape Area,"No. 456, Jiangbei New District, Chongqing",106.653098,29.485928,08:30-22:00,5.6,"Hongya Cave Cultural Landscape Area is a historic site in Chongqing, China, popular for its memorable experiences. Entry fee is 5.6 USD. Recommended visit: 2 hours. Discover Hongya Cave Cultural Landscape Area, a notable historic site in Chongqing, China, ideal for visitors. Open 08:30-22:00, entry 5.6 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Elderly Travelers', 'Pet Owners', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers']",China
7,Chongqing,Xuanyu Mountain National Forest Park,"No. 456, Yuzhong Road, Yuzhong District",106.685546,29.740282,08:00-17:30,14.98,"Xuanyu Mountain National Forest Park is a nature in Chongqing, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 14.98 USD. Recommended visit: 3 hours. Discover Xuanyu Mountain National Forest Park, a peaceful nature in Chongqing, China, ideal for nature lovers. Open 08:00-17:30, entry 14.98 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Road trip', 'Elderly Travelers', 'Disabled Travelers', 'Luxury Travelers']",China
8,Chongqing,White Emperor City · Qutang Gorge Cultural Park,"No. 456, Riverside Road, Yuzhong District, Chongqing",106.515747,29.501664,08:30-17:30,4.2,"White Emperor City · Qutang Gorge Cultural Park is a historic site in Chongqing, China, popular for its memorable experiences. Entry fee is 4.2 USD. Recommended visit: 2 hours. Discover White Emperor City · Qutang Gorge Cultural Park, a notable historic site in Chongqing, China, ideal for visitors. Open 08:30-17:30, entry 4.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Fast-Paced Budget Travel', 'couples trip', 'Luxury Travelers', 'Photography']",China
9,Chongqing,Chongqing Hu Guang Cultural Hall,"No. 456 Cultural Road, Yuzhong District",106.483305,29.541478,08:30-17:30,38.92,"Chongqing Hu Guang Cultural Hall is a historic site in Chongqing, China, popular for its memorable experiences. Entry fee is 38.92 USD. Recommended visit: 2 hours. Discover Chongqing Hu Guang Cultural Hall, a notable historic site in Chongqing, China, ideal for visitors. Open 08:30-17:30, entry 38.92 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'night markets', 'bars', 'evening shows', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Historic Site/Landmark,2 hours,3.5,"['Road trip', 'Nightlife Enthusiast', 'Disabled Travelers', 'couples trip', 'Luxury Travelers']",China
10,Chongqing,DaZu Stone Carvings Park,"No. 456, Xueyuan Road, Jiangbei District",106.256731,29.626601,08:30-17:00,26.04,"DaZu Stone Carvings Park is a historic site in Chongqing, China, popular for its memorable experiences. Entry fee is 26.04 USD. Recommended visit: 2 hours. Discover DaZu Stone Carvings Park, a notable historic site in Chongqing, China, ideal for visitors. Open 08:30-17:00, entry 26.04 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'photo spots', 'guided photo tours', 'charging stations']",Historic Site/Landmark,2 hours,3.5,"['Family with children', 'Pet Owners', 'Solo Woman Travelers', 'Luxury Travelers', 'foodie', 'Photography']",China
11,Chongqing,Chongqing Happy Valley,"No. 456, Jiangbei New District, Chongqing",106.461504,29.662198,09:00-21:00,57.54,"Chongqing Happy Valley is a theme park in Chongqing, China, popular for its memorable experiences. Entry fee is 57.54 USD. Recommended visit: 8 hours. Discover Chongqing Happy Valley, a notable theme park in Chongqing, China, ideal for visitors. Open 09:00-21:00, entry 57.54 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Theme Park/Amusement Park,8 hours,3.75,"['Family with children', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers']",China
12,Chongqing,Chongqing Skyline Vista Platform,"No. 456, Riverside Promenade, Yuzhong District",106.354586,29.603915,08:30-19:00,4.2,"Chongqing Skyline Vista Platform is a nature in Chongqing, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.2 USD. Recommended visit: 3 hours. Discover Chongqing Skyline Vista Platform, a peaceful nature in Chongqing, China, ideal for nature lovers. Open 08:30-19:00, entry 4.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Road trip', 'Nightlife Enthusiast', 'couples trip', 'Solo Woman Travelers', 'Luxury Travelers']",China
13,Chongqing,Wushan Mini Three Gorges,"No. 456, Riverside Park, Jiangjin District",106.365733,29.539479,08:30-17:30,17.5,"Wushan Mini Three Gorges is a nature in Chongqing, China, popular for its natural scenery and relaxing atmosphere. Entry fee is 17.5 USD. Recommended visit: 3 hours. Discover Wushan Mini Three Gorges, a peaceful nature in Chongqing, China, ideal for nature lovers. Open 08:30-17:30, entry 17.5 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Pet Owners', 'Disabled Travelers', 'Luxury Travelers', 'foodie', 'Photography']",China
