attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Paris,France,Nature/Scenery/Park,L'Évasion Botanique,"L'Évasion Botanique is a nature in Paris, France, popular for its natural scenery and relaxing atmosphere. Entry fee is 2059.2 USD. Recommended visit: 3 hours. Discover L'Évasion Botanique, a peaceful nature in Paris, France, ideal for nature lovers. Open 09:00-17:30, entry 2059.2 USD.",2059.2,09:00-17:30,3 hours,3.7,"164 Seaside Promenade, Paris",48.88678894817359,2.3517468074155703,"['with pets', 'luxury travelers', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'High speed WiFi']"
2,Paris,France,Nature/Scenery/Park,L'Évasion Botanique No.2,"L'Évasion Botanique is a nature in Paris, France, popular for its natural scenery and relaxing atmosphere. Entry fee is 51.08 USD. Recommended visit: 3 hours. Discover L'Évasion Botanique, a peaceful nature in Paris, France, ideal for nature lovers. Open 09:00-17:30, entry 51.08 USD.",51.08,09:00-17:30,3 hours,3.7,"622-8567 Sapporo City, Nishi 1-chome, Paris",48.839408198609455,2.4482012440471004,"['photography', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'photo spots', 'guided photo tours', 'charging stations', 'High speed WiFi']"
3,Paris,France,Nature/Scenery/Park,L'Évasion Verticale,"L'Évasion Verticale is a nature in Paris, France, popular for its natural scenery and relaxing atmosphere. Entry fee is 6.72 USD. Recommended visit: 3 hours. Discover L'Évasion Verticale, a peaceful nature in Paris, France, ideal for nature lovers. Open 06:00-20:00, entry 6.72 USD.",6.72,06:00-20:00,3 hours,3.7,"280-12-8 Shibuya, Shibuya City, Paris",48.88187308321935,2.297927625639635,"['nightlife enthusiast', 'fast-paced budget travel', 'couples trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'city passes', 'luggage storage', 'self-guided tours', 'scenic spots', 'sunset cruises', 'special couples experiences']"
4,Paris,France,Nature/Scenery/Park,Seine Riverside Sanctuary,"Seine Riverside Sanctuary is a nature in Paris, France, popular for its natural scenery and relaxing atmosphere. Entry fee is 14.4 USD. Recommended visit: 3 hours. Discover Seine Riverside Sanctuary, a peaceful nature in Paris, France, ideal for nature lovers. Open 08:30-17:30, entry 14.4 USD.",14.4,08:30-17:30,3 hours,3.7,"833 Seogwipo Road, Paris",48.87177220087117,2.2687470345895795,"['nightlife enthusiast', 'with pets', 'couples trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'scenic spots', 'sunset cruises', 'special couples experiences']"
5,Paris,France,Nature/Scenery/Park,Moonlit Seine Serenade,"Moonlit Seine Serenade is a nature in Paris, France, popular for its natural scenery and relaxing atmosphere. Entry fee is 15.4 USD. Recommended visit: 3 hours. Discover Moonlit Seine Serenade, a peaceful nature in Paris, France, ideal for nature lovers. Open 09:00-21:00, entry 15.4 USD.",15.4,09:00-21:00,3 hours,3.7,"683 Marina Boulevard, Paris",48.853130718846046,2.406770248125279,"['solo women', 'couples trip', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking']"
6,Paris,France,Nature/Scenery/Park,Verdant Heights Garden,"Verdant Heights Garden is a nature in Paris, France, popular for its natural scenery and relaxing atmosphere. Entry fee is 17.5 USD. Recommended visit: 3 hours. Discover Verdant Heights Garden, a peaceful nature in Paris, France, ideal for nature lovers. Open 09:00-17:30, entry 17.5 USD.",17.5,09:00-17:30,3 hours,3.7,"242-456 Shibuya, Paris",48.85710134296157,2.3534236680739964,"['nightlife enthusiast', 'with children', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'family restrooms', 'Nursing facilities', 'private tours', 'skip the line passes', 'VIP exclusive events']"
7,Paris,France,Nature/Scenery/Park,Verdant Heights Culinary Escape,"Verdant Heights Culinary Escape is a nature in Paris, France, popular for its natural scenery and relaxing atmosphere. Entry fee is 13.95 USD. Recommended visit: 3 hours. Discover Verdant Heights Culinary Escape, a peaceful nature in Paris, France, ideal for nature lovers. Open 08:30-17:30, entry 13.95 USD.",13.95,08:30-17:30,3 hours,3.7,"909 Sakura Street, Nakamura-ku, Paris",48.833655046147136,2.433292528434357,"['with children', 'solo women', 'photography']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'group tours', 'security', 'photo spots', 'guided photo tours', 'charging stations']"
8,Paris,France,Nature/Scenery/Park,Montmartre Summit Express Pass + Sacré-Cœur Cable Car Round Trip,"Montmartre Summit Express Pass + Sacré-Cœur Cable Car Round Trip is a nature in Paris, France, popular for its natural scenery and relaxing atmosphere. Entry fee is 0.0 USD. Recommended visit: 3 hours. Discover Montmartre Summit Express Pass + Sacré-Cœur Cable Car Round Trip, a peaceful nature in Paris, France, ideal for nature lovers. Open 08:00-22:00, entry 0.0 USD.",0.0,08:00-22:00,3 hours,3.7,"690 Shibuya Street, Paris",48.84220003039428,2.341830622334718,"['nightlife enthusiast', 'road trip', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'parking', 'High speed WiFi']"
9,Paris,France,Nature/Scenery/Park,Azure Horizon Garden,"Azure Horizon Garden is a nature in Paris, France, popular for its natural scenery and relaxing atmosphere. Entry fee is 9.8 USD. Recommended visit: 3 hours. Discover Azure Horizon Garden, a peaceful nature in Paris, France, ideal for nature lovers. Open 08:30-17:00, entry 9.8 USD.",9.8,08:30-17:00,3 hours,3.7,"449 Rachadaphisek Road, Pathumwan, Paris",48.8301122956978,2.415955304292539,"['solo women', 'foodie', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'Food markets', 'tasting tours', 'private tours', 'skip the line passes', 'VIP exclusive events']"
10,Paris,France,Nature/Scenery/Park,Lumière Wildspace,"Lumière Wildspace is a nature in Paris, France, popular for its natural scenery and relaxing atmosphere. Entry fee is 26.32 USD. Recommended visit: 3 hours. Discover Lumière Wildspace, a peaceful nature in Paris, France, ideal for nature lovers. Open 09:00-18:00, entry 26.32 USD.",26.32,09:00-18:00,3 hours,3.7,"No. 456 Cultural Plaza, Beilin District, Paris",48.8635363773037,2.395019853217644,"['solo women', 'photography', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'photo spots', 'guided photo tours', 'charging stations', 'High speed WiFi']"
