attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Santa Ana,United States,Nature/Scenery/Park,Verde Valley Nature Preserve,"Verde Valley Nature Preserve is a nature in Santa Ana, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 55.55 USD. Recommended visit: 3 hours. Discover Verde Valley Nature Preserve, a peaceful nature in Santa Ana, United States, ideal for nature lovers. Open 08:00-17:30, entry 55.55 USD.",55.55,08:00-17:30,3 hours,3.7,"834 Seogwipo Street, Santa Ana",33.73915689363831,-117.8435052274298,"['nightlife enthusiast', 'couples trip', 'foodie']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'Food markets', 'tasting tours']"
2,Santa Ana,United States,Nature/Scenery/Park,Sunset Ridge Wildscape Walk,"Sunset Ridge Wildscape Walk is a nature in Santa Ana, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 2059.2 USD. Recommended visit: 3 hours. Discover Sunset Ridge Wildscape Walk, a peaceful nature in Santa Ana, United States, ideal for nature lovers. Open 08:00-20:00, entry 2059.2 USD.",2059.2,08:00-20:00,3 hours,3.7,"604 Beach Road, Santa Ana",33.77156308737486,-117.83584855805093,"['photography', 'disabled traveler', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'photo spots', 'guided photo tours', 'charging stations', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'parking']"
3,Santa Ana,United States,Nature/Scenery/Park,Verdant Haven Preserve,"Verdant Haven Preserve is a nature in Santa Ana, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 0.0 USD. Recommended visit: 3 hours. Discover Verdant Haven Preserve, a peaceful nature in Santa Ana, United States, ideal for nature lovers. Open 08:30-20:00, entry 0.0 USD.",0.0,08:30-20:00,3 hours,3.7,"833 Rachadaphisek Road, Pathum Wan, Santa Ana",33.76670457812619,-117.83549322642,"['foodie', 'couples trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences']"
4,Santa Ana,United States,Nature/Scenery/Park,Golden Bay Nature Trail,"Golden Bay Nature Trail is a nature in Santa Ana, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 17.5 USD. Recommended visit: 3 hours. Discover Golden Bay Nature Trail, a peaceful nature in Santa Ana, United States, ideal for nature lovers. Open 08:30-17:30, entry 17.5 USD.",17.5,08:30-17:30,3 hours,3.7,"No. 188 Renmin Road, Santa Ana",33.76281929653975,-117.90150839124595,"['couples trip', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking']"
5,Santa Ana,United States,Nature/Scenery/Park,Moonlit Baywalk Adventure,"Moonlit Baywalk Adventure is a nature in Santa Ana, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.7 USD. Recommended visit: 3 hours. Discover Moonlit Baywalk Adventure, a peaceful nature in Santa Ana, United States, ideal for nature lovers. Open 09:00-17:30, entry 7.7 USD.",7.7,09:00-17:30,3 hours,3.7,"454 Phra Singh Road, Santa Ana",33.76929556955871,-117.84455997814396,"['solo women', 'with pets', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'wheelchair rental', 'benches/rest areas']"
6,Santa Ana,United States,Nature/Scenery/Park,Verdant Ridge Preserve,"Verdant Ridge Preserve is a nature in Santa Ana, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.87 USD. Recommended visit: 3 hours. Discover Verdant Ridge Preserve, a peaceful nature in Santa Ana, United States, ideal for nature lovers. Open 08:30-17:00, entry 4.87 USD.",4.87,08:30-17:00,3 hours,3.7,"No. 128, West Culture Road, Santa Ana",33.76359178581936,-117.871105311777,"['couples trip', 'foodie', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'scenic spots', 'sunset cruises', 'special couples experiences', 'Food markets', 'tasting tours', 'High speed WiFi']"
7,Santa Ana,United States,Nature/Scenery/Park,Verdant Vista Culinary Trail,"Verdant Vista Culinary Trail is a nature in Santa Ana, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 22.61 USD. Recommended visit: 3 hours. Discover Verdant Vista Culinary Trail, a peaceful nature in Santa Ana, United States, ideal for nature lovers. Open 09:00-17:30, entry 22.61 USD.",22.61,09:00-17:30,3 hours,3.7,"628 Sakura Street, Nishi Ward, Santa Ana",33.72587365721879,-117.84686104047093,"['solo women', 'with pets', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'wheelchair rental', 'benches/rest areas']"
8,Santa Ana,United States,Nature/Scenery/Park,Citrus Ridge Adventure Pass + Sunken Grove Skywalk + Orange Blossom Vista,"Citrus Ridge Adventure Pass + Sunken Grove Skywalk + Orange Blossom Vista is a nature in Santa Ana, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 20.74 USD. Recommended visit: 3 hours. Discover Citrus Ridge Adventure Pass + Sunken Grove Skywalk + Orange Blossom Vista, a peaceful nature in Santa Ana, United States, ideal for nature lovers. Open 09:30-17:00, entry 20.74 USD.",20.74,09:30-17:00,3 hours,3.7,"No. 456, Jiangbei District, Santa Ana",33.742840573444106,-117.86190427004207,"['with children', 'fast-paced budget travel']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'city passes', 'luggage storage', 'self-guided tours']"
9,Santa Ana,United States,Nature/Scenery/Park,Coastline Haven,"Coastline Haven is a nature in Santa Ana, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.36 USD. Recommended visit: 3 hours. Discover Coastline Haven, a peaceful nature in Santa Ana, United States, ideal for nature lovers. Open 08:30-17:30, entry 4.36 USD.",4.36,08:30-17:30,3 hours,3.7,"No. 456, Xinghai Road, Santa Ana",33.70221699051836,-117.88777464118331,"['fast-paced budget travel', 'solo women', 'disabled traveler']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'group tours', 'security', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']"
10,Santa Ana,United States,Nature/Scenery/Park,Verdant Vibe Playground,"Verdant Vibe Playground is a nature in Santa Ana, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 8.12 USD. Recommended visit: 3 hours. Discover Verdant Vibe Playground, a peaceful nature in Santa Ana, United States, ideal for nature lovers. Open 19:00-23:00, entry 8.12 USD.",8.12,19:00-23:00,3 hours,3.7,"946 Shibuya Street, Shibuya Ward, Santa Ana",33.76461161371384,-117.87660241920256,"['with pets', 'elderly travelers', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'wheelchair rental', 'benches/rest areas', 'parking']"
