attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
1,Chiang Mai,Half-Day Thai Culinary Workshop at Green Valley Farm,"929 Suthep Road, Chiang Mai",98.909902,18.724434,09:00-15:00,11.76,"Half-Day Thai Culinary Workshop at Green Valley Farm is a nature in Chiang Mai, Thailand, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.76 USD. Recommended visit: 3 hours. Discover Half-Day Thai Culinary Workshop at Green Valley Farm, a peaceful nature in Chiang Mai, Thailand, ideal for nature lovers. Open 09:00-15:00, entry 11.76 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Nightlife Enthusiast', 'Disabled Travelers', 'Solo Woman Travelers', 'foodie']",Thailand
2,Chiang Mai,Grandma's Kitchen Adventure Cooking School,"572 Suthep Road, Chiang Mai",98.876196,18.664599,09:00-17:00,27.7,"Grandma's Kitchen Adventure Cooking School is a museum in Chiang Mai, Thailand, popular for its unique collections and exhibitions. Entry fee is 27.7 USD. Recommended visit: 2 hours. Discover Grandma's Kitchen Adventure Cooking School, a renowned museum in Chiang Mai, Thailand, ideal for art lovers. Open 09:00-17:00, entry 27.7 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Museum/Art Gallery,2 hours,4.0,"['Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Solo Woman Travelers']",Thailand
3,Chiang Mai,Chiang Mai Martial Arts Arena,"140 Suthep Road, Chiang Mai",98.946417,18.705094,09:00-17:30,125.3,"Chiang Mai Martial Arts Arena is a historic site in Chiang Mai, Thailand, popular for its memorable experiences. Entry fee is 125.3 USD. Recommended visit: 2 hours. Discover Chiang Mai Martial Arts Arena, a notable historic site in Chiang Mai, Thailand, ideal for visitors. Open 09:00-17:30, entry 125.3 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'night markets', 'bars', 'evening shows', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Historic Site/Landmark,2 hours,3.5,"['Road trip', 'Nightlife Enthusiast', 'Disabled Travelers', 'Luxury Travelers', 'Photography']",Thailand
4,Chiang Mai,Chiang Mai Night Adventure Park,"788 Suthep Road, Chiang Mai",99.070446,18.784368,08:30-19:00,31.14,"Chiang Mai Night Adventure Park is a theme park in Chiang Mai, Thailand, popular for its memorable experiences. Entry fee is 31.14 USD. Recommended visit: 7 hours. Discover Chiang Mai Night Adventure Park, a notable theme park in Chiang Mai, Thailand, ideal for visitors. Open 08:30-19:00, entry 31.14 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Road trip', 'Elderly Travelers', 'Pet Owners', 'couples trip', 'foodie']",Thailand
5,Chiang Mai,Chiang Mai Lantern Glow Experience,"873 Suthep Road, Chiang Mai",98.962314,18.826342,09:00-18:00,3.6,"Chiang Mai Lantern Glow Experience is a nature in Chiang Mai, Thailand, popular for its natural scenery and relaxing atmosphere. Entry fee is 3.6 USD. Recommended visit: 3 hours. Discover Chiang Mai Lantern Glow Experience, a peaceful nature in Chiang Mai, Thailand, ideal for nature lovers. Open 09:00-18:00, entry 3.6 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'foodie', 'Photography']",Thailand
6,Chiang Mai,Siam Dragon Entertainment Venue,"334 Suthep Road, Chiang Mai",99.04762,18.741869,10:00-22:00,29.85,"Siam Dragon Entertainment Venue is a theme park in Chiang Mai, Thailand, popular for its memorable experiences. Entry fee is 29.85 USD. Recommended visit: 7 hours. Discover Siam Dragon Entertainment Venue, a notable theme park in Chiang Mai, Thailand, ideal for visitors. Open 10:00-22:00, entry 29.85 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Theme Park/Amusement Park,7 hours,3.75,"['Nightlife Enthusiast', 'Disabled Travelers', 'Luxury Travelers', 'foodie', 'Photography']",Thailand
7,Chiang Mai,Siam Dragon Entertainment Theater,"586 Phra Singh Road, Chiang Mai",99.035176,18.856742,10:00-22:00,8.55,"Siam Dragon Entertainment Theater is a theme park in Chiang Mai, Thailand, popular for its memorable experiences. Entry fee is 8.55 USD. Recommended visit: 6 hours. Discover Siam Dragon Entertainment Theater, a notable theme park in Chiang Mai, Thailand, ideal for visitors. Open 10:00-22:00, entry 8.55 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,6 hours,3.75,"['Elderly Travelers', 'Nightlife Enthusiast', 'Disabled Travelers', 'couples trip', 'Photography']",Thailand
8,Chiang Mai,Art Gallery Express Chiang Mai,"920 Suthep Road, Chiang Mai",98.976674,18.699448,10:00-20:00,63.68,"Art Gallery Express Chiang Mai is a museum in Chiang Mai, Thailand, popular for its unique collections and exhibitions. Entry fee is 63.68 USD. Recommended visit: 2 hours. Discover Art Gallery Express Chiang Mai, a renowned museum in Chiang Mai, Thailand, ideal for art lovers. Open 10:00-20:00, entry 63.68 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'parking', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Museum/Art Gallery,2 hours,4.0,"['Family with children', 'Road trip', 'Nightlife Enthusiast', 'Solo Woman Travelers', 'Photography']",Thailand
9,Chiang Mai,Indoor Rock Climbing Adventure at Main Wall Climbing Gym,"315 Khun Kaeo Road, Chiang Mai",99.04672,18.657447,09:00-18:00,33.35,"Indoor Rock Climbing Adventure at Main Wall Climbing Gym is a theme park in Chiang Mai, Thailand, popular for its memorable experiences. Entry fee is 33.35 USD. Recommended visit: 7 hours. Discover Indoor Rock Climbing Adventure at Main Wall Climbing Gym, a notable theme park in Chiang Mai, Thailand, ideal for visitors. Open 09:00-18:00, entry 33.35 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'night markets', 'bars', 'evening shows', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Road trip', 'Elderly Travelers', 'Nightlife Enthusiast', 'Disabled Travelers', 'Luxury Travelers']",Thailand
10,Chiang Mai,Chiang Mai Canyon Adventure Park,"299 Riverside Lane, Chiang Mai",98.993739,18.795379,09:00-17:30,21.89,"Chiang Mai Canyon Adventure Park is a theme park in Chiang Mai, Thailand, popular for its memorable experiences. Entry fee is 21.89 USD. Recommended visit: 7 hours. Discover Chiang Mai Canyon Adventure Park, a notable theme park in Chiang Mai, Thailand, ideal for visitors. Open 09:00-17:30, entry 21.89 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Elderly Travelers', 'Pet Owners', 'Disabled Travelers', 'Luxury Travelers', 'foodie']",Thailand
