attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
1,Busan,Haeundae Sky Walk Experience,"384 Gukje-ro, Haeundae-gu, Busan",129.10928,35.058073,09:00-19:00,10.45,"Haeundae Sky Walk Experience is a nature in Busan, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 10.45 USD. Recommended visit: 3 hours. Discover Haeundae Sky Walk Experience, a peaceful nature in Busan, South Korea, ideal for nature lovers. Open 09:00-19:00, entry 10.45 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Photography']",South Korea
2,Busan,Lotte Adventure Park Busan,"826 Gukje-ro, Seo-gu, Busan",129.148737,35.296601,09:00-18:00,48.34,"Lotte Adventure Park Busan is a theme park in Busan, South Korea, popular for its memorable experiences. Entry fee is 48.34 USD. Recommended visit: 8 hours. Discover Lotte Adventure Park Busan, a notable theme park in Busan, South Korea, ideal for visitors. Open 09:00-18:00, entry 48.34 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']",Theme Park/Amusement Park,8 hours,3.75,"['Family with children', 'Pet Owners', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'foodie']",South Korea
3,Busan,SEA Wonders Busan Aquarium,"722-2 Gukje-gil, Seo-gu, Busan",129.228817,35.147299,10:00-19:00,8.12,"SEA Wonders Busan Aquarium is a museum in Busan, South Korea, popular for its unique collections and exhibitions. Entry fee is 8.12 USD. Recommended visit: 2 hours. Discover SEA Wonders Busan Aquarium, a renowned museum in Busan, South Korea, ideal for art lovers. Open 10:00-19:00, entry 8.12 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'group tours', 'security', 'food markets', 'tasting tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations']",Museum/Art Gallery,2 hours,4.0,"['Pet Owners', 'Disabled Travelers', 'couples trip', 'Solo Woman Travelers', 'foodie', 'Photography']",South Korea
4,Busan,Skyview Luge Busan,"579 Seocho-ro, Geumjeong-gu, Busan",129.127135,35.238109,10:00-19:00,13.15,"Skyview Luge Busan is a theme park in Busan, South Korea, popular for its memorable experiences. Entry fee is 13.15 USD. Recommended visit: 7 hours. Discover Skyview Luge Busan, a notable theme park in Busan, South Korea, ideal for visitors. Open 10:00-19:00, entry 13.15 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel']",South Korea
5,Busan,Haeundae Skyline Viewpoint,"282 Gwangalli-daero, Haeundae-gu, Busan",129.037093,35.193119,09:00-18:00,13.15,"Haeundae Skyline Viewpoint is a nature in Busan, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 13.15 USD. Recommended visit: 3 hours. Discover Haeundae Skyline Viewpoint, a peaceful nature in Busan, South Korea, ideal for nature lovers. Open 09:00-18:00, entry 13.15 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'night markets', 'bars', 'evening shows', 'photo spots', 'guided photo tours', 'charging stations']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Pet Owners', 'Nightlife Enthusiast', 'couples trip', 'Luxury Travelers', 'Photography']",South Korea
6,Busan,Ocean World Busan Marine Center,"641-12 Seocho-dong, Busanjin-gu, Busan",129.054915,35.224839,09:00-17:30,14.88,"Ocean World Busan Marine Center is a theme park in Busan, South Korea, popular for its memorable experiences. Entry fee is 14.88 USD. Recommended visit: 7 hours. Discover Ocean World Busan Marine Center, a notable theme park in Busan, South Korea, ideal for visitors. Open 09:00-17:30, entry 14.88 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'family restrooms', 'nursing facilities', 'parking', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,7 hours,3.75,"['Family with children', 'Road trip', 'Elderly Travelers', 'couples trip', 'Solo Woman Travelers']",South Korea
7,Busan,Haeundae Sky Capsule Viewpoint,"288 Gwangalli Beach Road, Haeundae-gu, Busan",129.269697,35.236767,09:00-18:00,13.15,"Haeundae Sky Capsule Viewpoint is a nature in Busan, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 13.15 USD. Recommended visit: 3 hours. Discover Haeundae Sky Capsule Viewpoint, a peaceful nature in Busan, South Korea, ideal for nature lovers. Open 09:00-18:00, entry 13.15 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'group tours', 'security', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'foodie']",South Korea
8,Busan,Busan Ocean World Aquarium,"815-1, Gukje-gil, Seo-gu, Busan",129.202926,35.127788,09:00-18:00,9.67,"Busan Ocean World Aquarium is a nature in Busan, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 9.67 USD. Recommended visit: 3 hours. Discover Busan Ocean World Aquarium, a peaceful nature in Busan, South Korea, ideal for nature lovers. Open 09:00-18:00, entry 9.67 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Elderly Travelers', 'Disabled Travelers', 'foodie', 'Photography']",South Korea
9,Busan,Haeundae Hill Wellness Spa,"338 Gwangalli Beach Road, Busan",129.17276,35.185124,09:00-21:00,8.63,"Haeundae Hill Wellness Spa is a nature in Busan, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 8.63 USD. Recommended visit: 3 hours. Discover Haeundae Hill Wellness Spa, a peaceful nature in Busan, South Korea, ideal for nature lovers. Open 09:00-21:00, entry 8.63 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Elderly Travelers', 'Pet Owners', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Photography']",South Korea
10,Busan,Busan Sky View Point,"515 Seocho-ro, Seo-gu, Busan",129.152423,35.059698,09:00-18:00,12.55,"Busan Sky View Point is a nature in Busan, South Korea, popular for its natural scenery and relaxing atmosphere. Entry fee is 12.55 USD. Recommended visit: 3 hours. Discover Busan Sky View Point, a peaceful nature in Busan, South Korea, ideal for nature lovers. Open 09:00-18:00, entry 12.55 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Family with children', 'Elderly Travelers', 'Nightlife Enthusiast', 'Disabled Travelers', 'foodie', 'Photography']",South Korea
