attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Kahului,United States,Nature/Scenery/Park,Hana Valley Green Haven,"Hana Valley Green Haven is a nature in Kahului, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 116.65 USD. Recommended visit: 3 hours. Discover Hana Valley Green Haven, a peaceful nature in Kahului, United States, ideal for nature lovers. Open 08:30-17:30, entry 116.65 USD.",116.65,08:30-17:30,3 hours,3.7,"214 Shimbashi Garden Street, Shibuya Ward, Kahului",20.89270423769587,-156.4918515059217,"['photography', 'elderly travelers', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas', 'High speed WiFi']"
2,Kahului,United States,Nature/Scenery/Park,Mauka Trail Discovery Loop,"Mauka Trail Discovery Loop is a nature in Kahului, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 94.11 USD. Recommended visit: 3 hours. Discover Mauka Trail Discovery Loop, a peaceful nature in Kahului, United States, ideal for nature lovers. Open 09:00-18:00, entry 94.11 USD.",94.11,09:00-18:00,3 hours,3.7,"809 Gwangsimni-ro, Gwangsimni-gu, Kahului",20.86442883241114,-156.4971288473113,"['nightlife enthusiast', 'couples trip', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'High speed WiFi']"
3,Kahului,United States,Nature/Scenery/Park,Hana Ridge Sanctuary,"Hana Ridge Sanctuary is a nature in Kahului, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 20.74 USD. Recommended visit: 3 hours. Discover Hana Ridge Sanctuary, a peaceful nature in Kahului, United States, ideal for nature lovers. Open 09:00-17:30, entry 20.74 USD.",20.74,09:00-17:30,3 hours,3.7,"409-1-1 Abeno Harukas, Chuo Ward, Kahului",20.870186576327345,-156.49633215809203,"['fast-paced budget travel', 'solo women', 'photography']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'group tours', 'security', 'photo spots', 'guided photo tours', 'charging stations']"
4,Kahului,United States,Nature/Scenery/Park,Hana Bay Nature Trail,"Hana Bay Nature Trail is a nature in Kahului, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 9.8 USD. Recommended visit: 3 hours. Discover Hana Bay Nature Trail, a peaceful nature in Kahului, United States, ideal for nature lovers. Open 09:00-18:00, entry 9.8 USD.",9.8,09:00-18:00,3 hours,3.7,"250 Suthep Road, Kahului",20.86548538898116,-156.46013927958927,"['with children', 'luxury travelers', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'private tours', 'skip the line passes', 'VIP exclusive events', 'parking']"
5,Kahului,United States,Nature/Scenery/Park,Lagoon Moonlight Sail,"Lagoon Moonlight Sail is a nature in Kahului, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 2.0 USD. Recommended visit: 3 hours. Discover Lagoon Moonlight Sail, a peaceful nature in Kahului, United States, ideal for nature lovers. Open 09:30-17:00, entry 2.0 USD.",2.0,09:30-17:00,3 hours,3.7,"No. 128, Xueyuan Road, Kahului",20.89600190241716,-156.4778750218012,"['with children', 'couples trip', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'scenic spots', 'sunset cruises', 'special couples experiences', 'private tours', 'skip the line passes', 'VIP exclusive events']"
6,Kahului,United States,Nature/Scenery/Park,Verdant Peak Vista,"Verdant Peak Vista is a nature in Kahului, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 8.65 USD. Recommended visit: 3 hours. Discover Verdant Peak Vista, a peaceful nature in Kahului, United States, ideal for nature lovers. Open 09:30-17:00, entry 8.65 USD.",8.65,09:30-17:00,3 hours,3.7,"676-1 Nishi 10 Chome, Sapporo, Kahului",20.85045062535476,-156.48136849154798,"['nightlife enthusiast', 'foodie']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'Food markets', 'tasting tours']"
7,Kahului,United States,Nature/Scenery/Park,Verdant Vista Culinary Trail,"Verdant Vista Culinary Trail is a nature in Kahului, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.36 USD. Recommended visit: 3 hours. Discover Verdant Vista Culinary Trail, a peaceful nature in Kahului, United States, ideal for nature lovers. Open 08:30-17:30, entry 4.36 USD.",4.36,08:30-17:30,3 hours,3.7,"477 Shinsaibashi Street, Chuo Ward, Kahului",20.88286922817388,-156.4858335106917,"['with children', 'fast-paced budget travel', 'with pets']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'city passes', 'luggage storage', 'self-guided tours', 'Pet-friendly', 'pet water stations', 'Pet rest area']"
8,Kahului,United States,Nature/Scenery/Park,Maui Skyline Adventure Pass,"Maui Skyline Adventure Pass is a nature in Kahului, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 1.4 USD. Recommended visit: 3 hours. Discover Maui Skyline Adventure Pass, a peaceful nature in Kahului, United States, ideal for nature lovers. Open 19:00-23:00, entry 1.4 USD.",1.4,19:00-23:00,3 hours,3.7,"120 Gwangbok-ro, Ssangmundong-gu, Kahului",20.89421959088069,-156.47766156130427,"['with pets', 'luxury travelers', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'High speed WiFi']"
9,Kahului,United States,Nature/Scenery/Park,Horizon Haven,"Horizon Haven is a nature in Kahului, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 15.4 USD. Recommended visit: 3 hours. Discover Horizon Haven, a peaceful nature in Kahului, United States, ideal for nature lovers. Open 08:00-17:30, entry 15.4 USD.",15.4,08:00-17:30,3 hours,3.7,"494 Northern Promenade, Kahului",20.865669094200666,-156.43200602064996,"['with children', 'solo women', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'group tours', 'security', 'wheelchair rental', 'benches/rest areas']"
10,Kahului,United States,Nature/Scenery/Park,Verdant Vibe Playground,"Verdant Vibe Playground is a nature in Kahului, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 43.59 USD. Recommended visit: 3 hours. Discover Verdant Vibe Playground, a peaceful nature in Kahului, United States, ideal for nature lovers. Open 10:00-18:00, entry 43.59 USD.",43.59,10:00-18:00,3 hours,3.7,"794 Sakura Street, Naka Ward, Kahului",20.853931664217573,-156.45040014276813,"['nightlife enthusiast', 'fast-paced budget travel', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'city passes', 'luggage storage', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events']"
