attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Lisbon,Portugal,Nature/Scenery/Park,Alfama Green Haven,"Alfama Green Haven is a nature in Lisbon, Portugal, popular for its natural scenery and relaxing atmosphere. Entry fee is 10.5 USD. Recommended visit: 3 hours. Discover Alfama Green Haven, a peaceful nature in Lisbon, Portugal, ideal for nature lovers. Open 08:30-17:30, entry 10.5 USD.",10.5,08:30-17:30,3 hours,3.7,"No. 456, Cultural Arts Avenue, Beilin District, Lisbon",38.76868737169088,-9.12164416155871,"['with children', 'disabled traveler', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'parking']"
2,Lisbon,Portugal,Nature/Scenery/Park,Alfama Greenway Trail,"Alfama Greenway Trail is a nature in Lisbon, Portugal, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.05 USD. Recommended visit: 3 hours. Discover Alfama Greenway Trail, a peaceful nature in Lisbon, Portugal, ideal for nature lovers. Open 08:30-17:00, entry 11.05 USD.",11.05,08:30-17:00,3 hours,3.7,"No. 135, Xingang Road, Lisbon",38.77483638994429,-9.115850683223185,"['with children', 'foodie', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'Food markets', 'tasting tours', 'parking']"
3,Lisbon,Portugal,Nature/Scenery/Park,Alfama Vista Haven,"Alfama Vista Haven is a nature in Lisbon, Portugal, popular for its natural scenery and relaxing atmosphere. Entry fee is 33.27 USD. Recommended visit: 3 hours. Discover Alfama Vista Haven, a peaceful nature in Lisbon, Portugal, ideal for nature lovers. Open 09:30-17:00, entry 33.27 USD.",33.27,09:30-17:00,3 hours,3.7,"No. 588, Yantian Road, Yantian District, Lisbon",38.72950068005505,-9.14238756201462,"['with pets', 'couples trip', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking']"
4,Lisbon,Portugal,Nature/Scenery/Park,Alfama Tide Walk,"Alfama Tide Walk is a nature in Lisbon, Portugal, popular for its natural scenery and relaxing atmosphere. Entry fee is 51.08 USD. Recommended visit: 3 hours. Discover Alfama Tide Walk, a peaceful nature in Lisbon, Portugal, ideal for nature lovers. Open 08:30-17:00, entry 51.08 USD.",51.08,08:30-17:00,3 hours,3.7,"498 Chalong Road, Lisbon",38.7788744310555,-9.17050402744011,"['with pets', 'elderly travelers', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'wheelchair rental', 'benches/rest areas', 'parking']"
5,Lisbon,Portugal,Nature/Scenery/Park,Moonlit Bay Journey,"Moonlit Bay Journey is a nature in Lisbon, Portugal, popular for its natural scenery and relaxing atmosphere. Entry fee is 14.4 USD. Recommended visit: 3 hours. Discover Moonlit Bay Journey, a peaceful nature in Lisbon, Portugal, ideal for nature lovers. Open 09:00-17:00, entry 14.4 USD.",14.4,09:00-17:00,3 hours,3.7,"No. 456, Hengshan Road, Lisbon",38.7424383513317,-9.114405692977517,"['nightlife enthusiast', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'High speed WiFi']"
6,Lisbon,Portugal,Nature/Scenery/Park,Cristal Peaks Viewpoint,"Cristal Peaks Viewpoint is a nature in Lisbon, Portugal, popular for its natural scenery and relaxing atmosphere. Entry fee is 13.95 USD. Recommended visit: 3 hours. Discover Cristal Peaks Viewpoint, a peaceful nature in Lisbon, Portugal, ideal for nature lovers. Open 09:00-17:30, entry 13.95 USD.",13.95,09:00-17:30,3 hours,3.7,"407 Suthep Road, Lisbon",38.75255731409405,-9.152761447532262,['fast-paced budget travel'],"['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours']"
7,Lisbon,Portugal,Nature/Scenery/Park,Verde Vista Culinary Heights,"Verde Vista Culinary Heights is a nature in Lisbon, Portugal, popular for its natural scenery and relaxing atmosphere. Entry fee is 12.32 USD. Recommended visit: 3 hours. Discover Verde Vista Culinary Heights, a peaceful nature in Lisbon, Portugal, ideal for nature lovers. Open 08:30-17:00, entry 12.32 USD.",12.32,08:30-17:00,3 hours,3.7,"No. 48, Siming South Road, Lisbon",38.7487906581955,-9.195476717677057,"['fast-paced budget travel', 'couples trip', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'High speed WiFi']"
8,Lisbon,Portugal,Nature/Scenery/Park,Alfama Hill Express + Miradouro Cable Car + Traditional Market Pass,"Alfama Hill Express + Miradouro Cable Car + Traditional Market Pass is a nature in Lisbon, Portugal, popular for its natural scenery and relaxing atmosphere. Entry fee is 1.4 USD. Recommended visit: 3 hours. Discover Alfama Hill Express + Miradouro Cable Car + Traditional Market Pass, a peaceful nature in Lisbon, Portugal, ideal for nature lovers. Open 09:00-21:00, entry 1.4 USD.",1.4,09:00-21:00,3 hours,3.7,"218 Shimbashi-dori, Shinjuku City, Lisbon",38.723877476044095,-9.135043295529677,"['solo women', 'luxury travelers', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'private tours', 'skip the line passes', 'VIP exclusive events', 'wheelchair rental', 'benches/rest areas']"
9,Lisbon,Portugal,Nature/Scenery/Park,Azure Vista Point,"Azure Vista Point is a nature in Lisbon, Portugal, popular for its natural scenery and relaxing atmosphere. Entry fee is 3.36 USD. Recommended visit: 3 hours. Discover Azure Vista Point, a peaceful nature in Lisbon, Portugal, ideal for nature lovers. Open 09:00-17:30, entry 3.36 USD.",3.36,09:00-17:30,3 hours,3.7,"No. 456, Zhongshan Road, Lisbon",38.71540440096571,-9.176957523454904,"['with pets', 'foodie', 'disabled traveler']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'Food markets', 'tasting tours', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']"
10,Lisbon,Portugal,Nature/Scenery/Park,Lisbon Green Haven,"Lisbon Green Haven is a nature in Lisbon, Portugal, popular for its natural scenery and relaxing atmosphere. Entry fee is 22.61 USD. Recommended visit: 3 hours. Discover Lisbon Green Haven, a peaceful nature in Lisbon, Portugal, ideal for nature lovers. Open 08:30-17:30, entry 22.61 USD.",22.61,08:30-17:30,3 hours,3.7,"408 Sakura Street, Lisbon",38.746500162841606,-9.112491565650249,"['with children', 'couples trip', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'scenic spots', 'sunset cruises', 'special couples experiences', 'wheelchair rental', 'benches/rest areas']"
11,Lisbon,Portugal,Nature/Scenery/Park,Azores Tide-Inspired Coastal Garden,"Azores Tide-Inspired Coastal Garden is a nature in Lisbon, Portugal, popular for its natural scenery and relaxing atmosphere. Entry fee is 75.28 USD. Recommended visit: 3 hours. Discover Azores Tide-Inspired Coastal Garden, a peaceful nature in Lisbon, Portugal, ideal for nature lovers. Open 09:00-17:00, entry 75.28 USD.",75.28,09:00-17:00,3 hours,3.7,"No. 456, Cultural Street, Lisbon",38.71648425754973,-9.176032091587752,"['solo women', 'with pets']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'Pet-friendly', 'pet water stations', 'Pet rest area']"
