attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Helsinki,Finland,Nature/Scenery/Park,Lumiwood Grove,"Lumiwood Grove is a nature in Helsinki, Finland, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.76 USD. Recommended visit: 3 hours. Discover Lumiwood Grove, a peaceful nature in Helsinki, Finland, ideal for nature lovers. Open 09:00-17:30, entry 11.76 USD.",11.76,09:00-17:30,3 hours,3.7,"No. 456, Xuefu Road, Helsinki",60.24771217242087,25.17186332103244,['foodie'],"['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Food markets', 'tasting tours']"
2,Helsinki,Finland,Nature/Scenery/Park,Greenwood Pathway Adventure,"Greenwood Pathway Adventure is a nature in Helsinki, Finland, popular for its natural scenery and relaxing atmosphere. Entry fee is 19.18 USD. Recommended visit: 3 hours. Discover Greenwood Pathway Adventure, a peaceful nature in Helsinki, Finland, ideal for nature lovers. Open 08:30-20:00, entry 19.18 USD.",19.18,08:30-20:00,3 hours,3.7,"590 Siam Road, Helsinki",60.25198103462908,25.06181171800976,"['nightlife enthusiast', 'couples trip', 'foodie']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'Food markets', 'tasting tours']"
3,Helsinki,Finland,Nature/Scenery/Park,Lumiwood Sanctuary,"Lumiwood Sanctuary is a nature in Helsinki, Finland, popular for its natural scenery and relaxing atmosphere. Entry fee is 12.93 USD. Recommended visit: 3 hours. Discover Lumiwood Sanctuary, a peaceful nature in Helsinki, Finland, ideal for nature lovers. Open 08:30-17:00, entry 12.93 USD.",12.93,08:30-17:00,3 hours,3.7,"982 Seaside Promenade, Helsinki",60.255573758421626,25.20534344132222,"['with children', 'with pets', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events']"
4,Helsinki,Finland,Nature/Scenery/Park,Finnish Bay Walk,"Finnish Bay Walk is a nature in Helsinki, Finland, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.57 USD. Recommended visit: 3 hours. Discover Finnish Bay Walk, a peaceful nature in Helsinki, Finland, ideal for nature lovers. Open 09:00-17:30, entry 7.57 USD.",7.57,09:00-17:30,3 hours,3.7,"No. 456, Xueyuan Road, Yuzhong District, Helsinki",60.21678769065262,25.111819989017164,"['solo women', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'High speed WiFi']"
5,Helsinki,Finland,Nature/Scenery/Park,Aurora Bay Ferry,"Aurora Bay Ferry is a nature in Helsinki, Finland, popular for its natural scenery and relaxing atmosphere. Entry fee is 3.36 USD. Recommended visit: 3 hours. Discover Aurora Bay Ferry, a peaceful nature in Helsinki, Finland, ideal for nature lovers. Open 08:00-19:00, entry 3.36 USD.",3.36,08:00-19:00,3 hours,3.7,"513 Changi Airport Road, Helsinki",60.23473556301458,24.97770696177367,"['solo women', 'foodie', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'Food markets', 'tasting tours', 'wheelchair rental', 'benches/rest areas']"
6,Helsinki,Finland,Nature/Scenery/Park,Kaihola Skywalk,"Kaihola Skywalk is a nature in Helsinki, Finland, popular for its natural scenery and relaxing atmosphere. Entry fee is 20.74 USD. Recommended visit: 3 hours. Discover Kaihola Skywalk, a peaceful nature in Helsinki, Finland, ideal for nature lovers. Open 08:30-17:00, entry 20.74 USD.",20.74,08:30-17:00,3 hours,3.7,"No. 19, Dongdan Street, Helsinki",60.18010995715568,25.06159536862081,"['with pets', 'foodie', 'disabled traveler']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'Food markets', 'tasting tours', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']"
7,Helsinki,Finland,Nature/Scenery/Park,Green Peak Culinary Escape,"Green Peak Culinary Escape is a nature in Helsinki, Finland, popular for its natural scenery and relaxing atmosphere. Entry fee is 2059.2 USD. Recommended visit: 3 hours. Discover Green Peak Culinary Escape, a peaceful nature in Helsinki, Finland, ideal for nature lovers. Open 08:30-17:30, entry 2059.2 USD.",2059.2,08:30-17:30,3 hours,3.7,"234 Nakanoshima-dori, Chuo Ward, Helsinki",60.251959866010566,25.026207671170503,"['foodie', 'disabled traveler', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Food markets', 'tasting tours', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'High speed WiFi']"
8,Helsinki,Finland,Nature/Scenery/Park,Sibelius Greenway Summit Pass,"Sibelius Greenway Summit Pass is a nature in Helsinki, Finland, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.87 USD. Recommended visit: 3 hours. Discover Sibelius Greenway Summit Pass, a peaceful nature in Helsinki, Finland, ideal for nature lovers. Open 08:30-17:00, entry 4.87 USD.",4.87,08:30-17:00,3 hours,3.7,"339 Chalong Beach Road, Helsinki",60.21517589833381,24.89634555830765,"['nightlife enthusiast', 'elderly travelers', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'wheelchair rental', 'benches/rest areas', 'High speed WiFi']"
9,Helsinki,Finland,Nature/Scenery/Park,Coastline Vista Point,"Coastline Vista Point is a nature in Helsinki, Finland, popular for its natural scenery and relaxing atmosphere. Entry fee is 17.5 USD. Recommended visit: 3 hours. Discover Coastline Vista Point, a peaceful nature in Helsinki, Finland, ideal for nature lovers. Open 10:00-18:00, entry 17.5 USD.",17.5,10:00-18:00,3 hours,3.7,"No. 456, Xuefu Road, Helsinki",60.23853736210528,24.98757763397192,"['photography', 'foodie', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'photo spots', 'guided photo tours', 'charging stations', 'Food markets', 'tasting tours', 'parking']"
10,Helsinki,Finland,Nature/Scenery/Park,LumiLabyrintti Playgrounds,"LumiLabyrintti Playgrounds is a nature in Helsinki, Finland, popular for its natural scenery and relaxing atmosphere. Entry fee is 12.53 USD. Recommended visit: 3 hours. Discover LumiLabyrintti Playgrounds, a peaceful nature in Helsinki, Finland, ideal for nature lovers. Open 08:30-17:30, entry 12.53 USD.",12.53,08:30-17:30,3 hours,3.7,"808 Suthep Road, Helsinki",60.190583847658864,25.155353177109525,"['fast-paced budget travel', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'wheelchair rental', 'benches/rest areas']"
