attraction_id,city_name,attraction_name,address,longitude,latitude,open_hours,ticket_price,overview,facilities,type,duration_of_visit,rate_of_restaurant,facilities_group,country
1,Phuket,Ocean Vista Phuket,"162 Marine Road, Phuket City",98.463125,7.998675,09:00-17:30,52.2,"Ocean Vista Phuket is a nature in Phuket, Thailand, popular for its natural scenery and relaxing atmosphere. Entry fee is 52.2 USD. Recommended visit: 3 hours. Discover Ocean Vista Phuket, a peaceful nature in Phuket, Thailand, ideal for nature lovers. Open 09:00-17:30, entry 52.2 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'parking', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Elderly Travelers', 'Pet Owners', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Luxury Travelers']",Thailand
2,Phuket,Simon Cabaret Experience Phuket,"779 Siam Road, Phuket Town",98.359747,7.905445,08:00-00:00,40.17,"Simon Cabaret Experience Phuket is a theme park in Phuket, Thailand, popular for its memorable experiences. Entry fee is 40.17 USD. Recommended visit: 8 hours. Discover Simon Cabaret Experience Phuket, a notable theme park in Phuket, Thailand, ideal for visitors. Open 08:00-00:00, entry 40.17 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'city passes', 'self-guided tours', 'food markets', 'tasting tours', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Theme Park/Amusement Park,8 hours,3.75,"['Family with children', 'Pet Owners', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'foodie']",Thailand
3,Phuket,Phuket Ocean View Center,"729 Sairee Road, Patong Beach",98.410008,7.751295,09:00-17:30,73.59,"Phuket Ocean View Center is a nature in Phuket, Thailand, popular for its natural scenery and relaxing atmosphere. Entry fee is 73.59 USD. Recommended visit: 3 hours. Discover Phuket Ocean View Center, a peaceful nature in Phuket, Thailand, ideal for nature lovers. Open 09:00-17:30, entry 73.59 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'night markets', 'bars', 'evening shows', 'parking', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi']",Nature/Scenery/Park,3 hours,3.7,"['Road trip', 'Nightlife Enthusiast', 'Disabled Travelers', 'Fast-Paced Budget Travel', 'Luxury Travelers']",Thailand
4,Phuket,Phuket: Phi Phi Island by Premium Cruise,"161 Nai Harn Beach Road, Phuket",98.346371,7.90172,08:00-17:00,3.13,"Phuket: Phi Phi Island by Premium Cruise is a nature in Phuket, Thailand, popular for its natural scenery and relaxing atmosphere. Entry fee is 3.13 USD. Recommended visit: 3 hours. Discover Phuket: Phi Phi Island by Premium Cruise, a peaceful nature in Phuket, Thailand, ideal for nature lovers. Open 08:00-17:00, entry 3.13 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Nightlife Enthusiast', 'Disabled Travelers', 'Luxury Travelers', 'foodie', 'Photography']",Thailand
5,Phuket,Carnival Wonderland Park,"487 Chalong Bay Road, Phuket",98.285374,8.078906,09:00-17:30,111.84,"Carnival Wonderland Park is a theme park in Phuket, Thailand, popular for its memorable experiences. Entry fee is 111.84 USD. Recommended visit: 8 hours. Discover Carnival Wonderland Park, a notable theme park in Phuket, Thailand, ideal for visitors. Open 09:00-17:30, entry 111.84 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']",Theme Park/Amusement Park,8 hours,3.75,"['Road trip', 'Elderly Travelers', 'Fast-Paced Budget Travel', 'couples trip', 'Solo Woman Travelers', 'Photography']",Thailand
6,Phuket,Siam Niramit Experience Phuket,"445 Thaweewong Road, Phuket Town",98.404211,7.8968,10:00-21:00,110.14,"Siam Niramit Experience Phuket is a historic site in Phuket, Thailand, popular for its memorable experiences. Entry fee is 110.14 USD. Recommended visit: 2 hours. Discover Siam Niramit Experience Phuket, a notable historic site in Phuket, Thailand, ideal for visitors. Open 10:00-21:00, entry 110.14 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Historic Site/Landmark,2 hours,3.5,"['Road trip', 'Elderly Travelers', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'couples trip']",Thailand
7,Phuket,Andamanda Phuket Bay,"469 Chalong Road, Phuket City",98.360491,7.753167,09:00-18:00,12.53,"Andamanda Phuket Bay is a nature in Phuket, Thailand, popular for its natural scenery and relaxing atmosphere. Entry fee is 12.53 USD. Recommended visit: 3 hours. Discover Andamanda Phuket Bay, a peaceful nature in Phuket, Thailand, ideal for nature lovers. Open 09:00-18:00, entry 12.53 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'food markets', 'tasting tours', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'wheelchair rental', 'benches/rest areas']",Nature/Scenery/Park,3 hours,3.7,"['Elderly Travelers', 'Disabled Travelers', 'Solo Woman Travelers', 'Luxury Travelers', 'foodie']",Thailand
8,Phuket,Andamanda Aqua Adventure,"719 Siam Road, Phuket City",98.481565,7.851889,09:00-17:30,10.08,"Andamanda Aqua Adventure is a theme park in Phuket, Thailand, popular for its memorable experiences. Entry fee is 10.08 USD. Recommended visit: 6 hours. Discover Andamanda Aqua Adventure, a notable theme park in Phuket, Thailand, ideal for visitors. Open 09:00-17:30, entry 10.08 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events', 'group tours', 'security', 'night markets', 'bars', 'evening shows', 'family restrooms', 'nursing facilities', 'high speed WiFi']",Theme Park/Amusement Park,6 hours,3.75,"['Family with children', 'Nightlife Enthusiast', 'Fast-Paced Budget Travel', 'Solo Woman Travelers', 'Luxury Travelers']",Thailand
9,Phuket,Dino Adventure Mini Golf,"283 Sirayakarn Road, Phuket City",98.300322,7.974639,10:00-19:00,7.49,"Dino Adventure Mini Golf is a theme park in Phuket, Thailand, popular for its memorable experiences. Entry fee is 7.49 USD. Recommended visit: 6 hours. Discover Dino Adventure Mini Golf, a notable theme park in Phuket, Thailand, ideal for visitors. Open 10:00-19:00, entry 7.49 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'group tours', 'security', 'family restrooms', 'nursing facilities', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'high speed WiFi', 'photo spots', 'guided photo tours', 'charging stations']",Theme Park/Amusement Park,6 hours,3.75,"['Family with children', 'Pet Owners', 'Disabled Travelers', 'Solo Woman Travelers', 'Photography']",Thailand
10,Phuket,Phuket Fantasea Spectacular,"327 Siam Road, Phuket City",98.49069,7.853507,10:00-21:00,53.21,"Phuket Fantasea Spectacular is a theme park in Phuket, Thailand, popular for its memorable experiences. Entry fee is 53.21 USD. Recommended visit: 8 hours. Discover Phuket Fantasea Spectacular, a notable theme park in Phuket, Thailand, ideal for visitors. Open 10:00-21:00, entry 53.21 USD.","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'pet-friendly', 'pet water stations', 'pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events', 'food markets', 'tasting tours', 'night markets', 'bars', 'evening shows', 'parking', 'photo spots', 'guided photo tours', 'charging stations']",Theme Park/Amusement Park,8 hours,3.75,"['Road trip', 'Pet Owners', 'Nightlife Enthusiast', 'Luxury Travelers', 'foodie', 'Photography']",Thailand
