attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Hannover,Germany,Nature/Scenery/Park,Lindenwood Reserve,"Lindenwood Reserve is a nature in Hannover, Germany, popular for its natural scenery and relaxing atmosphere. Entry fee is 24.24 USD. Recommended visit: 3 hours. Discover Lindenwood Reserve, a peaceful nature in Hannover, Germany, ideal for nature lovers. Open 08:00-20:00, entry 24.24 USD.",24.24,08:00-20:00,3 hours,3.7,"130 Chao Phraya River Promenade, Hannover",52.44235115040383,9.790625572831312,"['nightlife enthusiast', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'wheelchair rental', 'benches/rest areas']"
2,Hannover,Germany,Nature/Scenery/Park,Greenway Trails Discovery,"Greenway Trails Discovery is a nature in Hannover, Germany, popular for its natural scenery and relaxing atmosphere. Entry fee is 12.32 USD. Recommended visit: 3 hours. Discover Greenway Trails Discovery, a peaceful nature in Hannover, Germany, ideal for nature lovers. Open 09:00-17:00, entry 12.32 USD.",12.32,09:00-17:00,3 hours,3.7,"373 Samseong-ro, Gangnam-gu, Hannover",52.31971457821502,9.838289357705548,"['with pets', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'wheelchair rental', 'benches/rest areas']"
3,Hannover,Germany,Nature/Scenery/Park,Lindenwood Haven,"Lindenwood Haven is a nature in Hannover, Germany, popular for its natural scenery and relaxing atmosphere. Entry fee is 26.32 USD. Recommended visit: 3 hours. Discover Lindenwood Haven, a peaceful nature in Hannover, Germany, ideal for nature lovers. Open 08:30-17:00, entry 26.32 USD.",26.32,08:30-17:00,3 hours,3.7,"No. 456, Jiangbei Riverside Road, Hannover",52.35722556737845,9.665830237915522,"['nightlife enthusiast', 'with pets', 'couples trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'scenic spots', 'sunset cruises', 'special couples experiences']"
4,Hannover,Germany,Nature/Scenery/Park,Lindenwood Pathway,"Lindenwood Pathway is a nature in Hannover, Germany, popular for its natural scenery and relaxing atmosphere. Entry fee is 13.95 USD. Recommended visit: 3 hours. Discover Lindenwood Pathway, a peaceful nature in Hannover, Germany, ideal for nature lovers. Open 09:00-18:00, entry 13.95 USD.",13.95,09:00-18:00,3 hours,3.7,"633 Suthep Road, Hannover",52.39236399787236,9.834264959274572,"['business travelers', 'disabled traveler', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'High speed WiFi', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'parking']"
5,Hannover,Germany,Nature/Scenery/Park,Luminous River Walk,"Luminous River Walk is a nature in Hannover, Germany, popular for its natural scenery and relaxing atmosphere. Entry fee is 2059.2 USD. Recommended visit: 3 hours. Discover Luminous River Walk, a peaceful nature in Hannover, Germany, ideal for nature lovers. Open 08:30-17:30, entry 2059.2 USD.",2059.2,08:30-17:30,3 hours,3.7,"605 Rachadaphisek Road, Pathumwan, Hannover",52.32224251956382,9.818007260155518,"['couples trip', 'foodie', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'scenic spots', 'sunset cruises', 'special couples experiences', 'Food markets', 'tasting tours', 'High speed WiFi']"
6,Hannover,Germany,Nature/Scenery/Park,Eichenwald Heights,"Eichenwald Heights is a nature in Hannover, Germany, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.05 USD. Recommended visit: 3 hours. Discover Eichenwald Heights, a peaceful nature in Hannover, Germany, ideal for nature lovers. Open 08:30-20:00, entry 11.05 USD.",11.05,08:30-20:00,3 hours,3.7,"539 Nihonbashi 2-chome, Chuo Ward, Hannover",52.41257680900783,9.869642241496628,"['with pets', 'foodie', 'disabled traveler']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'Food markets', 'tasting tours', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']"
7,Hannover,Germany,Nature/Scenery/Park,Green Peak Culinary Escape,"Green Peak Culinary Escape is a nature in Hannover, Germany, popular for its natural scenery and relaxing atmosphere. Entry fee is 2.8 USD. Recommended visit: 3 hours. Discover Green Peak Culinary Escape, a peaceful nature in Hannover, Germany, ideal for nature lovers. Open 09:30-17:00, entry 2.8 USD.",2.8,09:30-17:00,3 hours,3.7,"101 Queen's Road Central, Hannover",52.30685535607704,9.855677220781685,"['with children', 'with pets', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events']"
8,Hannover,Germany,Nature/Scenery/Park,Hannover Heights Express Pass + Green Valley Sky Ride + Riverwood Gardens,"Hannover Heights Express Pass + Green Valley Sky Ride + Riverwood Gardens is a nature in Hannover, Germany, popular for its natural scenery and relaxing atmosphere. Entry fee is 37.95 USD. Recommended visit: 3 hours. Discover Hannover Heights Express Pass + Green Valley Sky Ride + Riverwood Gardens, a peaceful nature in Hannover, Germany, ideal for nature lovers. Open 10:00-22:00, entry 37.95 USD.",37.95,10:00-22:00,3 hours,3.7,"No. 123 Xujiahui Road, Hannover",52.32718334366116,9.796710325080962,"['with children', 'foodie']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'Food markets', 'tasting tours']"
9,Hannover,Germany,Nature/Scenery/Park,Horizon Heights,"Horizon Heights is a nature in Hannover, Germany, popular for its natural scenery and relaxing atmosphere. Entry fee is 3.36 USD. Recommended visit: 3 hours. Discover Horizon Heights, a peaceful nature in Hannover, Germany, ideal for nature lovers. Open 09:00-21:00, entry 3.36 USD.",3.36,09:00-21:00,3 hours,3.7,"No. 567, Xingqing West Road, Hannover",52.40052919080069,9.803281490663206,"['with children', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'parking']"
10,Hannover,Germany,Nature/Scenery/Park,Greenwave Explorers' Haven,"Greenwave Explorers' Haven is a nature in Hannover, Germany, popular for its natural scenery and relaxing atmosphere. Entry fee is 14.4 USD. Recommended visit: 3 hours. Discover Greenwave Explorers' Haven, a peaceful nature in Hannover, Germany, ideal for nature lovers. Open 09:00-17:30, entry 14.4 USD.",14.4,09:00-17:30,3 hours,3.7,"No. 456, Chang'an Road, Hannover",52.34804342186366,9.681949125500108,"['foodie', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Food markets', 'tasting tours', 'wheelchair rental', 'benches/rest areas']"
