attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Hartford,United States,Nature/Scenery/Park,Willowbrook Greenway,"Willowbrook Greenway is a nature in Hartford, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.12 USD. Recommended visit: 3 hours. Discover Willowbrook Greenway, a peaceful nature in Hartford, United States, ideal for nature lovers. Open 09:00-17:30, entry 4.12 USD.",4.12,09:00-17:30,3 hours,3.7,"No. 456, Xiamen Cultural Park, Hartford",41.80683414725953,-72.70508256874395,"['with pets', 'couples trip', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'scenic spots', 'sunset cruises', 'special couples experiences', 'High speed WiFi']"
2,Hartford,United States,Nature/Scenery/Park,Willowbrook Greenway Adventure,"Willowbrook Greenway Adventure is a nature in Hartford, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 2.0 USD. Recommended visit: 3 hours. Discover Willowbrook Greenway Adventure, a peaceful nature in Hartford, United States, ideal for nature lovers. Open 09:30-17:00, entry 2.0 USD.",2.0,09:30-17:00,3 hours,3.7,"No. 456, West Lake Scenic Avenue, Hartford",41.7935901791251,-72.69246435977458,"['fast-paced budget travel', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events']"
3,Hartford,United States,Nature/Scenery/Park,Willowbrook Serenity Grove,"Willowbrook Serenity Grove is a nature in Hartford, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 5.6 USD. Recommended visit: 3 hours. Discover Willowbrook Serenity Grove, a peaceful nature in Hartford, United States, ideal for nature lovers. Open 08:00-17:30, entry 5.6 USD.",5.6,08:00-17:30,3 hours,3.7,"539 Nai Harn Road, Hartford",41.74641948736861,-72.6983864364407,['fast-paced budget travel'],"['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours']"
4,Hartford,United States,Nature/Scenery/Park,Willowbrook Riverside Trail,"Willowbrook Riverside Trail is a nature in Hartford, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 13.95 USD. Recommended visit: 3 hours. Discover Willowbrook Riverside Trail, a peaceful nature in Hartford, United States, ideal for nature lovers. Open 09:00-17:30, entry 13.95 USD.",13.95,09:00-17:30,3 hours,3.7,"350 Shinsaibashi Street, Chuo Ward, Hartford",41.78375568797464,-72.65078028163126,"['fast-paced budget travel', 'with pets', 'couples trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'scenic spots', 'sunset cruises', 'special couples experiences']"
5,Hartford,United States,Nature/Scenery/Park,Moonbeam River Journey,"Moonbeam River Journey is a nature in Hartford, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 6.17 USD. Recommended visit: 3 hours. Discover Moonbeam River Journey, a peaceful nature in Hartford, United States, ideal for nature lovers. Open 09:00-17:00, entry 6.17 USD.",6.17,09:00-17:00,3 hours,3.7,"679 Sathorn Unique Tower, Silom Road, Hartford",41.77585441201091,-72.6811930488621,"['nightlife enthusiast', 'fast-paced budget travel', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'city passes', 'luggage storage', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events']"
6,Hartford,United States,Nature/Scenery/Park,Evergreen Hollow Preserve,"Evergreen Hollow Preserve is a nature in Hartford, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.76 USD. Recommended visit: 3 hours. Discover Evergreen Hollow Preserve, a peaceful nature in Hartford, United States, ideal for nature lovers. Open 09:00-17:30, entry 11.76 USD.",11.76,09:00-17:30,3 hours,3.7,"365 Sakura Street, Naka Ward, Hartford",41.79696214219236,-72.6529194299156,"['fast-paced budget travel', 'solo women', 'couples trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'group tours', 'security', 'scenic spots', 'sunset cruises', 'special couples experiences']"
7,Hartford,United States,Nature/Scenery/Park,Evergreen Ridge Culinary Escape,"Evergreen Ridge Culinary Escape is a nature in Hartford, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 17.5 USD. Recommended visit: 3 hours. Discover Evergreen Ridge Culinary Escape, a peaceful nature in Hartford, United States, ideal for nature lovers. Open 09:00-17:30, entry 17.5 USD.",17.5,09:00-17:30,3 hours,3.7,"372 Nakanoshima-dori, Kita-ku, Hartford",41.77987522193925,-72.6584541981484,"['with children', 'with pets', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'High speed WiFi']"
8,Hartford,United States,Nature/Scenery/Park,Connecticut Valley Scenic Express Pass + Wadsworth Falls Cable Car Tour + Hillside Nature Trail,"Connecticut Valley Scenic Express Pass + Wadsworth Falls Cable Car Tour + Hillside Nature Trail is a nature in Hartford, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 5.15 USD. Recommended visit: 3 hours. Discover Connecticut Valley Scenic Express Pass + Wadsworth Falls Cable Car Tour + Hillside Nature Trail, a peaceful nature in Hartford, United States, ideal for nature lovers. Open 09:00-21:00, entry 5.15 USD.",5.15,09:00-21:00,3 hours,3.7,"978 Siam Road, Patong Beach, Hartford",41.7480957019909,-72.68921543411591,"['fast-paced budget travel', 'disabled traveler', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'wheelchair rental', 'benches/rest areas']"
9,Hartford,United States,Nature/Scenery/Park,Skyline Grove,"Skyline Grove is a nature in Hartford, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 2.8 USD. Recommended visit: 3 hours. Discover Skyline Grove, a peaceful nature in Hartford, United States, ideal for nature lovers. Open 09:00-18:00, entry 2.8 USD.",2.8,09:00-18:00,3 hours,3.7,"975 Sakura Street, Hartford",41.77034692280935,-72.70437189980649,"['foodie', 'solo women', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Food markets', 'tasting tours', 'group tours', 'security', 'private tours', 'skip the line passes', 'VIP exclusive events']"
10,Hartford,United States,Nature/Scenery/Park,Greenhaven Explorers' Grove,"Greenhaven Explorers' Grove is a nature in Hartford, United States, popular for its natural scenery and relaxing atmosphere. Entry fee is 51.08 USD. Recommended visit: 3 hours. Discover Greenhaven Explorers' Grove, a peaceful nature in Hartford, United States, ideal for nature lovers. Open 08:30-17:00, entry 51.08 USD.",51.08,08:30-17:00,3 hours,3.7,"811/18 Maha Chai Road, Hartford",41.73810985197876,-72.6744505356154,"['fast-paced budget travel', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events']"
