attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Natori,Japan,Nature/Scenery/Park,Kuroda Forest Reserve,"Kuroda Forest Reserve is a nature in Natori, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 51.08 USD. Recommended visit: 3 hours. Discover Kuroda Forest Reserve, a peaceful nature in Natori, Japan, ideal for nature lovers. Open 09:00-17:30, entry 51.08 USD.",51.08,09:00-17:30,3 hours,3.7,"809 Suthep Road, Natori",38.17805569493204,140.90826545964447,"['with children', 'with pets', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'High speed WiFi']"
2,Natori,Japan,Nature/Scenery/Park,Verdant Valley Trek,"Verdant Valley Trek is a nature in Natori, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 43.59 USD. Recommended visit: 3 hours. Discover Verdant Valley Trek, a peaceful nature in Natori, Japan, ideal for nature lovers. Open 09:00-17:30, entry 43.59 USD.",43.59,09:00-17:30,3 hours,3.7,"508 Bukit Timah Road, Natori",38.21083584469655,140.79953670861156,"['foodie', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Food markets', 'tasting tours', 'High speed WiFi']"
3,Natori,Japan,Nature/Scenery/Park,Hakone Skyward Grove,"Hakone Skyward Grove is a nature in Natori, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 14.4 USD. Recommended visit: 3 hours. Discover Hakone Skyward Grove, a peaceful nature in Natori, Japan, ideal for nature lovers. Open 09:30-17:00, entry 14.4 USD.",14.4,09:30-17:00,3 hours,3.7,"141 Sakura Street, Chuo Ward, Natori",38.1257751402517,140.88105177019366,"['nightlife enthusiast', 'photography', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'photo spots', 'guided photo tours', 'charging stations', 'private tours', 'skip the line passes', 'VIP exclusive events']"
4,Natori,Japan,Nature/Scenery/Park,Mizuho Bay Walk,"Mizuho Bay Walk is a nature in Natori, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.35 USD. Recommended visit: 3 hours. Discover Mizuho Bay Walk, a peaceful nature in Natori, Japan, ideal for nature lovers. Open 09:00-17:30, entry 7.35 USD.",7.35,09:00-17:30,3 hours,3.7,"324 Seaside Promenade, Natori",38.19278660973431,140.85498399264523,"['with children', 'fast-paced budget travel', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'city passes', 'luggage storage', 'self-guided tours', 'private tours', 'skip the line passes', 'VIP exclusive events']"
5,Natori,Japan,Nature/Scenery/Park,Lunar Bay Serenade,"Lunar Bay Serenade is a nature in Natori, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 2.8 USD. Recommended visit: 3 hours. Discover Lunar Bay Serenade, a peaceful nature in Natori, Japan, ideal for nature lovers. Open 08:30-17:30, entry 2.8 USD.",2.8,08:30-17:30,3 hours,3.7,"248 Gwanghwamun-ro, Jongno-gu, Natori",38.19527218829437,140.80488344630018,"['road trip', 'with pets', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'parking', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'High speed WiFi']"
6,Natori,Japan,Nature/Scenery/Park,Evergreen Hollow Reserve,"Evergreen Hollow Reserve is a nature in Natori, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 6.72 USD. Recommended visit: 3 hours. Discover Evergreen Hollow Reserve, a peaceful nature in Natori, Japan, ideal for nature lovers. Open 08:30-17:00, entry 6.72 USD.",6.72,08:30-17:00,3 hours,3.7,"No. 128, Tianhe Road, Tianhe District, Natori",38.14887877635133,140.81598280795396,"['with children', 'photography', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'photo spots', 'guided photo tours', 'charging stations', 'wheelchair rental', 'benches/rest areas']"
7,Natori,Japan,Nature/Scenery/Park,Verdant Vista Eco Retreat,"Verdant Vista Eco Retreat is a nature in Natori, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 13.3 USD. Recommended visit: 3 hours. Discover Verdant Vista Eco Retreat, a peaceful nature in Natori, Japan, ideal for nature lovers. Open 06:00-20:00, entry 13.3 USD.",13.3,06:00-20:00,3 hours,3.7,"843 Shinsaibashi Dori, Chuo Ward, Natori",38.154414445917695,140.82486856593124,"['solo women', 'photography', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'photo spots', 'guided photo tours', 'charging stations', 'High speed WiFi']"
8,Natori,Japan,Nature/Scenery/Park,Sakura Ridge Scenic Express Pass,"Sakura Ridge Scenic Express Pass is a nature in Natori, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.7 USD. Recommended visit: 3 hours. Discover Sakura Ridge Scenic Express Pass, a peaceful nature in Natori, Japan, ideal for nature lovers. Open 08:30-17:00, entry 7.7 USD.",7.7,08:30-17:00,3 hours,3.7,"721-8745 Sapporo City, Nishi 1-chome, Natori",38.151399132707446,140.83274605346415,"['couples trip', 'elderly travelers', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'scenic spots', 'sunset cruises', 'special couples experiences', 'wheelchair rental', 'benches/rest areas', 'High speed WiFi']"
9,Natori,Japan,Nature/Scenery/Park,Tide Whisper Trail,"Tide Whisper Trail is a nature in Natori, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 3.36 USD. Recommended visit: 3 hours. Discover Tide Whisper Trail, a peaceful nature in Natori, Japan, ideal for nature lovers. Open 08:30-18:00, entry 3.36 USD.",3.36,08:30-18:00,3 hours,3.7,"804 Suthep Road, Natori",38.14163226503253,140.8402638161753,"['with children', 'fast-paced budget travel', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'city passes', 'luggage storage', 'self-guided tours', 'wheelchair rental', 'benches/rest areas']"
10,Natori,Japan,Nature/Scenery/Park,Echo Ridge Discovery Park,"Echo Ridge Discovery Park is a nature in Natori, Japan, popular for its natural scenery and relaxing atmosphere. Entry fee is 24.24 USD. Recommended visit: 3 hours. Discover Echo Ridge Discovery Park, a peaceful nature in Natori, Japan, ideal for nature lovers. Open 09:30-17:00, entry 24.24 USD.",24.24,09:30-17:00,3 hours,3.7,"212 Riverside Lane, Natori",38.179357080083065,140.86458227193867,"['nightlife enthusiast', 'solo women']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'group tours', 'security']"
