attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Tallinn,Estonia,Nature/Scenery/Park,Kalev Forest Reserve,"Kalev Forest Reserve is a nature in Tallinn, Estonia, popular for its natural scenery and relaxing atmosphere. Entry fee is 1.4 USD. Recommended visit: 3 hours. Discover Kalev Forest Reserve, a peaceful nature in Tallinn, Estonia, ideal for nature lovers. Open 08:00-17:30, entry 1.4 USD.",1.4,08:00-17:30,3 hours,3.7,"552-8901 Sapporo City, Nishi 1-chome, Tallinn",59.4392403851542,24.70575307269741,"['photography', 'foodie', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'photo spots', 'guided photo tours', 'charging stations', 'Food markets', 'tasting tours', 'wheelchair rental', 'benches/rest areas']"
2,Tallinn,Estonia,Nature/Scenery/Park,Woodland Wonders Trail,"Woodland Wonders Trail is a nature in Tallinn, Estonia, popular for its natural scenery and relaxing atmosphere. Entry fee is 24.24 USD. Recommended visit: 3 hours. Discover Woodland Wonders Trail, a peaceful nature in Tallinn, Estonia, ideal for nature lovers. Open 09:00-17:00, entry 24.24 USD.",24.24,09:00-17:00,3 hours,3.7,"701 Shirokane Street, Chuo Ward, Tallinn",59.39556961748032,24.78795306522331,"['luxury travelers', 'couples trip', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'scenic spots', 'sunset cruises', 'special couples experiences', 'High speed WiFi']"
3,Tallinn,Estonia,Nature/Scenery/Park,Väo Hill Sanctuary,"Väo Hill Sanctuary is a nature in Tallinn, Estonia, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.12 USD. Recommended visit: 3 hours. Discover Väo Hill Sanctuary, a peaceful nature in Tallinn, Estonia, ideal for nature lovers. Open 09:00-21:00, entry 4.12 USD.",4.12,09:00-21:00,3 hours,3.7,"445 Thaweewong Road, Tallinn",59.460994723261706,24.87069181362511,"['foodie', 'elderly travelers', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Food markets', 'tasting tours', 'wheelchair rental', 'benches/rest areas', 'parking']"
4,Tallinn,Estonia,Nature/Scenery/Park,Old Harbor Walkway,"Old Harbor Walkway is a nature in Tallinn, Estonia, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.05 USD. Recommended visit: 3 hours. Discover Old Harbor Walkway, a peaceful nature in Tallinn, Estonia, ideal for nature lovers. Open 09:30-17:00, entry 11.05 USD.",11.05,09:30-17:00,3 hours,3.7,"866 Seokjang-ro, Ssangmundong-gu, Tallinn",59.427580368836416,24.69309129102044,"['with children', 'with pets']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'Pet-friendly', 'pet water stations', 'Pet rest area']"
5,Tallinn,Estonia,Nature/Scenery/Park,Moonlit Bay Excursion,"Moonlit Bay Excursion is a nature in Tallinn, Estonia, popular for its natural scenery and relaxing atmosphere. Entry fee is 5.15 USD. Recommended visit: 3 hours. Discover Moonlit Bay Excursion, a peaceful nature in Tallinn, Estonia, ideal for nature lovers. Open 08:00-20:00, entry 5.15 USD.",5.15,08:00-20:00,3 hours,3.7,"862-876 Nishi 1-chome, Tallinn",59.4466218313997,24.59213779045632,"['nightlife enthusiast', 'photography', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'photo spots', 'guided photo tours', 'charging stations', 'parking']"
6,Tallinn,Estonia,Nature/Scenery/Park,Välihõrri Heights,"Välihõrri Heights is a nature in Tallinn, Estonia, popular for its natural scenery and relaxing atmosphere. Entry fee is 94.11 USD. Recommended visit: 3 hours. Discover Välihõrri Heights, a peaceful nature in Tallinn, Estonia, ideal for nature lovers. Open 08:30-17:30, entry 94.11 USD.",94.11,08:30-17:30,3 hours,3.7,"156 Nathan Road, Tallinn",59.42200472761732,24.654630513425545,['couples trip'],"['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'scenic spots', 'sunset cruises', 'special couples experiences']"
7,Tallinn,Estonia,Nature/Scenery/Park,Valka Ridge Eatscape,"Valka Ridge Eatscape is a nature in Tallinn, Estonia, popular for its natural scenery and relaxing atmosphere. Entry fee is 8.65 USD. Recommended visit: 3 hours. Discover Valka Ridge Eatscape, a peaceful nature in Tallinn, Estonia, ideal for nature lovers. Open 09:30-17:00, entry 8.65 USD.",8.65,09:30-17:00,3 hours,3.7,"354/49 Moo 5, Khlong Luang Road, Khlong Luang, Tallinn",59.469154939503134,24.711545048301225,"['with children', 'foodie', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'Food markets', 'tasting tours', 'wheelchair rental', 'benches/rest areas']"
8,Tallinn,Estonia,Nature/Scenery/Park,Kadriorg Skyline Express + Väo Hill Cable Car + Forest View Pavilion,"Kadriorg Skyline Express + Väo Hill Cable Car + Forest View Pavilion is a nature in Tallinn, Estonia, popular for its natural scenery and relaxing atmosphere. Entry fee is 13.3 USD. Recommended visit: 3 hours. Discover Kadriorg Skyline Express + Väo Hill Cable Car + Forest View Pavilion, a peaceful nature in Tallinn, Estonia, ideal for nature lovers. Open 08:30-17:00, entry 13.3 USD.",13.3,08:30-17:00,3 hours,3.7,"No. 456 Skyview Avenue, Tallinn",59.44515443469353,24.758946210755067,"['fast-paced budget travel', 'solo women', 'disabled traveler']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'group tours', 'security', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']"
9,Tallinn,Estonia,Nature/Scenery/Park,Coastline Haven,"Coastline Haven is a nature in Tallinn, Estonia, popular for its natural scenery and relaxing atmosphere. Entry fee is 5.6 USD. Recommended visit: 3 hours. Discover Coastline Haven, a peaceful nature in Tallinn, Estonia, ideal for nature lovers. Open 08:30-17:00, entry 5.6 USD.",5.6,08:30-17:00,3 hours,3.7,"843 Shinsaibashi Dori, Chuo Ward, Tallinn",59.41789845662408,24.649520047846643,"['luxury travelers', 'disabled traveler', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'High speed WiFi']"
10,Tallinn,Estonia,Nature/Scenery/Park,Lila Treehouse Grove,"Lila Treehouse Grove is a nature in Tallinn, Estonia, popular for its natural scenery and relaxing atmosphere. Entry fee is 294.64 USD. Recommended visit: 3 hours. Discover Lila Treehouse Grove, a peaceful nature in Tallinn, Estonia, ideal for nature lovers. Open 10:00-22:00, entry 294.64 USD.",294.64,10:00-22:00,3 hours,3.7,"107 Seaside Promenade, Tallinn",59.48440054270731,24.85039431866697,"['luxury travelers', 'disabled traveler']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'private tours', 'skip the line passes', 'VIP exclusive events', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']"
