attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Florianópolis,Brazil,Nature/Scenery/Park,Lagoa dos Sonhos Reserve,"Lagoa dos Sonhos Reserve is a nature in Florianópolis, Brazil, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.35 USD. Recommended visit: 3 hours. Discover Lagoa dos Sonhos Reserve, a peaceful nature in Florianópolis, Brazil, ideal for nature lovers. Open 09:00-17:30, entry 7.35 USD.",7.35,09:00-17:30,3 hours,3.7,"No. 588, Xingcheng Road, Florianópolis",-27.65859092757304,-48.53800939549016,"['couples trip', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'scenic spots', 'sunset cruises', 'special couples experiences', 'private tours', 'skip the line passes', 'VIP exclusive events']"
2,Florianópolis,Brazil,Nature/Scenery/Park,Lagoa dos Sonhos Wildscape Trek,"Lagoa dos Sonhos Wildscape Trek is a nature in Florianópolis, Brazil, popular for its natural scenery and relaxing atmosphere. Entry fee is 33.27 USD. Recommended visit: 3 hours. Discover Lagoa dos Sonhos Wildscape Trek, a peaceful nature in Florianópolis, Brazil, ideal for nature lovers. Open 09:30-17:00, entry 33.27 USD.",33.27,09:30-17:00,3 hours,3.7,"No. 456, Xiamen Bay Road, Florianópolis",-27.513944450059952,-48.51780102035825,"['with children', 'couples trip', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking']"
3,Florianópolis,Brazil,Nature/Scenery/Park,Coraline Grove,"Coraline Grove is a nature in Florianópolis, Brazil, popular for its natural scenery and relaxing atmosphere. Entry fee is 6.17 USD. Recommended visit: 3 hours. Discover Coraline Grove, a peaceful nature in Florianópolis, Brazil, ideal for nature lovers. Open 09:00-17:00, entry 6.17 USD.",6.17,09:00-17:00,3 hours,3.7,"290 Nishinari-ku, Florianópolis",-27.68080788184572,-48.48213275501167,"['elderly travelers', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'wheelchair rental', 'benches/rest areas', 'parking']"
4,Florianópolis,Brazil,Nature/Scenery/Park,Lagoa do Meio Adventure Trail,"Lagoa do Meio Adventure Trail is a nature in Florianópolis, Brazil, popular for its natural scenery and relaxing atmosphere. Entry fee is 294.64 USD. Recommended visit: 3 hours. Discover Lagoa do Meio Adventure Trail, a peaceful nature in Florianópolis, Brazil, ideal for nature lovers. Open 08:30-17:30, entry 294.64 USD.",294.64,08:30-17:30,3 hours,3.7,"833 Rachadaphisek Road, Pathum Wan, Florianópolis",-27.447947597173226,-48.415376093516464,"['fast-paced budget travel', 'elderly travelers', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'wheelchair rental', 'benches/rest areas', 'High speed WiFi']"
5,Florianópolis,Brazil,Nature/Scenery/Park,Lagoon Moonlight Sail,"Lagoon Moonlight Sail is a nature in Florianópolis, Brazil, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.36 USD. Recommended visit: 3 hours. Discover Lagoon Moonlight Sail, a peaceful nature in Florianópolis, Brazil, ideal for nature lovers. Open 09:30-17:00, entry 4.36 USD.",4.36,09:30-17:00,3 hours,3.7,"345 Victoria Harbour Road, Florianópolis",-27.69321529356888,-48.52922279130201,"['nightlife enthusiast', 'couples trip', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'private tours', 'skip the line passes', 'VIP exclusive events']"
6,Florianópolis,Brazil,Nature/Scenery/Park,Cristaline Ridge,"Cristaline Ridge is a nature in Florianópolis, Brazil, popular for its natural scenery and relaxing atmosphere. Entry fee is 13.95 USD. Recommended visit: 3 hours. Discover Cristaline Ridge, a peaceful nature in Florianópolis, Brazil, ideal for nature lovers. Open 08:30-17:00, entry 13.95 USD.",13.95,08:30-17:00,3 hours,3.7,"No. 456, Cultural Avenue, Florianópolis",-27.47426296080507,-48.38103040716658,['nightlife enthusiast'],"['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows']"
7,Florianópolis,Brazil,Nature/Scenery/Park,Verdant Vista Escapade,"Verdant Vista Escapade is a nature in Florianópolis, Brazil, popular for its natural scenery and relaxing atmosphere. Entry fee is 5.6 USD. Recommended visit: 3 hours. Discover Verdant Vista Escapade, a peaceful nature in Florianópolis, Brazil, ideal for nature lovers. Open 08:30-17:00, entry 5.6 USD.",5.6,08:30-17:00,3 hours,3.7,"No. 188, Xiamen Cultural Square, Florianópolis",-27.52485958191061,-48.510066665374254,"['nightlife enthusiast', 'with pets', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'private tours', 'skip the line passes', 'VIP exclusive events']"
8,Florianópolis,Brazil,Nature/Scenery/Park,Lagoa da Conceição Skyline Explorer Pass,"Lagoa da Conceição Skyline Explorer Pass is a nature in Florianópolis, Brazil, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.57 USD. Recommended visit: 3 hours. Discover Lagoa da Conceição Skyline Explorer Pass, a peaceful nature in Florianópolis, Brazil, ideal for nature lovers. Open 09:00-17:30, entry 7.57 USD.",7.57,09:00-17:30,3 hours,3.7,"786 Sairee Road, Patong Beach, Florianópolis",-27.517843153534887,-48.43308965379352,"['with children', 'couples trip', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'scenic spots', 'sunset cruises', 'special couples experiences', 'private tours', 'skip the line passes', 'VIP exclusive events']"
9,Florianópolis,Brazil,Nature/Scenery/Park,Azure Horizon Grove,"Azure Horizon Grove is a nature in Florianópolis, Brazil, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.12 USD. Recommended visit: 3 hours. Discover Azure Horizon Grove, a peaceful nature in Florianópolis, Brazil, ideal for nature lovers. Open 08:00-20:00, entry 4.12 USD.",4.12,08:00-20:00,3 hours,3.7,"112 Shinsaibashi Dori, Chuo Ward, Florianópolis",-27.478405663454406,-48.42305843143463,"['nightlife enthusiast', 'couples trip', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'parking']"
10,Florianópolis,Brazil,Nature/Scenery/Park,VerdeVista EcoPlaygrounds,"VerdeVista EcoPlaygrounds is a nature in Florianópolis, Brazil, popular for its natural scenery and relaxing atmosphere. Entry fee is 10.5 USD. Recommended visit: 3 hours. Discover VerdeVista EcoPlaygrounds, a peaceful nature in Florianópolis, Brazil, ideal for nature lovers. Open 09:00-18:00, entry 10.5 USD.",10.5,09:00-18:00,3 hours,3.7,"No. 456, Zhongshan Road, Florianópolis",-27.771899270783816,-48.48904916957129,"['solo women', 'elderly travelers', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'wheelchair rental', 'benches/rest areas', 'High speed WiFi']"
