attraction_id,city_name,country,type,attraction_name,overview,ticket_price,open_hours,duration_of_visit,rate_of_restaurant,address,latitude,longitude,facilities_group,facilities
1,Mandalay,Myanmar,Nature/Scenery/Park,Inle Lake Nature Reserve,"Inle Lake Nature Reserve is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.36 USD. Recommended visit: 3 hours. Discover Inle Lake Nature Reserve, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 08:30-20:00, entry 4.36 USD.",4.36,08:30-20:00,3 hours,3.7,"868 Beachside Lane, Mandalay",21.989879283304614,96.17044933127345,"['photography', 'with pets', 'foodie']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'photo spots', 'guided photo tours', 'charging stations', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'Food markets', 'tasting tours']"
2,Mandalay,Myanmar,Nature/Scenery/Park,Talayawaddy Riverside Walk,"Talayawaddy Riverside Walk is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 4.87 USD. Recommended visit: 3 hours. Discover Talayawaddy Riverside Walk, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 08:30-17:30, entry 4.87 USD.",4.87,08:30-17:30,3 hours,3.7,"667 Shiroiwa Street, Mandalay",22.04327198853233,96.16368159270372,"['solo women', 'disabled traveler', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'group tours', 'security', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'parking']"
3,Mandalay,Myanmar,Nature/Scenery/Park,Emerald Valley Sanctuary,"Emerald Valley Sanctuary is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 20.74 USD. Recommended visit: 3 hours. Discover Emerald Valley Sanctuary, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 08:30-17:30, entry 20.74 USD.",20.74,08:30-17:30,3 hours,3.7,"No. 588, Jiangbeilu, Yuzhong District, Mandalay",21.86193665426689,96.11964512013836,['road trip'],"['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'parking']"
4,Mandalay,Myanmar,Nature/Scenery/Park,Inle Lake Serenity Walk,"Inle Lake Serenity Walk is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.57 USD. Recommended visit: 3 hours. Discover Inle Lake Serenity Walk, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 09:30-17:00, entry 7.57 USD.",7.57,09:30-17:00,3 hours,3.7,"570 Kita-Ku Street, Mandalay",22.05030798650469,96.22012333327632,"['fast-paced budget travel', 'couples trip', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'scenic spots', 'sunset cruises', 'special couples experiences', 'private tours', 'skip the line passes', 'VIP exclusive events']"
5,Mandalay,Myanmar,Nature/Scenery/Park,Moonlit Riverside Journey,"Moonlit Riverside Journey is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 19.18 USD. Recommended visit: 3 hours. Discover Moonlit Riverside Journey, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 09:00-21:00, entry 19.18 USD.",19.18,09:00-21:00,3 hours,3.7,"No. 123, Changping District, Mandalay",22.030499004745103,96.08674417057505,['business travelers'],"['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'High speed WiFi']"
6,Mandalay,Myanmar,Nature/Scenery/Park,Emerald Ridge Sanctuary,"Emerald Ridge Sanctuary is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 29.53 USD. Recommended visit: 3 hours. Discover Emerald Ridge Sanctuary, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 08:30-17:00, entry 29.53 USD.",29.53,08:30-17:00,3 hours,3.7,"No. 128, Tianhe Road, Tianhe District, Mandalay",21.913550403736107,96.01952444000166,"['with children', 'photography', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'family restrooms', 'Nursing facilities', 'photo spots', 'guided photo tours', 'charging stations', 'private tours', 'skip the line passes', 'VIP exclusive events']"
7,Mandalay,Myanmar,Nature/Scenery/Park,Emerald Ridge Eco Haven,"Emerald Ridge Eco Haven is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 12.53 USD. Recommended visit: 3 hours. Discover Emerald Ridge Eco Haven, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 08:30-17:00, entry 12.53 USD.",12.53,08:30-17:00,3 hours,3.7,"513 Shirokane Street, Chuo Ward, Mandalay",22.04612167617861,96.32101110909468,['nightlife enthusiast'],"['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows']"
8,Mandalay,Myanmar,Nature/Scenery/Park,Inle Lake Scenic Loop Adventure,"Inle Lake Scenic Loop Adventure is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 294.64 USD. Recommended visit: 3 hours. Discover Inle Lake Scenic Loop Adventure, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 09:00-17:30, entry 294.64 USD.",294.64,09:00-17:30,3 hours,3.7,"394 Shinsaibashi Dori, Chuo Ward, Mandalay",21.81134687927365,96.1177902095446,"['with pets', 'disabled traveler', 'road trip']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'parking']"
9,Mandalay,Myanmar,Nature/Scenery/Park,Twin Peaks Outlook,"Twin Peaks Outlook is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 17.5 USD. Recommended visit: 3 hours. Discover Twin Peaks Outlook, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 08:00-20:00, entry 17.5 USD.",17.5,08:00-20:00,3 hours,3.7,"No. 456 Riverside Avenue, Mandalay",22.03442638610273,96.16731989635063,"['fast-paced budget travel', 'with pets', 'elderly travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'wheelchair rental', 'benches/rest areas']"
10,Mandalay,Myanmar,Nature/Scenery/Park,Green Haven Eco-Playland,"Green Haven Eco-Playland is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 7.35 USD. Recommended visit: 3 hours. Discover Green Haven Eco-Playland, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 08:30-17:30, entry 7.35 USD.",7.35,08:30-17:30,3 hours,3.7,"No. 89, Juyong Pass Road, Mandalay",22.06217446808049,96.21114056469516,['nightlife enthusiast'],"['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows']"
11,Mandalay,Myanmar,Nature/Scenery/Park,Mandalay Bay Mangrove Sanctuary,"Mandalay Bay Mangrove Sanctuary is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 11.76 USD. Recommended visit: 3 hours. Discover Mandalay Bay Mangrove Sanctuary, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 08:00-19:00, entry 11.76 USD.",11.76,08:00-19:00,3 hours,3.7,"No. 456, Xiamen Cultural Park, Mandalay",21.78612584944975,96.13942621644922,['fast-paced budget travel'],"['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours']"
12,Mandalay,Myanmar,Nature/Scenery/Park,Inle Riverside Sanctuary,"Inle Riverside Sanctuary is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 10.5 USD. Recommended visit: 3 hours. Discover Inle Riverside Sanctuary, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 10:00-22:00, entry 10.5 USD.",10.5,10:00-22:00,3 hours,3.7,"630 Suthep Road, Mandalay",22.08720725971437,96.16995496951688,"['with pets', 'disabled traveler']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'Pet-friendly', 'pet water stations', 'Pet rest area', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']"
13,Mandalay,Myanmar,Nature/Scenery/Park,Emerald Valley Thermal Retreat,"Emerald Valley Thermal Retreat is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 26.32 USD. Recommended visit: 3 hours. Discover Emerald Valley Thermal Retreat, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 08:30-17:00, entry 26.32 USD.",26.32,08:30-17:00,3 hours,3.7,"468 Gyeongbokgung-ro, Jongno-gu, Mandalay",22.002618465178568,96.10687927790732,['nightlife enthusiast'],"['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows']"
14,Mandalay,Myanmar,Nature/Scenery/Park,Emerald Ripple Garden,"Emerald Ripple Garden is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 12.32 USD. Recommended visit: 3 hours. Discover Emerald Ripple Garden, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 08:00-20:00, entry 12.32 USD.",12.32,08:00-20:00,3 hours,3.7,"641 Seongsan-ro, Mandalay",21.869741295215587,96.15608857774524,"['fast-paced budget travel', 'disabled traveler', 'business travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'city passes', 'luggage storage', 'self-guided tours', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'High speed WiFi']"
15,Mandalay,Myanmar,Nature/Scenery/Park,Taman Sari Green Haven,"Taman Sari Green Haven is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 22.61 USD. Recommended visit: 3 hours. Discover Taman Sari Green Haven, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 08:30-17:00, entry 22.61 USD.",22.61,08:30-17:00,3 hours,3.7,"748 Thaweewong Road, Mandalay",21.94336112279766,96.08861116960117,"['couples trip', 'disabled traveler', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms', 'private tours', 'skip the line passes', 'VIP exclusive events']"
16,Mandalay,Myanmar,Nature/Scenery/Park,Emerald Horizon Skyway,"Emerald Horizon Skyway is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 116.65 USD. Recommended visit: 3 hours. Discover Emerald Horizon Skyway, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 09:00-17:00, entry 116.65 USD.",116.65,09:00-17:00,3 hours,3.7,"992-8-11 Asakusa 1-chome, Taito City, Mandalay",21.84912117977948,96.1491045621746,"['nightlife enthusiast', 'couples trip', 'luxury travelers']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'night markets', 'bars', 'evening shows', 'scenic spots', 'sunset cruises', 'special couples experiences', 'private tours', 'skip the line passes', 'VIP exclusive events']"
17,Mandalay,Myanmar,Nature/Scenery/Park,Emerald Grove Sanctuary,"Emerald Grove Sanctuary is a nature in Mandalay, Myanmar, popular for its natural scenery and relaxing atmosphere. Entry fee is 8.65 USD. Recommended visit: 3 hours. Discover Emerald Grove Sanctuary, a peaceful nature in Mandalay, Myanmar, ideal for nature lovers. Open 09:00-17:30, entry 8.65 USD.",8.65,09:00-17:30,3 hours,3.7,"No. 42, Yamen Road, Mandalay",21.89607178713009,96.17844745204012,"['couples trip', 'disabled traveler']","['Restrooms', 'Information Desk', 'Restaurant', 'Souvenir Shop', 'First Aid Station', 'Luggage Storage', 'scenic spots', 'sunset cruises', 'special couples experiences', 'ramps', 'elevators', 'wheelchair rentals', 'accessible restrooms']"
