id,name,lat,lon,price,cuisine,opentime,endtime,recommendedfood
0,福和慧,31.2186429,121.429698,1280.0,素食,11:30,22:30,"笋,茄子,山药,芋艿,干巴菌,春饼"
1,くろぎ Kurogi 黑木,31.2450477,121.4872493,3312.0,日本料理,12:00,21:00, 
2,甬府(黄浦店),31.2210123,121.4613288,600.0,江浙菜,11:00,21:00,"宁式十八斩,黄鱼狮子头,秘制小龙虾,宁波汤圆,干煎带鱼,油渣芋艿羹,沙蒜烧豆面,勇派文煨牛小排,海瓜子"
3,上海浦东丽思卡尔顿酒店·金轩中餐厅,31.2364209,121.5012431,1026.0,粤菜,11:30,21:30,"黑椒澳洲牛柳粒,黑松露挂炉烤鸭,瑶柱带子蛋白炒饭,野菌鲜虾饺,杨枝甘露,黑松露银鳕鱼"
4,上海王宝和大酒店·上海餐厅,31.2346516,121.4804362,290.0,本帮菜,11:30,22:00,"特色清蟹粉,冰镇小龙虾,王宝和清水大闸蟹,黑椒煎牛排,蟹粉豆腐,蟹粉小笼"
5,人和馆(肇嘉浜路店),31.2017634,121.45806,203.0,本帮菜,11:00,21:30,"本帮熏鱼,杏鲍菇猪颈肉,上汤时蔬,冷菜拼盘,豉油皇蒸多宝鱼,芝士焗贝肉,老上海酱爆猪肝,陈皮鸡,蟹粉捞饭,蜂窝豆腐"
6,上海静安香格里拉大酒店·1515牛排馆·酒吧,31.2230595,121.4506414,611.0,西餐,11:30,21:30,"鳕鱼,伊比利亚猪排,布拉塔芝士,经典焦糖布丁,腌制三文鱼,海鲜拼盘,芒果椰香蛋白酥,超级海鲜碗,M5战斧牛排1.3千克,M5酒馆牛排800克"
7,上海璞丽酒店·斐霓丝PHENIX,31.222289,121.44838,1141.0,西餐,12:00,21:00,"油封蛋黄，菌菇，甜豆，黑松露,荔枝木炭炙烤布列塔尼蓝龙虾，烟熏黄金柳，花生，鸡油菌,新西兰 Lumina 羊排，羊鞍，羊里脊，巴巴琼，三叶,手工精选挪威扇贝，博福尔奶酪，芦笋，棕榈芯,干式熟成纯血 M9 和牛，土豆，索尔费里诺酱,脆皮乳猪，洋姜，腌制芥末籽，山苏叶,挪威深海鳌虾，枸杞，夏威夷果，香草汁,油封鸭肝，无花果，西西里岛开心果，沙捞越黑胡椒粒,蔬菜清汤，自制乳清芝士饺子,馥璞鲟鱼子酱，日本黄尾鱼，老虎汁"
8,Large Eight Italy Lounge&Restaurant大八意大利酒廊西餐厅(1862时尚艺术中心店),31.2445688,121.5139513,498.0,西餐,10:00,24:00,"波士顿龙虾天使意面,圣露杰鹅肝慕斯配卡露伽鱼子酱百香果酱&黑醋酱,M3和牛塔塔配沙巴央汁,香煎白味增深海黑鳕鱼佐卡露伽鱼子百香果酱,孕育,109华氏低温环煮新西兰帝王鲑"
9,东方明珠·空中旋转餐厅,31.2398331,121.4998212,375.0,自助餐,11:00,21:00,"法式蜗牛,烤羊排,芝士焗小青龙,铁板牛肉"
10,Kathleen's Waitan 凯圣琳K外滩西餐厅(外滩店),31.2191353,121.5066133,735.0,西餐,11:00,00:30, 
11,上海浦东丽晶酒店·尚席中餐厅·粤菜,31.2341704,121.5100492,460.0,粤菜,11:30,21:00,"上海熏鱼,黑豚肥腩叉烧,酸奶桂花枸杞冻"
12,南兴园,31.2061332,121.4406651,1337.0,川菜,11:00,22:00,"开水白菜,青椒肉丝,宫保鸡丁,麻婆豆腐,锅贴虾糕,雪花虾淖"
13,上海浦东丽思卡尔顿酒店·Scena di Angelo,31.2364669,121.5012241,532.0,西餐,06:30,21:30,"提拉米苏,焦糖布丁,鹅肝"
14,上海外滩W酒店·标帜餐厅 The Kitchen Table,31.2488949,121.4971353,441.0,西餐,06:30,22:30,"W海陆双拼,盐焗果木烤大比目鱼,澳大利亚9级和牛谷饲战斧带骨,摩洛哥风味炖羊肩,腌制剑鱼,草莓奶油蛋糕,浓郁巧克力熔岩,巴斯克芝士蛋糕,烤哈罗米芝士塔博勒色拉,香烤三文鱼"
15,爱玲EILEEN(环球金融中心店),31.2350756,121.5079698,298.0,本帮菜,11:00,21:00,"龙虾汤泡饭,龙虾汤面疙瘩,火焰盐烧富贵鸡"
