id,name,hotelname_en,featurehoteltype,lat,lon,price,numbed
0,铂尔登美瑾酒店(深圳南山西丽地铁站店),Dalden Meijin Hotel,停车场,22.581022,113.953854,331,1
1,深圳南山美爵酒店,Grand Mercure Shenzhen Nanshan,管家服务,22.521164,113.918912,572,1
2,深圳罗湖地王亚朵酒店,Atour Hotel (Shenzhen Luohu Diwang),管家服务,22.544854,114.11107,517,1
3,秋果S酒店(深圳会展中心联合广场店),Shenzhen Convention and Exhibition Center Union Plaza Qiuguo S Hotel,免费停车,22.529522,114.06968,499,1
4,深圳坂田希尔顿欢朋酒店,Hampton by Hilton Shenzhen Bantian,免费停车,22.64597,114.065743,545,2
5,深圳蛇口太子湾逸扉酒店,UrCove by HYATT Shenzhen Shekou Cruise Center,自营影音房,22.472324,113.911549,518,1
6,深圳汉普斯酒店,Hamps hotel ShenZhen,动人夜景,22.532653,113.941615,574,2
7,深圳世纪花园酒店(南山科技园店),Shenzhen Century Garden Hotel (Nanshan Science and Technology Park),健身室,22.534199,113.964544,325,1
8,深圳圣淘沙酒店(南山桃园店),Sentosa Hotel (Taoyuan  Branch),机器人服务,22.533047,113.927509,488,2
9,高新富悦酒店(深圳南山科技园店),FuYue Hotel Shenzhen,SPA,22.542402,113.935079,547,1
10,深圳皇悦豪生酒店,Howard Johnson  Royal Hotel Shenzhen,网红泳池,22.74192,113.828399,565,1
11,秋果酒店(深圳会展中心福民地铁站店),Shenzhen Convention and Exhibition Center Fumin Subway Station Qiuguo Hotel,管家服务,22.524363,114.064996,448,1
12,深圳大浪希尔顿惠庭酒店,Home2 Suites By Hilton Shenzhen Dalang,泳池,22.696714,113.991054,475,1
13,深圳福田上沙地铁站秋果酒店,Shenzhen Futian Shangsha Metro Station Qiuguo Hotel,免费停车,22.523392,114.039096,434,1
14,荟语酒店(深圳福田口岸会展中心店),Eeril hotel (Shenzhen Futian Convention and Exhibition Center Branch),日光浴场,22.522552,114.05032,486,1
15,丽呈朗誉酒店(深圳龙岗中心大运新城店),Rezen Longuu Hotel (Shenzhen Longgang Universiade Center Station),免费停车,22.722441,114.221198,335,1
16,深圳罗湖东门亚朵X酒店,"Yaduo X Hotel, East Gate, Luohu, Shenzhen",机器人服务,22.546214,114.121982,403,1
17,深圳南山亚朵S酒店,Atour S Hotel Nanshan  Shenzhen,管家服务,22.553211,113.921042,679,1
18,深圳维景酒店,Metropark Hotel Shenzhen,免费停车,22.549074,114.123002,387,2
19,深圳璟峯酒店(西丽大学城店),Jingfeng Hotel,免费停车,22.58316,113.964444,429,1
20,深圳南山芒果网大厦亚朵酒店,"Mangonet Building, No. 3955 Baishi Road, Nanshan District, Shenzhen, Guangdong, China",停车场,22.523888,113.935467,684,1
21,深圳宝安西乡亚朵酒店,AtourHotel Xixiang  Bao＇an Shenzhen,免费停车,22.58681,113.8608,458,1
22,深圳南山科技园CitiGO欢阁酒店,CitiGO Shenzhen Nanshan Technology Park Hotel,充电桩,22.524857,113.936746,465,2
23,深圳前海宝安中心亚朵酒店,Atour Hotel(Shenzhen Qianhai Bao'an center),免费停车,22.560059,113.892721,508,2
24,深圳T酒店公寓(南山科技园店),Shenzhen T Hotel Apartment ( Nanshan Science & Technology Park),厨房,22.524625,113.936903,358,1
25,铂尔登美瑾酒店(深圳南山西丽地铁站店),Dalden Meijin Hotel,停车场,22.581022,113.953854,331,1
26,丽呈東谷酒店(深圳华强北店),Rezen Dong Hotel (Shenzhen Huaqiangbei),免费停车,22.538304,114.083587,420,2
27,深圳安蒂娅美兰酒店,ANTHEA HOTEL,泳池,22.592481,113.882845,598,2
28,深圳会展中心岗厦地铁站秋果酒店,"Qiuguo Hotel, Gangxia Subway Station, Shenzhen Convention and Exhibition Center",管家服务,22.537511,114.068481,489,1
29,深圳南山万科云城亚朵酒店,Atour Hotel (Shenzhen Nanshan Vanke Yuncheng),免费停车,22.573918,113.94298,544,1
30,深圳蛇口太子湾逸扉酒店,UrCove by HYATT Shenzhen Shekou Cruise Center,自营影音房,22.472324,113.911549,518,1
31,宜尚PLUS酒店(深圳福田会展中心店),ECHARM PLUS Hotel (Shenzhen Futian Convention and Exhibition Center),免费停车,22.529877,114.070628,429,1
32,深圳滨河时代ICON LAB艾垦酒店,ICON LAB Hotel Shenzhen Futian,设计师酒店,22.520634,114.036371,569,1
33,深圳圣淘沙酒店(翡翠店),Sentosa Hotel (Feicui),泳池,22.534123,113.92392,498,1
34,深圳VON Hotel万和酒店(南山万象天地店),"VON Hotel, Shenzhen Nanshan The MixC",免费停车,22.537785,113.948164,380,1
35,深圳皇悦豪生酒店,Howard Johnson  Royal Hotel Shenzhen,网红泳池,22.74192,113.828399,565,1
36,深圳福田竹子林博园秋果酒店,Shenzhen Futian Bamboo Forest Expo Park Qiuguo Hotel,免费停车,22.53385,114.005939,369,1
37,深圳南山蛇口亚朵酒店,Atour Hotel (Shenzhen Nanshan Shekou),免费停车,22.502839,113.920293,508,1
38,深圳兰赫美特酒店,Shenzhen Nanshan L'Hermitage,管家服务,22.54258,113.931339,588,2
39,深圳罗湖万象城亚朵酒店,Atour Hotel Shenzhen Luohu Vientiane City,免费停车,22.538508,114.115806,544,2
40,丽呈朗誉酒店(深圳龙岗中心大运新城店),Rezen Longuu Hotel (Shenzhen Longgang Universiade Center Station),免费停车,22.722441,114.221198,335,1
41,深圳宝安希尔顿惠庭酒店,Home 2 Suites by Hilton Shenzhen Baoan,管家服务,22.557851,113.866167,469,1
42,深圳宝安前海Pagoda君亭设计酒店,"Pagoda  Hotel, Baoan,Qianhai, Shenzhen",管家服务,22.557232,113.909531,443,1
43,东莞嘉辉会丽呈华廷酒店,GRAND REZEN HOTEL CASTFAST DONG GUAN,家庭房,22.715136,114.190861,398,1
44,格兰云天·阅酒店(深圳中心公园店),The Skytel (Shenzhen Central Park Branch),免费停车,22.539471,114.078528,440,1
45,深圳南山芒果网大厦亚朵酒店,"Mangonet Building, No. 3955 Baishi Road, Nanshan District, Shenzhen, Guangdong, China",停车场,22.523888,113.935467,684,1
46,深圳大梅沙中兴和泰海景酒店,CZD Hotel,泳池,22.584779,114.294375,432,2
47,深圳海上世界殿影酒店,MOVIETEL SHENZHEN,免费停车,22.48336,113.913271,409,1
48,深圳华安国际大酒店,Hua'an International Hotel,免费停车,22.543909,114.11055,531,1
49,深圳湾科技园丽雅查尔顿酒店,Lia Charlton Hotel Shenzhen,管家服务,22.535739,113.949312,598,1
50,铂尔登美瑾酒店(深圳南山西丽地铁站店),Dalden Meijin Hotel,停车场,22.581022,113.953854,331,1
51,深圳中洲圣廷苑酒店,the Pavilion Shenzhen,泳池,22.549404,114.087387,416,1
52,深圳嘉朵酒店(深圳大学粤海校区店),Shenzhen Jiadou Hotel (Shenzhen University Branch),SPA,22.535012,113.94166,538,1
53,深圳龙华温德姆花园酒店,WYNDHAM GARDEN SHENZHEN LONGHUA,免费停车,22.723554,114.033017,469,1
54,深圳福田皇岗口岸秋果酒店,True Go Hotel,免费停车,22.52762,114.07765,391,1
55,深圳蛇口太子湾逸扉酒店,UrCove by HYATT Shenzhen Shekou Cruise Center,自营影音房,22.472324,113.911549,518,1
56,深圳摩登克斯酒店,Modern Classic Hotel,免费停车,22.539502,114.112077,637,1
57,深圳东门智选假日酒店,Holiday Inn Express Shenzhen Dongmen,免费停车,22.552707,114.133119,515,1
58,深圳东门希尔顿欢朋酒店,Hampton by Hilton Shenzhen Dongmen,免费停车,22.543006,114.123736,564,1
59,清能楚天大酒店(深圳福田口岸会展中心店),Qingneng Chutian Hotel (Shenzhen Futian Port Convention and Exhibition Center),免费停车,22.52777,114.047436,386,1
