id,name,type,lat,lon,opentime,endtime,price,recommendmintime,recommendmaxtime
0,上海迪士尼度假区,游乐园/体育娱乐,31.148267,121.671964,08:30,21:30,399.0,2.0,3.5
1,东方明珠,人文景观,31.245417,121.50635,09:00,21:00,199.0,0.5,2.0
2,外滩,人文景观,31.243453,121.497204,00:00,24:00,0.0,1.5,2.0
3,上海海昌海洋公园,游乐园/体育娱乐,30.920947,121.910782,09:30,18:00,149.0,1.0,2.0
4,豫园,文化旅游区,31.232431,121.49909,09:00,16:30,40.0,0.5,1.0
5,上海野生动物园,游乐园/体育娱乐,31.06138,121.727995,09:00,22:00,165.0,1.5,3.0
6,黄浦江游览(十六铺码头),游乐园/体育娱乐,31.23371,121.504723,11:00,22:00,108.0,2.0,3.0
7,黄浦江,人文景观,31.24412,121.499605,00:00,24:00,0.0,0.5,2.0
8,上海天文馆,博物馆/纪念馆,30.918563,121.932414,09:30,16:00,0.0,1.5,2.0
9,上海博物馆,博物馆/纪念馆,31.234149,121.482358,09:00,17:00,0.0,0.5,1.0
10,上海海洋水族馆,游乐园/体育娱乐,31.246755,121.508587,09:00,18:00,155.0,1.0,2.5
11,上海中心大厦,商业街区,31.239171,121.512035,08:30,22:00,180.0,1.5,3.0
12,上海之巅观光厅,人文景观,31.239112,121.512114,08:30,22:00,180.0,2.0,3.0
13,磁浮列车,其它,31.208606,121.567908,06:45,21:42,50.0,2.0,2.5
14,迪士尼小镇,游乐园/体育娱乐,31.145926,121.668349,10:00,22:00,0.0,0.5,1.0
15,城隍庙,历史古迹,31.232396,121.497994,00:00,24:00,10.0,0.5,1.0
16,上海动物园,游乐园/体育娱乐,31.198678,121.369418,08:00,18:30,40.0,0.5,1.0
17,南京路步行街,商业街区,31.243231,121.4907,00:00,24:00,0.0,1.0,2.0
18,上海千古情,游乐园/体育娱乐,31.1929,121.491182,10:00,18:30,298.0,1.5,3.0
19,上海欢乐谷,游乐园/体育娱乐,31.101969,121.22572,09:30,19:00,150.0,2.0,3.0
20,上海杜莎夫人蜡像馆,游乐园/体育娱乐,31.240759,121.480735,10:00,19:00,165.0,0.5,1.0
21,陆家嘴,商业街区,31.240944,121.512267,00:00,24:00,0.0,1.5,3.0
22,上海自然博物馆,博物馆/纪念馆,31.241221,121.469143,09:00,17:00,0.0,0.5,1.0
23,静安雕塑公园,公园,31.240967,121.47046,00:00,24:00,0.0,0.5,1.0
24,金茂大厦,商业街区,31.241027,121.512255,08:30,21:30,98.0,0.5,2.0
25,金茂大厦88层观光厅,人文景观,31.241024,121.512231,08:30,21:30,98.0,2.0,3.5
26,上海薰衣草公园,公园,31.147702,121.681945,00:00,24:00,0.0,0.5,2.0
27,广富林文化遗址,历史古迹,31.068942,121.20374,09:00,17:00,0.0,2.5,4.0
28,上海影视乐园,游乐园/体育娱乐,31.016708,121.318804,08:30,20:30,69.0,1.0,1.5
29,都市观光巴士,其它,31.244773,121.507435,09:00,19:00,57.0,1.0,2.0
30,浦东美术馆,美术馆/艺术馆,31.243762,121.50292,10:00,21:00,80.0,2.0,2.5
31,外滩观光隧道,人文景观,31.245464,121.497875,09:00,22:30,45.0,2.5,3.0
32,朱家角古镇景区,文化旅游区,31.115934,121.060362,08:30,18:00,0.0,1.0,2.5
33,上海乐高探索中心,游乐园/体育娱乐,31.229002,121.402378,10:30,18:30,199.0,2.0,3.5
34,黄浦江游览（东方明珠码头）,游乐园/体育娱乐,31.246281,121.503539,10:00,21:00,90.0,0.5,1.5
35,威尼斯小镇,人文景观,31.23644,121.384053,00:00,24:00,0.0,2.5,3.0
36,上海汽车博物馆,博物馆/纪念馆,31.284695,121.1767,09:30,16:30,55.0,1.0,2.0
37,浦江游览,游乐园/体育娱乐,31.234882,121.50318,11:00,22:00,108.0,1.5,2.0
38,中国航海博物馆,博物馆/纪念馆,30.902445,121.926006,09:30,16:00,27.0,2.5,3.0
39,田子坊,商业街区,31.214113,121.474974,00:00,24:00,0.0,2.5,3.0
40,静安寺,历史古迹,31.229947,121.451595,07:30,17:00,0.0,2.0,2.5
41,武康路,商业街区,31.213621,121.44636,00:00,24:00,0.0,1.0,2.0
42,上海大自然野生昆虫馆,游乐园/体育娱乐,31.246055,121.504313,09:00,17:00,88.0,0.5,1.5
43,疯狂动物城,游乐园/体育娱乐,31.148267,121.671964,08:30,21:30,0.0,2.0,2.5
44,人民广场,公园,31.235297,121.481144,00:00,24:00,0.0,1.5,2.0
45,上海电影博物馆,博物馆/纪念馆,31.192501,121.444536,09:30,16:30,60.0,2.5,3.0
46,迪士尼朋友见面处,游乐园/体育娱乐,31.147937,121.668419,08:30,15:00,0.0,0.5,2.0
47,世博会博物馆,博物馆/纪念馆,31.200189,121.488325,09:00,17:00,0.0,1.5,2.0
48,BUS TOUR 上海观光游,游乐园/体育娱乐,31.240484,121.480839,09:00,17:30,60.0,3.0,3.5
49,蓝精灵乐园-上海世茂精灵之城主题乐园,游乐园/体育娱乐,31.068019,121.165801,10:00,18:00,156.0,2.0,3.0
50,上海环球金融中心,人文景观,31.241063,121.513399,07:00,21:00,180.0,2.0,3.5
51,星愿公园,公园,31.14241,121.66966,10:00,18:00,0.0,1.0,1.5
52,上海玛雅海滩水公园,游乐园/体育娱乐,31.102329,121.215427,10:00,19:00,88.0,0.5,2.0
53,黄浦江游览（金陵东路码头）,人文景观,31.237792,121.499969,15:30,20:00,88.0,0.5,1.0
54,震旦博物馆,博物馆/纪念馆,31.240324,121.506166,10:00,17:00,60.0,0.5,2.0
55,“快乐船长”黄浦江游船,游乐园/体育娱乐,31.231249,121.507829,18:30,20:30,268.0,1.0,1.5
56,上海长风海洋世界,游乐园/体育娱乐,31.230932,121.403475,09:30,18:00,149.0,1.0,2.0
57,上海玻璃博物馆,博物馆/纪念馆,31.349786,121.478542,10:00,17:00,80.0,1.5,2.0
58,上海四行仓库抗战纪念馆,博物馆/纪念馆,31.246263,121.477852,09:00,12:00,0.0,2.0,3.0
59,上海博物馆(东馆),博物馆/纪念馆,31.225454,121.544678,10:00,18:00,0.0,2.0,3.0
60,申城观光双层巴士,游乐园/体育娱乐,31.245045,121.507363,10:00,18:00,49.0,3.0,3.5
61,安徒生童话乐园,游乐园/体育娱乐,31.329324,121.518034,00:00,24:00,75.0,0.5,1.0
62,武康大楼,商业街区,31.210733,121.44472,00:00,24:00,0.0,2.5,4.0
63,上海观复博物馆,博物馆/纪念馆,31.23925,121.512312,10:00,17:00,88.0,1.5,2.0
64,光明生态园,公园,31.153317,121.677506,09:00,17:00,0.0,1.0,2.0
65,思南公馆,文化旅游区,31.220366,121.475006,00:00,24:00,0.0,0.5,1.0
66,上海辰山植物园,公园,31.081652,121.189078,08:00,17:30,60.0,0.5,1.0
67,上海城市历史发展陈列馆,博物馆/纪念馆,31.245414,121.506379,09:00,21:00,0.0,1.0,2.5
68,上海共青森林公园,公园,31.325266,121.557183,05:00,18:00,0.0,2.5,4.0
69,东平国家森林公园,公园,31.689489,121.486723,08:30,16:00,35.0,2.0,3.0
70,锦江乐园,游乐园/体育娱乐,31.145702,121.414948,09:00,17:30,123.0,1.5,2.0
71,新天地,商业街区,31.227165,121.481244,00:00,24:00,0.0,0.5,1.0
72,上海星空艺术馆,美术馆/艺术馆,31.242563,121.490424,10:00,22:00,39.8,0.5,2.0
73,中华艺术宫,美术馆/艺术馆,31.189988,121.501334,10:00,18:00,0.0,3.0,4.0
74,上海老街(人民路),商业街区,31.230123,121.495451,00:00,24:00,0.0,1.5,3.0
75,比斯特上海购物村,商业街区,31.145974,121.686884,10:00,22:00,0.0,1.0,2.0
76,徐家汇书院,人文景观,31.197035,121.443535,09:00,21:00,0.0,0.5,2.0
77,上海大观园,游乐园/体育娱乐,31.079238,120.916634,08:15,17:00,40.0,0.5,2.0
78,上海宋庆龄故居纪念馆,博物馆/纪念馆,31.210427,121.445413,09:00,17:00,0.0,0.5,1.0
79,世纪公园,公园,31.221747,121.558238,05:00,22:00,0.0,1.0,2.0
80,滴水湖,公园,30.898692,121.948201,00:00,24:00,0.0,0.5,2.0
81,上海市历史博物馆,博物馆/纪念馆,31.237071,121.477347,09:00,17:00,0.0,1.0,2.5
82,金山城市沙滩,游乐园/体育娱乐,30.714121,121.355903,08:30,21:30,40.0,1.5,2.0
83,超级时空魔方(上海元宇宙体验馆),游乐园/体育娱乐,31.254955,121.504541,10:00,22:00,128.0,2.5,3.0
84,碧海金沙,游乐园/体育娱乐,30.830184,121.556153,08:30,21:00,65.0,0.5,1.0
85,枫泾古镇,历史古迹,30.893168,121.022096,08:00,17:00,0.0,3.0,3.5
86,外白渡桥,人文景观,31.24957,121.49699,00:00,24:00,0.0,0.5,1.0
87,深坑秘境乐园-上海世茂精灵之城主题乐园,游乐园/体育娱乐,31.063856,121.161784,10:00,18:00,120.0,2.0,2.5
88,东方明珠259米全透明悬空观光廊,游乐园/体育娱乐,31.245304,121.506414,10:00,20:00,0.0,1.5,3.0
89,中国共产党第一次全国代表大会会址,红色景点,31.22608,121.481627,09:00,12:00,0.0,1.5,2.0
90,时空缆车,游乐园/体育娱乐,30.919012,121.910306,09:30,17:30,0.0,1.0,2.0
91,七宝古镇,历史古迹,31.158938,121.361199,00:00,24:00,0.0,1.5,2.0
92,东滩湿地公园,公园,31.52401,121.955977,08:30,17:00,18.0,0.5,1.0
93,东方绿舟景区,游乐园/体育娱乐,31.114697,121.017139,08:30,17:00,50.0,2.5,4.0
94,浦江郊野公园,公园,31.054805,121.514275,08:30,17:00,0.0,0.5,1.5
95,上海奇迹花园,公园,31.060286,121.514217,08:30,17:30,0.0,3.0,4.0
96,“水晶公主”黄浦江游船,游乐园/体育娱乐,31.231249,121.507942,18:45,20:45,375.0,2.0,3.0
97,SKY RING 屋顶摩天轮,游乐园/体育娱乐,31.250707,121.478594,11:00,21:30,60.0,2.5,3.0
98,小猪佩奇的玩趣世界,游乐园/体育娱乐,31.248039,121.562358,10:00,20:00,0.0,2.5,3.0
99,1192弄老上海风情街(世纪汇广场店),商业街区,31.234083,121.532799,10:00,22:00,0.0,0.5,1.0
100,朵云书院·旗舰店,人文景观,31.239184,121.512016,10:30,20:00,0.0,3.0,3.5
101,马勒别墅,历史古迹,31.229207,121.462775,00:00,24:00,80.0,2.0,3.5
102,太阳岛旅游度假区,游乐园/体育娱乐,31.043011,121.079387,09:30,16:30,30.0,1.0,2.5
103,陆家嘴中心绿地,公园,31.243519,121.512535,05:00,22:00,0.0,2.0,3.5
104,南京西路,商业街区,31.233077,121.459849,00:00,24:00,0.0,1.0,1.5
105,351米太空舱,游乐园/体育娱乐,31.245215,121.506569,09:00,21:00,299.0,1.5,3.0
106,创极速光轮,游乐园/体育娱乐,31.147973,121.66329,08:30,20:30,0.0,1.5,2.0
107,上海梵高星空艺术馆,美术馆/艺术馆,31.241696,121.481935,10:00,21:30,39.9,1.5,3.0
108,安福路,商业街区,31.220296,121.44986,00:00,24:00,0.0,1.5,3.0
109,上海犹太难民纪念馆,博物馆/纪念馆,31.259707,121.515776,09:00,17:00,20.0,0.5,2.0
110,“龙船”黄浦江游船,游乐园/体育娱乐,31.227439,121.511876,19:00,21:00,264.0,1.0,2.0
111,泰晤士小镇,商业街区,31.039962,121.204015,00:00,24:00,0.0,0.5,1.0
112,和平饭店博物馆,博物馆/纪念馆,31.244696,121.495976,10:00,19:00,0.0,3.0,3.5
113,南翔古镇,历史古迹,31.297143,121.313593,00:00,24:00,0.0,1.5,3.0
114,徐家汇天主教堂,历史古迹,31.1975,121.442629,09:00,16:00,0.0,1.5,3.0
115,远望1号,游乐园/体育娱乐,31.200182,121.495666,09:00,17:00,80.0,0.5,2.0
