id,name,lat,lon,price,cuisine,opentime,endtime,recommendedfood
0,杨记隆府(解放碑总店),29.5609878,106.5781935,96.0,川菜,11:00,22:00,"杨记私房卤鹅,民国霸王兔,杨记招牌鱼,传统椒麻鸡,光头司令,生煎菜心,杨记花椒排,生煎粉丝煲,肥肠,风味兔头"
1,重庆丽晶酒店·罗宾斯牛排馆,29.5712366,106.5707349,665.0,西餐,11:30,21:00,"战斧牛排,m6肉眼牛排 6oz,惠灵顿牛排,碳烤波士顿龙虾,奶油蘑菇汤,龙虾汤,纯血黑毛和牛S级谷饲600天（4/6盎司）,M9级谷饲和牛500天(4 / 6盎司) 肉眼/西冷/盖肉"
2,重庆国贸格兰维大酒店·山城映像中餐厅,29.5561504,106.5738772,210.0,川菜,11:30,21:30, 
3,重庆丽晶酒店·丽晶轩 - 三楼,29.571272,106.5708926,312.0,粤菜,11:30,21:00,"辣子鸡,珍菌烧汁炒鹅肝,彩椒雪花牛肉粒,脆皮澳洲牛肋排,鳕鱼茄子煲,黑金流沙包,帝王蟹,玻璃乳鸽,山城担担面,渝味沸腾鲈鱼"
4,滟设火锅料理(南滨路店),29.5735896,106.5906088,488.0,火锅,17:00,23:00,"水三脆毛肚,秘制百香果奶冻,澳洲和牛粒,西班牙伊比利亚黑猪颈肉,青青草鹅肠"
5,重庆解放碑威斯汀酒店·锦肴轩·川上,29.5566992,106.5805113,264.0,川菜,11:30,22:00,"招牌海鲜拼盘,生态黑猪肉,手工丸子,凉拌鲫鱼,广东清远鸡,菌菇蔬菜拼盘"
6,仪表厂火锅(解放碑店),29.5589518,106.5710451,100.0,火锅,10:30,23:30, 
7,巴将军·非遗原味火锅(解放碑店),29.556122,106.5766709,89.0,火锅,10:00,24:00, 
8,重庆大都会凯悦酒店·长安壹号中餐厅,29.5567001,106.5787643,284.0,其他中餐,11:30,21:30, 
9,重庆既下山·SUNYATA度假酒店·望耳餐厅,29.5558992,106.595113,271.0,西餐,11:30,21:30, 
10,老甘家小龙虾江湖菜(洋河总店),29.5827441,106.5398314,146.0,小吃,11:30,02:00,"香辣爬爬虾,招牌蒜蓉虾,辣炒田螺,秋秋妹耙凤爪,招牌蒜蓉花甲,铁山坪麻麻鸡"
11,在渝里·重庆火锅(解放碑好吃街店),29.5555135,106.5771769,78.0,火锅,10:00,01:00,"咸蛋黄虾滑,双椒嫩毛肚,花街子嫩牛肉,大井巷鲜鸭肠"
12,重庆两江新区高科希尔顿酒店·帕娜风味餐厅,29.6103857,106.5170958,323.0,西餐,11:30,22:00, 
13,鲜龙井火锅公园(南山店),29.4912551,106.5904831,137.0,火锅,11:00,23:30,"屠场三小时毛肚,炸酥肉,生抠鸭肠,猪黄喉,腰片,红糖糍粑,鸭血,南瓜饼,鲜豆浆,鲜牛毛肚"
14,尘香(创汇首座店),29.5538018,106.5778091,133.0,川菜,11:30,22:00,"泡椒糯皮仔兔,秘醬三文魚,馋嘴蛙仔,宫保鸡丁,干锅花菜,金丝虾球,干烧江团"
15,秦云老太婆摊摊面(全国总店),29.516308,106.5223615,15.0,小吃,07:00,13:30,"酸梅汤,干溜豌杂面,干溜杂酱面,小面,牛肉面,摊摊面,肥肠面"
16,顺风123(观音桥大融城店),29.5753518,106.532947,78.0,川菜,11:00,21:00,"顺风冷面鸡,双味糯米骨,青元粉蒸肉,功夫椒麻蛙,青椒鱼,小炒牛肉"
