id,name,lat,lon,price,cuisine,opentime,endtime,recommendedfood
0,广州白天鹅宾馆·玉堂春暖餐厅,23.1058936,113.2425766,427.0,粤菜,08:00,22:00,"冰花鸡蛋散,芋泥凤尾虾,蜜汁蒸凤爪,特色糯米饭,栗蓉天鹅酥,迷你佛跳墙,榄仁萨其马"
1,广州粤海喜来登酒店·采悦轩中餐厅(天河城店),23.1327075,113.3221671,201.0,粤菜,10:00,22:00,"酱香熏鱼,冰烧一口三层肉,川辣M3和牛粒,藤椒乳鸽皇,芥末洋葱捞鸡,桂花椰汁冻糕"
2,广州柏悦酒店·悦景轩·粤菜餐厅,23.1185707,113.321742,561.0,粤菜,11:30,22:00,"冰烧三层肉,鸽吞燕,湛江沙姜鸡,膏蟹焗龙口粉丝,盐烧新疆羊排,樱桃鹅肝,干炒牛河,蟹肉烧饼,松露干蒸烧卖,健康五谷核桃海参"
3,广州瑰丽酒店·广御轩,23.1176541,113.3264099,430.0,粤菜,11:30,22:00,"花椒鲜虾天使面,松露捞起螺片,顺德拆鱼羹,鲍汁叉烧酥,松露汁鸡丝春卷,芦笋和牛"
4,熊猫酒店-自助餐厅(长隆店),23.0056633,113.3319349,250.0,自助餐,07:00,21:00,"炭烧生蚝,牛油果烟三文鱼沙律,芝士龙虾,肠粉,蛋挞"
5,广州文华东方酒店·江-由辉师傅主理,23.1346909,113.3330412,745.0,粤菜,11:30,22:00, 
6,跃·Yue现代粤菜料理,23.0978339,113.3569951,1000.0,粤菜,18:00,22:30,"姜葱白切鸡,护国海参,鱼子酱卤水鹅肝,豉椒牛肉,酥皮溏心鲍"
7,滋粥楼顺德菜(番禺广场总店),22.9329379,113.3862712,134.0,粤菜,09:00,21:30,"墨鱼丸,黄金油条,谷虫鸡,顺德拆鱼粥,XO酱炒陈村粉,古法蒸鱼头,古法烧鹅,酥皮双皮奶,伦教糕,白贝"
8,广州富力君悦大酒店·空中花园,23.1225705,113.3235488,400.0,粤菜,12:00,22:00, 
9,炳胜公馆(珠江新城店),23.1148837,113.3283277,580.0,粤菜,11:00,22:00,"蜜汁蒸凤爪,脆皮灌汤烧鹅拼盘,招牌菠萝包,公馆虾饺皇,秘制黑叉烧"
